time[YYYY-MM-DD hh:mm:ss PST], fluorescence
6/14/16 15:34,3.846
6/14/16 15:44,4.09
6/14/16 15:54,4.457
6/14/16 16:04,4.762
6/14/16 16:14,3.761
6/14/16 16:24,4.457
6/14/16 16:34,2.955
6/14/16 16:44,4.957
6/14/16 16:54,4.164
6/14/16 17:04,3.968
6/14/16 17:14,5.275
6/14/16 17:24,5.372
6/14/16 17:34,4.396
6/14/16 17:44,4.872
6/14/16 17:54,5.116
6/14/16 18:04,5.775
6/14/16 18:14,5.092
6/14/16 18:24,5.531
6/14/16 18:34,5.617
6/14/16 18:44,6.203
6/14/16 18:54,6.337
6/14/16 19:04,8.083
6/14/16 19:14,7.009
6/14/16 19:24,8.046
6/14/16 19:34,8.303
6/14/16 19:44,9.426
6/14/16 19:54,7.875
6/14/16 20:04,8.645
6/14/16 20:14,8.291
6/14/16 20:24,7.961
6/14/16 20:34,8.462
6/14/16 20:44,8.974
6/14/16 20:54,8.339
6/14/16 21:04,9.109
6/14/16 21:14,8.852
6/14/16 21:24,9.353
6/14/16 21:34,9.731
6/14/16 21:44,11.38
6/14/16 21:54,8.889
6/14/16 22:04,10.977
6/14/16 22:14,9.67
6/14/16 22:24,9.365
6/14/16 22:34,10.696
6/14/16 22:44,9.915
6/14/16 22:54,10
6/14/16 23:04,8.12
6/14/16 23:14,9.133
6/14/16 23:24,7.998
6/14/16 23:34,8.413
6/14/16 23:44,9.06
6/14/16 23:54,12.137
6/15/16 0:04,9.463
6/15/16 0:14,9.963
6/15/16 0:24,10.391
6/15/16 0:34,10.842
6/15/16 0:44,8.803
6/15/16 0:54,8.083
6/15/16 1:04,7.875
6/15/16 1:14,8.596
6/15/16 1:24,8.816
6/15/16 1:34,8.132
6/15/16 1:44,7.961
6/15/16 1:54,7.766
6/15/16 2:04,6.679
6/15/16 2:14,6.642
6/15/16 2:24,6.618
6/15/16 2:34,6.361
6/15/16 2:44,6.337
6/15/16 2:54,6.496
6/15/16 3:04,6.801
6/15/16 3:14,6.545
6/15/16 3:24,6.789
6/15/16 3:34,7.094
6/15/16 3:44,7.607
6/15/16 3:54,7.338
6/15/16 4:04,8.23
6/15/16 4:14,8.596
6/15/16 4:24,9.365
6/15/16 4:34,10.904
6/15/16 4:44,10.586
6/15/16 4:54,10.147
6/15/16 5:04,10.452
6/15/16 5:14,10.513
6/15/16 5:24,10.208
6/15/16 5:34,9.853
6/15/16 5:44,10.598
6/15/16 5:54,9.499
6/15/16 6:04,9.158
6/15/16 6:14,7.973
6/15/16 6:24,8.926
6/15/16 6:34,8.364
6/15/16 6:44,7.375
6/15/16 6:54,4.212
6/15/16 7:04,3.663
6/15/16 7:14,3.346
6/15/16 7:24,3.101
6/15/16 7:34,3.724
6/15/16 7:44,3.516
6/15/16 7:54,3.602
6/15/16 8:04,4.799
6/15/16 8:14,4.005
6/15/16 8:24,2.43
6/15/16 8:34,2.515
6/15/16 8:44,3.858
6/15/16 8:54,2.93
6/15/16 9:04,2.723
6/15/16 9:14,3.504
6/15/16 9:24,4.286
6/15/16 9:34,4.005
6/15/16 9:44,3.565
6/15/16 9:54,3.065
6/15/16 10:04,2.967
6/15/16 10:14,1.709
6/15/16 10:24,2.259
6/15/16 10:34,2.466
6/15/16 10:44,3.785
6/15/16 10:54,3.59
6/15/16 11:04,3.968
6/15/16 11:14,3.724
6/15/16 11:24,4.103
6/15/16 11:34,3.248
6/15/16 11:44,2.93
6/15/16 11:54,2.442
6/15/16 12:04,2.173
6/15/16 12:14,2.283
6/15/16 12:24,3.284
6/15/16 12:34,5.201
6/15/16 12:44,7.179
6/15/16 12:54,6.532
6/15/16 13:04,7.705
6/15/16 13:14,6.85
6/15/16 13:24,6.85
6/15/16 13:34,3.504
6/15/16 13:44,3.602
6/15/16 13:54,3.553
6/15/16 14:04,3.492
6/15/16 14:14,3.37
6/15/16 14:24,3.858
6/15/16 14:34,3.199
6/15/16 14:44,3.639
6/15/16 14:54,3.223
6/15/16 15:04,3.089
6/15/16 15:14,4.53
6/15/16 15:24,3.48
6/15/16 15:34,3.455
6/15/16 15:44,4.139
6/15/16 15:55,3.333
6/15/16 16:04,3.504
6/15/16 16:14,3.455
6/15/16 16:24,3.358
6/15/16 16:34,2.979
6/15/16 16:44,2.821
6/15/16 16:54,2.723
6/15/16 17:04,3.126
6/15/16 17:14,3.7
6/15/16 17:24,2.747
6/15/16 17:34,3.162
6/15/16 17:44,3.223
6/15/16 17:54,3.004
6/15/16 18:04,2.796
6/15/16 18:14,3.687
6/15/16 18:24,3.651
6/15/16 18:34,3.309
6/15/16 18:44,2.979
6/15/16 18:54,3.248
6/15/16 19:04,3.614
6/15/16 19:14,4.615
6/15/16 19:24,4.139
6/15/16 19:34,4.188
6/15/16 19:44,4.31
6/15/16 19:54,4.237
6/15/16 20:04,3.919
6/15/16 20:14,4.396
6/15/16 20:24,4.493
6/15/16 20:34,4.335
6/15/16 20:44,4.371
6/15/16 20:54,4.664
6/15/16 21:04,4.554
6/15/16 21:14,3.956
6/15/16 21:24,4.335
6/15/16 21:34,4.554
6/15/16 21:44,4.408
6/15/16 21:54,4.701
6/15/16 22:04,4.518
6/15/16 22:14,4.579
6/15/16 22:24,4.408
6/15/16 22:34,4.664
6/15/16 22:44,4.75
6/15/16 22:54,4.554
6/15/16 23:04,4.542
6/15/16 23:14,4.737
6/15/16 23:24,4.762
6/15/16 23:34,5.043
6/15/16 23:44,4.786
6/15/16 23:54,4.42
6/16/16 0:04,4.774
6/16/16 0:14,4.957
6/16/16 0:24,4.969
6/16/16 0:34,4.811
6/16/16 0:44,4.249
6/16/16 0:54,4.408
6/16/16 1:04,4.286
6/16/16 1:14,4.591
6/16/16 1:24,3.81
6/16/16 1:34,4.42
6/16/16 1:44,4.603
6/16/16 1:54,3.871
6/16/16 2:04,4.103
6/16/16 2:14,4.274
6/16/16 2:24,4.457
6/16/16 2:34,3.932
6/16/16 2:44,4.53
6/16/16 2:54,4.396
6/16/16 3:04,4.139
6/16/16 3:14,4.396
6/16/16 3:24,4.298
6/16/16 3:34,4.286
6/16/16 3:44,4.212
6/16/16 3:54,3.993
6/16/16 4:04,4.542
6/16/16 4:14,4.481
6/16/16 4:24,4.383
6/16/16 4:34,4.017
6/16/16 4:44,3.748
6/16/16 4:54,3.822
6/16/16 5:04,3.895
6/16/16 5:14,3.578
6/16/16 5:24,3.492
6/16/16 5:34,2.991
6/16/16 5:44,3.578
6/16/16 5:54,3.077
6/16/16 6:04,2.979
6/16/16 6:14,1.856
6/16/16 6:24,2.405
6/16/16 6:34,2.039
6/16/16 6:44,2.418
6/16/16 6:54,2.259
6/16/16 7:04,2.564
6/16/16 7:14,2.1
6/16/16 7:24,1.648
6/16/16 7:34,1.441
6/16/16 7:44,2.295
6/16/16 7:54,2.369
6/16/16 8:04,1.966
6/16/16 8:14,1.893
6/16/16 8:24,1.722
6/16/16 8:34,1.77
6/16/16 8:44,1.612
6/16/16 8:54,1.722
6/16/16 9:04,1.709
6/16/16 9:14,1.331
6/16/16 9:24,1.343
6/16/16 9:34,1.184
6/16/16 9:44,1.136
6/16/16 9:54,1.123
6/16/16 10:04,1.111
6/16/16 10:14,1.099
6/16/16 10:24,1.111
6/16/16 10:34,1.172
6/16/16 10:44,1.123
6/16/16 10:54,1.123
6/16/16 11:04,1.026
6/16/16 11:14,1.087
6/16/16 11:24,1.026
6/16/16 11:34,0.977
6/16/16 11:44,1.038
6/16/16 11:54,1.001
6/16/16 12:04,1.074
6/16/16 12:14,1.001
6/16/16 12:24,0.977
6/16/16 12:34,1.001
6/16/16 12:44,0.977
6/16/16 12:54,0.977
6/16/16 13:04,1.001
6/16/16 13:14,1.184
6/16/16 13:24,1.05
6/16/16 13:34,1.001
6/16/16 13:44,1.013
6/16/16 13:54,1.038
6/16/16 14:04,1.05
6/16/16 14:14,1.062
6/16/16 14:24,1.099
6/16/16 14:34,1.062
6/16/16 14:44,1.05
6/16/16 14:54,1.05
6/16/16 15:04,1.038
6/16/16 15:14,1.05
6/16/16 15:24,1.038
6/16/16 15:34,1.062
6/16/16 15:44,1.038
6/16/16 15:54,1.038
6/16/16 16:04,1.16
6/16/16 16:14,1.148
6/16/16 16:24,1.233
6/16/16 16:34,1.441
6/16/16 16:44,1.184
6/16/16 16:54,1.441
6/16/16 17:04,1.563
6/16/16 17:14,1.612
6/16/16 17:24,1.673
6/16/16 17:34,1.673
6/16/16 17:44,1.661
6/16/16 17:54,1.709
6/16/16 18:04,1.758
6/16/16 18:14,1.954
6/16/16 18:24,2.015
6/16/16 18:34,2.21
6/16/16 18:44,2.271
6/16/16 18:54,2.32
6/16/16 19:04,2.283
6/16/16 19:14,2.259
6/16/16 19:24,2.418
6/16/16 19:34,2.308
6/16/16 19:44,2.784
6/16/16 19:54,2.662
6/16/16 20:04,2.759
6/16/16 20:14,2.65
6/16/16 20:24,2.955
6/16/16 20:34,2.943
6/16/16 20:44,2.943
6/16/16 20:54,3.016
6/16/16 21:04,2.967
6/16/16 21:14,2.796
6/16/16 21:24,2.821
6/16/16 21:34,2.918
6/16/16 21:44,2.65
6/16/16 21:54,2.65
6/16/16 22:04,2.515
6/16/16 22:14,2.503
6/16/16 22:24,2.637
6/16/16 22:34,2.357
6/16/16 22:44,2.54
6/16/16 22:54,2.479
6/16/16 23:04,2.357
6/16/16 23:14,2.491
6/16/16 23:24,2.576
6/16/16 23:34,2.479
6/16/16 23:44,2.369
6/16/16 23:54,2.369
6/17/16 0:04,2.357
6/17/16 0:14,2.576
6/17/16 0:24,2.405
6/17/16 0:34,2.527
6/17/16 0:44,2.442
6/17/16 0:54,2.479
6/17/16 1:04,2.393
6/17/16 1:14,2.503
6/17/16 1:24,2.43
6/17/16 1:34,2.576
6/17/16 1:44,2.442
6/17/16 1:54,2.405
6/17/16 2:04,2.295
6/17/16 2:14,2.393
6/17/16 2:24,2.564
6/17/16 2:34,2.466
6/17/16 2:44,2.576
6/17/16 2:54,2.393
6/17/16 3:04,2.344
6/17/16 3:14,2.723
6/17/16 3:24,2.735
6/17/16 3:34,2.552
6/17/16 3:44,2.442
6/17/16 3:54,2.711
6/17/16 4:04,2.601
6/17/16 4:14,2.637
6/17/16 4:24,2.515
6/17/16 4:34,2.381
6/17/16 4:44,2.198
6/17/16 4:54,2.454
6/17/16 5:04,2.051
6/17/16 5:14,2.503
6/17/16 5:24,2.112
6/17/16 5:34,1.978
6/17/16 5:44,2.063
6/17/16 5:54,2.222
6/17/16 6:04,1.893
6/17/16 6:14,1.954
6/17/16 6:24,1.758
6/17/16 6:34,1.819
6/17/16 6:44,1.77
6/17/16 6:54,1.661
6/17/16 7:04,1.453
6/17/16 7:14,1.306
6/17/16 7:24,1.465
6/17/16 7:34,1.673
6/17/16 7:44,1.563
6/17/16 7:54,1.404
6/17/16 8:04,1.6
6/17/16 8:14,1.575
6/17/16 8:24,1.648
6/17/16 8:34,1.685
6/17/16 8:44,1.978
6/17/16 8:54,1.807
6/17/16 9:04,1.661
6/17/16 9:14,1.429
6/17/16 9:24,1.319
6/17/16 9:34,1.111
6/17/16 9:44,0.952
6/17/16 9:54,1.184
6/17/16 10:04,1.209
6/17/16 10:14,1.087
6/17/16 10:24,1.05
6/17/16 10:34,1.172
6/17/16 10:44,0.952
6/17/16 10:54,0.867
6/17/16 11:04,0.916
6/17/16 11:14,0.989
6/17/16 11:24,1.27
6/17/16 11:34,1.013
6/17/16 11:44,0.928
6/17/16 11:54,0.94
6/17/16 12:04,0.952
6/17/16 12:14,0.916
6/17/16 12:24,0.879
6/17/16 12:34,0.977
6/17/16 12:44,0.891
6/17/16 12:54,1.038
6/17/16 13:04,0.855
6/17/16 13:14,0.867
6/17/16 13:24,0.891
6/17/16 13:34,0.916
6/17/16 13:44,0.842
6/17/16 13:54,1.221
6/17/16 14:04,0.965
6/17/16 14:14,1.087
6/17/16 14:24,1.16
6/17/16 14:34,1.038
6/17/16 14:44,0.965
6/17/16 14:54,1.062
6/17/16 15:04,0.977
6/17/16 15:14,1.233
6/17/16 15:24,1.111
6/17/16 15:34,1.123
6/17/16 15:44,1.343
6/17/16 15:54,1.343
6/17/16 16:04,1.685
6/17/16 16:14,1.905
6/17/16 16:24,2.283
6/17/16 16:34,2.039
6/17/16 16:44,1.612
6/17/16 16:54,1.795
6/17/16 17:04,1.868
6/17/16 17:14,1.734
6/17/16 17:24,2.295
6/17/16 17:34,2.247
6/17/16 17:44,2.32
6/17/16 17:54,2.552
6/17/16 18:04,3.248
6/17/16 18:14,3.089
6/17/16 18:24,2.869
6/17/16 18:34,2.698
6/17/16 18:44,2.796
6/17/16 18:54,2.723
6/17/16 19:04,2.442
6/17/16 19:14,2.32
6/17/16 19:24,2.21
6/17/16 19:34,2.527
6/17/16 19:44,2.393
6/17/16 19:54,2.503
6/17/16 20:04,2.552
6/17/16 20:14,2.564
6/17/16 20:24,2.845
6/17/16 20:34,2.625
6/17/16 20:44,2.601
6/17/16 20:54,2.479
6/17/16 21:04,2.564
6/17/16 21:14,2.515
6/17/16 21:24,2.454
6/17/16 21:34,2.271
6/17/16 21:44,2.515
6/17/16 21:54,2.259
6/17/16 22:04,2.198
6/17/16 22:14,2.051
6/17/16 22:24,2.186
6/17/16 22:34,1.844
6/17/16 22:44,1.954
6/17/16 22:54,1.856
6/17/16 23:04,1.697
6/17/16 23:14,2.027
6/17/16 23:24,1.893
6/17/16 23:34,1.856
6/17/16 23:44,1.807
6/17/16 23:54,1.941
6/18/16 0:04,1.893
6/18/16 0:14,1.966
6/18/16 0:24,1.88
6/18/16 0:34,2.21
6/18/16 0:44,2.295
6/18/16 0:54,2.991
6/18/16 1:04,3.26
6/18/16 1:14,2.882
6/18/16 1:24,2.906
6/18/16 1:34,3.236
6/18/16 1:44,2.662
6/18/16 1:54,2.857
6/18/16 2:04,2.759
6/18/16 2:14,3.175
6/18/16 2:24,3.651
6/18/16 2:34,3.468
6/18/16 2:44,3.626
6/18/16 2:54,3.333
6/18/16 3:04,3.223
6/18/16 3:14,3.59
6/18/16 3:24,3.492
6/18/16 3:34,3.407
6/18/16 3:44,3.443
6/18/16 3:54,3.748
6/18/16 4:04,4.542
6/18/16 4:14,4.615
6/18/16 4:24,4.005
6/18/16 4:34,3.883
6/18/16 4:44,3.602
6/18/16 4:54,4.652
6/18/16 5:04,4.603
6/18/16 5:14,3.675
6/18/16 5:24,3.419
6/18/16 5:34,3.211
6/18/16 5:44,3.455
6/18/16 5:54,3.431
6/18/16 6:04,3.516
6/18/16 6:14,2.772
6/18/16 6:24,2.759
6/18/16 6:34,2.259
6/18/16 6:44,1.88
6/18/16 6:54,2.295
6/18/16 7:04,1.526
6/18/16 7:14,1.612
6/18/16 7:24,1.477
6/18/16 7:34,1.709
6/18/16 7:44,1.392
6/18/16 7:54,1.282
6/18/16 8:04,1.38
6/18/16 8:14,1.38
6/18/16 8:24,1.722
6/18/16 8:34,1.343
6/18/16 8:44,1.88
6/18/16 8:54,1.441
6/18/16 9:04,1.209
6/18/16 9:14,1.587
6/18/16 9:24,1.16
6/18/16 9:34,1.001
6/18/16 9:44,1.087
6/18/16 9:54,1.136
6/18/16 10:04,1.258
6/18/16 10:14,1.746
6/18/16 10:24,1.697
6/18/16 10:34,1.636
6/18/16 10:44,1.868
6/18/16 10:54,1.709
6/18/16 11:04,1.758
6/18/16 11:14,1.722
6/18/16 11:24,2.259
6/18/16 11:34,2.32
6/18/16 11:44,2.515
6/18/16 11:54,2.271
6/18/16 12:04,2.332
6/18/16 12:14,2.21
6/18/16 12:24,2.344
6/18/16 12:34,2.198
6/18/16 12:44,2.027
6/18/16 12:54,3.516
6/18/16 13:04,2.1
6/18/16 13:14,2.332
6/18/16 13:24,2.295
6/18/16 13:34,2.759
6/18/16 13:44,2.906
6/18/16 13:54,2.65
6/18/16 14:04,2.967
6/18/16 14:14,3.004
6/18/16 14:24,3.431
6/18/16 14:34,3.48
6/18/16 14:44,3.883
6/18/16 14:54,3.871
6/18/16 15:04,3.419
6/18/16 15:14,5.165
6/18/16 15:24,5.971
6/18/16 15:34,5.946
6/18/16 15:44,4.652
6/18/16 15:54,5.153
6/18/16 16:04,6.117
6/18/16 16:14,4.103
6/18/16 16:24,5.287
6/18/16 16:34,4.53
6/18/16 16:44,4.75
6/18/16 16:54,4.64
6/18/16 17:04,4.371
6/18/16 17:14,6.593
6/18/16 17:24,5.018
6/18/16 17:34,6.203
6/18/16 17:44,5.275
6/18/16 17:54,5.849
6/18/16 18:04,7.204
6/18/16 18:14,8.034
6/18/16 18:24,8.046
6/18/16 18:34,7.509
6/18/16 18:44,6.96
6/18/16 18:54,8.095
6/18/16 19:04,7.118
6/18/16 19:14,7.241
6/18/16 19:24,6.691
6/18/16 19:34,5.726
6/18/16 19:44,6.02
6/18/16 19:54,4.371
6/18/16 20:04,6.361
6/18/16 20:14,4.493
6/18/16 20:24,7.509
6/18/16 20:34,8.449
6/18/16 20:44,8.132
6/18/16 20:54,8.779
6/18/16 21:04,9.438
6/18/16 21:14,8.413
6/18/16 21:24,7.766
6/18/16 21:34,6.239
6/18/16 21:44,7.924
6/18/16 21:54,7.79
6/18/16 22:04,10.574
6/18/16 22:14,10.354
6/18/16 22:24,9.915
6/18/16 22:34,10
6/18/16 22:44,9.048
6/18/16 22:54,10.733
6/18/16 23:04,11.209
6/18/16 23:14,9.719
6/18/16 23:24,11.038
6/18/16 23:34,10.928
6/18/16 23:44,11.868
6/18/16 23:54,10.977
6/19/16 0:04,10.672
6/19/16 0:14,11.148
6/19/16 0:24,10.476
6/19/16 0:34,10.11
6/19/16 0:44,9.035
6/19/16 0:54,9.414
6/19/16 1:04,11.123
6/19/16 1:14,8.767
6/19/16 1:24,9.353
6/19/16 1:34,11.758
6/19/16 1:44,6.752
6/19/16 1:54,5.726
6/19/16 2:04,6.435
6/19/16 2:14,9.976
6/19/16 2:24,9.792
6/19/16 2:34,9.035
6/19/16 2:44,8.4
6/19/16 2:54,7.167
6/19/16 3:04,8.547
6/19/16 3:14,9.609
6/19/16 3:24,8.254
6/19/16 3:34,7.057
6/19/16 3:44,6.117
6/19/16 3:54,6.422
6/19/16 4:04,6.264
6/19/16 4:14,6.777
6/19/16 4:24,7.045
6/19/16 4:34,7.753
6/19/16 4:44,7.179
6/19/16 4:54,7.643
6/19/16 5:04,8.486
6/19/16 5:14,8.217
6/19/16 5:24,7.411
6/19/16 5:34,7.289
6/19/16 5:44,6.569
6/19/16 5:54,6.422
6/19/16 6:04,5.983
6/19/16 6:14,4.86
6/19/16 6:24,4.103
6/19/16 6:34,3.956
6/19/16 6:44,3.297
6/19/16 6:54,3.004
6/19/16 7:04,2.564
6/19/16 7:14,2.234
6/19/16 7:24,2.393
6/19/16 7:34,2.698
6/19/16 7:44,2.186
6/19/16 7:54,1.783
6/19/16 8:04,1.697
6/19/16 8:14,1.856
6/19/16 8:24,1.636
6/19/16 8:34,1.722
6/19/16 8:44,1.624
6/19/16 8:54,1.502
6/19/16 9:04,1.575
6/19/16 9:14,1.648
6/19/16 9:24,1.6
6/19/16 9:34,1.612
6/19/16 9:44,1.538
6/19/16 9:54,1.49
6/19/16 10:04,1.477
6/19/16 10:14,1.343
6/19/16 10:24,1.392
6/19/16 10:34,0.977
6/19/16 10:44,1.551
6/19/16 10:54,1.074
6/19/16 11:04,1.245
6/19/16 11:14,1.184
6/19/16 11:24,1.319
6/19/16 11:34,1.099
6/19/16 11:44,1.27
6/19/16 11:54,1.221
6/19/16 12:04,1.258
6/19/16 12:14,1.319
6/19/16 12:24,1.38
6/19/16 12:34,1.306
6/19/16 12:44,1.343
6/19/16 12:54,1.197
6/19/16 13:04,1.685
6/19/16 13:14,1.526
6/19/16 13:24,1.624
6/19/16 13:34,1.783
6/19/16 13:44,2.198
6/19/16 13:54,2.479
6/19/16 14:04,2.381
6/19/16 14:14,2.21
6/19/16 14:24,2.711
6/19/16 14:34,3.04
6/19/16 14:44,3.223
6/19/16 14:54,2.686
6/19/16 15:04,2.479
6/19/16 15:14,2.65
6/19/16 15:24,2.918
6/19/16 15:34,3.333
6/19/16 15:44,2.637
6/19/16 15:54,2.32
6/19/16 16:04,2.735
6/19/16 16:14,3.59
6/19/16 16:24,3.394
6/19/16 16:34,3.077
6/19/16 16:44,2.845
6/19/16 16:54,2.808
6/19/16 17:04,2.796
6/19/16 17:14,3.187
6/19/16 17:24,2.943
6/19/16 17:34,3.382
6/19/16 17:44,3.187
6/19/16 17:54,3.736
6/19/16 18:04,4.029
6/19/16 18:14,3.773
6/19/16 18:24,4.298
6/19/16 18:34,4.164
6/19/16 18:44,5.043
6/19/16 18:54,4.689
6/19/16 19:04,4.725
6/19/16 19:14,4.359
6/19/16 19:24,5.104
6/19/16 19:34,5.275
6/19/16 19:44,5.604
6/19/16 19:54,5.507
6/19/16 20:04,6.288
6/19/16 20:14,5.446
6/19/16 20:24,4.969
6/19/16 20:34,6.447
6/19/16 20:44,5.201
6/19/16 20:54,5.482
6/19/16 21:04,5.165
6/19/16 21:14,5.543
6/19/16 21:24,5.495
6/19/16 21:34,5.177
6/19/16 21:44,4.725
6/19/16 21:54,4.86
6/19/16 22:04,5.104
6/19/16 22:14,4.652
6/19/16 22:24,5.116
6/19/16 22:34,5.079
6/19/16 22:44,5.006
6/19/16 22:54,5.702
6/19/16 23:04,5.604
6/19/16 23:14,5.983
6/19/16 23:24,5.897
6/19/16 23:34,5.324
6/19/16 23:44,5.922
6/19/16 23:54,5.446
6/20/16 0:04,5.47
6/20/16 0:14,4.847
6/20/16 0:24,6.056
6/20/16 0:34,5.299
6/20/16 0:44,5.531
6/20/16 0:54,6.3
6/20/16 1:04,5.446
6/20/16 1:14,5.641
6/20/16 1:24,5.604
6/20/16 1:34,6.386
6/20/16 1:44,6.154
6/20/16 1:54,7.106
6/20/16 2:04,6.996
6/20/16 2:14,6.593
6/20/16 2:24,6.41
6/20/16 2:34,6.52
6/20/16 2:44,6.545
6/20/16 2:54,8.12
6/20/16 3:04,6.215
6/20/16 3:14,6.74
6/20/16 3:24,6.691
6/20/16 3:34,6.838
6/20/16 3:44,5.897
6/20/16 3:54,6.081
6/20/16 4:04,6.044
6/20/16 4:14,7.057
6/20/16 4:24,6.41
6/20/16 4:34,5.543
6/20/16 4:44,5.946
6/20/16 4:54,5.861
6/20/16 5:04,5.824
6/20/16 5:14,5.873
6/20/16 5:24,5.592
6/20/16 5:34,7.485
6/20/16 5:44,6.789
6/20/16 5:54,7.082
6/20/16 6:04,6.203
6/20/16 6:14,5.617
6/20/16 6:24,6.032
6/20/16 6:34,5.812
6/20/16 6:44,6.142
6/20/16 6:54,6.166
6/20/16 7:04,5.934
6/20/16 7:14,5.14
6/20/16 7:24,4.75
6/20/16 7:34,4.029
6/20/16 7:44,3.553
6/20/16 7:54,3.284
6/20/16 8:04,3.077
6/20/16 8:14,3.492
6/20/16 8:24,2.589
6/20/16 8:34,2.283
6/20/16 8:44,2.259
6/20/16 8:54,2.198
6/20/16 9:04,2.906
6/20/16 9:14,2.601
6/20/16 9:24,2.149
6/20/16 9:34,1.819
6/20/16 9:44,1.954
6/20/16 9:54,1.807
6/20/16 10:04,1.734
6/20/16 10:14,1.783
6/20/16 10:24,1.893
6/20/16 10:34,1.673
6/20/16 10:44,1.807
6/20/16 10:54,2.43
6/20/16 11:04,1.734
6/20/16 11:14,1.685
6/20/16 11:24,1.697
6/20/16 11:34,1.783
6/20/16 11:44,1.783
6/20/16 11:54,1.758
6/20/16 12:04,1.6
6/20/16 12:14,1.514
6/20/16 12:24,1.734
6/20/16 12:34,1.477
6/20/16 12:44,1.624
6/20/16 12:54,1.697
6/20/16 13:04,1.77
6/20/16 13:14,1.966
6/20/16 13:24,1.77
6/20/16 13:34,2.125
6/20/16 13:44,2.54
6/20/16 13:54,2.357
6/20/16 14:04,2.454
6/20/16 14:14,2.466
6/20/16 14:24,2.54
6/20/16 14:34,2.357
6/20/16 14:44,2.808
6/20/16 14:54,2.711
6/20/16 15:04,2.601
6/20/16 15:14,2.808
6/20/16 15:24,3.223
6/20/16 15:34,2.93
6/20/16 15:44,3.468
6/20/16 15:54,3.248
6/20/16 16:04,4.554
6/20/16 16:14,3.895
6/20/16 16:24,3.333
6/20/16 16:34,3.504
6/20/16 16:44,4.896
6/20/16 16:54,3.565
6/20/16 17:04,5.446
6/20/16 17:14,6.838
6/20/16 17:24,7.558
6/20/16 17:34,7.326
6/20/16 17:44,5.714
6/20/16 17:54,4.628
6/20/16 18:04,5.568
6/20/16 18:14,6.813
6/20/16 18:24,6.447
6/20/16 18:34,6.85
6/20/16 18:44,7.631
6/20/16 18:54,7.57
6/20/16 19:04,8.462
6/20/16 19:14,8.718
6/20/16 19:24,9.231
6/20/16 19:34,9.463
6/20/16 19:44,10.33
6/20/16 19:54,10.696
6/20/16 20:04,10.11
6/20/16 20:14,10.928
6/20/16 20:24,10.122
6/20/16 20:34,9.487
6/20/16 20:44,9.023
6/20/16 20:54,9.426
6/20/16 21:04,9.048
6/20/16 21:14,8.779
6/20/16 21:24,9.853
6/20/16 21:34,9.597
6/20/16 21:44,9.451
6/20/16 21:54,9.389
6/20/16 22:04,9.805
6/20/16 22:14,9.951
6/20/16 22:24,9.158
6/20/16 22:34,10.098
6/20/16 22:44,10.049
6/20/16 22:54,9.878
6/20/16 23:04,10.733
6/20/16 23:14,9.719
6/20/16 23:24,9.841
6/20/16 23:34,9.084
6/20/16 23:44,7.448
6/20/16 23:54,8.205
6/21/16 0:04,8.657
6/21/16 0:14,7.814
6/21/16 0:24,7.766
6/21/16 0:34,7.998
6/21/16 0:44,9.096
6/21/16 0:54,7.619
6/21/16 1:04,8.071
6/21/16 1:14,7.692
6/21/16 1:24,8.303
6/21/16 1:34,7.399
6/21/16 1:44,7.424
6/21/16 1:54,6.947
6/21/16 2:04,7.265
6/21/16 2:14,7.387
6/21/16 2:24,6.923
6/21/16 2:34,6.777
6/21/16 2:44,6.032
6/21/16 2:54,6.947
6/21/16 3:04,6.886
6/21/16 3:14,6.606
6/21/16 3:24,6.142
6/21/16 3:34,6.068
6/21/16 3:44,6.496
6/21/16 3:54,6.093
6/21/16 4:04,4.872
6/21/16 4:14,6.41
6/21/16 4:24,4.86
6/21/16 4:34,4.969
6/21/16 4:44,5.665
6/21/16 4:54,5.958
6/21/16 5:04,6.337
6/21/16 5:14,7.118
6/21/16 5:24,7.998
6/21/16 5:34,7.778
6/21/16 5:44,8.339
6/21/16 5:54,8.498
6/21/16 6:04,8.291
6/21/16 6:14,7.411
6/21/16 6:24,8.071
6/21/16 6:34,7.485
6/21/16 6:44,6.838
6/21/16 6:54,6.471
6/21/16 7:04,6.337
6/21/16 7:14,5.69
6/21/16 7:24,4.982
6/21/16 7:34,4.505
6/21/16 7:44,5.604
6/21/16 7:54,5.397
6/21/16 8:04,4.066
6/21/16 8:14,3.907
6/21/16 8:24,4.286
6/21/16 8:34,4.286
6/21/16 8:44,3.736
6/21/16 8:54,3.822
6/21/16 9:04,3.248
6/21/16 9:14,2.759
6/21/16 9:24,2.991
6/21/16 9:34,2.906
6/21/16 9:44,3.028
6/21/16 9:54,3.004
6/21/16 10:04,2.491
6/21/16 10:14,2.796
6/21/16 10:24,2.381
6/21/16 10:34,2.625
6/21/16 10:44,2.723
6/21/16 10:54,2.943
6/21/16 11:04,2.625
6/21/16 11:14,3.016
6/21/16 11:24,2.698
6/21/16 11:34,2.796
6/21/16 11:44,3.126
6/21/16 11:54,3.578
6/21/16 12:04,3.15
6/21/16 12:14,3.81
6/21/16 12:24,3.895
6/21/16 12:34,4.298
6/21/16 12:44,3.871
6/21/16 12:54,4.713
6/21/16 13:04,5.397
6/21/16 13:14,3.211
6/21/16 13:24,3.346
6/21/16 13:34,2.723
6/21/16 13:44,2.601
