time[YYYY-MM-DD hh:mm:ss PST], fluorescence
7/31/16 11:27,43.101
7/31/16 11:37,43.101
7/31/16 11:47,43.101
7/31/16 11:57,43.101
7/31/16 12:07,43.101
7/31/16 12:17,43.101
7/31/16 12:27,43.114
7/31/16 12:37,43.114
7/31/16 12:47,43.114
7/31/16 12:57,43.114
7/31/16 13:07,43.114
7/31/16 13:17,43.114
7/31/16 13:27,43.126
7/31/16 13:37,43.126
7/31/16 13:47,43.126
7/31/16 13:57,43.126
7/31/16 14:07,43.126
7/31/16 14:17,43.126
7/31/16 14:27,43.126
7/31/16 14:37,43.126
7/31/16 14:47,43.126
7/31/16 14:57,43.126
7/31/16 15:07,43.126
7/31/16 15:17,43.126
7/31/16 15:27,43.126
7/31/16 15:37,43.126
7/31/16 15:47,43.126
7/31/16 15:57,43.126
7/31/16 16:07,43.126
7/31/16 16:17,43.126
7/31/16 16:27,43.126
7/31/16 16:37,43.126
7/31/16 16:47,43.126
7/31/16 16:57,43.126
7/31/16 17:07,43.126
7/31/16 17:17,43.126
7/31/16 17:27,43.126
7/31/16 17:37,43.114
7/31/16 17:47,43.126
7/31/16 17:57,43.114
7/31/16 18:07,43.114
7/31/16 18:17,43.114
7/31/16 18:27,43.114
7/31/16 18:37,43.114
7/31/16 18:47,43.114
7/31/16 18:57,43.101
7/31/16 19:07,43.101
7/31/16 19:17,43.101
7/31/16 19:27,43.101
7/31/16 19:37,43.101
8/2/16 6:33,43.028
8/2/16 6:43,43.04
8/2/16 6:53,43.04
8/2/16 7:03,43.053
8/2/16 7:13,43.065
8/2/16 7:23,43.077
8/2/16 7:33,43.077
8/2/16 7:43,43.089
8/2/16 7:53,43.089
8/2/16 8:03,43.089
8/2/16 8:13,43.089
8/2/16 8:23,43.089
8/2/16 8:33,43.089
8/2/16 8:43,43.089
8/2/16 8:53,43.077
8/2/16 9:03,43.077
8/2/16 9:13,43.077
8/2/16 9:23,43.077
8/2/16 9:33,43.077
8/2/16 9:43,43.077
8/2/16 9:53,43.077
8/2/16 10:03,43.077
8/2/16 10:13,43.065
8/2/16 10:23,43.077
8/2/16 10:33,43.065
8/2/16 10:43,43.077
8/2/16 10:53,43.077
8/2/16 11:03,43.077
8/2/16 11:13,43.077
8/2/16 11:23,43.077
8/2/16 11:33,43.077
8/2/16 11:43,43.077
8/2/16 11:53,43.077
8/2/16 12:03,43.077
8/2/16 12:13,43.077
8/2/16 12:23,43.089
8/2/16 12:33,43.089
8/2/16 12:43,43.089
8/2/16 12:53,43.089
8/2/16 13:03,43.089
8/2/16 13:13,43.089
8/2/16 13:23,43.101
8/2/16 13:33,43.101
8/2/16 13:43,43.101
8/2/16 13:53,43.101
8/2/16 14:03,43.114
8/2/16 14:13,43.114
8/2/16 14:23,43.114
8/2/16 14:33,43.114
8/2/16 14:43,43.126
8/2/16 14:53,43.126
8/2/16 15:03,43.126
8/2/16 15:13,43.126
8/2/16 15:23,43.138
8/2/16 15:33,43.138
8/2/16 15:43,43.138
8/2/16 15:53,43.138
8/2/16 16:03,43.15
8/2/16 16:13,43.15
8/2/16 16:23,43.162
8/2/16 16:33,43.162
8/2/16 16:43,43.162
8/2/16 16:53,43.162
8/2/16 17:03,43.162
8/2/16 17:13,43.162
8/2/16 17:23,43.162
8/2/16 17:33,43.162
8/2/16 17:43,43.162
8/2/16 17:53,43.162
8/2/16 18:03,43.162
8/2/16 18:13,43.162
8/2/16 18:23,43.162
8/2/16 18:33,43.162
8/2/16 18:43,43.162
8/2/16 18:53,43.162
8/2/16 19:03,43.162
8/2/16 19:13,43.15
8/2/16 19:23,43.15
8/2/16 19:33,43.15
8/2/16 19:43,43.15
8/2/16 19:53,43.138
8/2/16 20:03,43.138
8/2/16 20:13,43.138
8/2/16 20:23,43.138
8/2/16 20:33,43.126
8/2/16 20:43,43.126
8/2/16 20:53,43.114
8/2/16 21:03,43.114
8/2/16 21:13,43.114
8/2/16 21:23,43.114
8/2/16 21:33,43.101
8/2/16 21:43,43.101
8/2/16 21:53,43.101
8/2/16 22:03,43.101
8/2/16 22:13,43.089
8/2/16 22:23,43.089
8/2/16 22:33,43.089
8/2/16 22:43,43.089
8/2/16 22:53,43.077
8/2/16 23:03,43.077
8/2/16 23:13,43.077
8/2/16 23:23,43.077
8/2/16 23:33,43.065
8/2/16 23:43,43.065
8/2/16 23:53,43.065
8/3/16 0:03,43.065
8/3/16 0:13,43.065
8/3/16 0:23,43.065
8/3/16 0:33,43.065
8/3/16 0:43,43.065
8/3/16 0:53,43.065
8/3/16 1:03,43.065
8/3/16 1:13,43.053
8/3/16 1:23,43.065
8/3/16 1:33,43.053
8/3/16 1:43,43.065
8/3/16 1:53,43.053
8/3/16 2:03,43.065
8/3/16 2:13,43.053
8/3/16 2:23,43.065
8/3/16 2:33,43.053
8/3/16 2:43,43.065
8/3/16 2:53,43.065
8/3/16 3:03,43.065
8/3/16 3:13,43.065
8/3/16 3:23,43.065
8/3/16 3:33,43.065
8/3/16 3:43,43.065
8/3/16 3:53,43.065
8/3/16 4:03,43.065
8/3/16 4:13,43.065
8/3/16 4:23,43.065
8/3/16 4:33,43.065
8/3/16 4:43,43.065
8/3/16 4:53,43.065
8/3/16 5:03,43.065
8/3/16 5:13,43.065
8/3/16 5:23,43.065
8/3/16 5:33,43.065
8/3/16 5:43,43.065
8/3/16 5:53,43.053
8/3/16 6:03,43.053
8/3/16 6:13,43.053
8/3/16 6:23,43.053
8/3/16 6:33,43.053
8/3/16 6:43,43.053
8/3/16 6:53,43.053
8/3/16 7:03,43.053
8/3/16 7:13,43.053
8/3/16 7:23,43.053
8/3/16 7:33,43.053
8/3/16 7:43,43.053
8/3/16 7:53,43.053
8/3/16 8:03,43.065
8/3/16 8:13,43.053
8/3/16 8:23,43.065
8/3/16 8:33,43.065
8/3/16 8:43,43.065
8/3/16 8:53,43.065
8/3/16 9:03,43.065
8/3/16 9:13,43.065
8/3/16 9:23,43.065
8/3/16 9:33,43.065
8/3/16 9:43,43.065
8/3/16 9:53,43.065
8/3/16 10:03,43.065
8/3/16 10:13,43.065
8/3/16 10:23,43.077
8/3/16 10:33,43.065
8/3/16 10:43,43.077
8/3/16 10:53,43.065
8/3/16 11:03,43.077
8/3/16 11:13,43.077
8/3/16 11:23,43.077
8/3/16 11:33,43.077
8/3/16 11:43,43.077
8/3/16 11:53,43.077
8/3/16 12:03,43.077
8/3/16 12:13,43.065
8/3/16 12:23,43.077
8/3/16 12:33,43.065
8/3/16 12:43,43.077
8/3/16 12:53,43.065
8/3/16 13:03,43.065
8/3/16 13:13,43.065
8/3/16 13:23,43.065
8/3/16 13:33,43.065
8/3/16 13:43,43.065
8/3/16 13:53,43.065
8/3/16 14:03,43.065
8/3/16 14:13,43.065
8/3/16 14:23,43.065
8/3/16 14:33,43.065
8/3/16 14:43,43.077
8/3/16 14:53,43.077
8/3/16 15:03,43.089
8/3/16 15:13,43.089
8/3/16 15:23,43.089
8/3/16 15:33,43.089
8/3/16 15:43,43.101
8/3/16 15:53,43.101
8/3/16 16:03,43.114
8/3/16 16:13,43.101
8/3/16 16:23,43.114
8/3/16 16:33,43.114
8/3/16 16:43,43.114
8/3/16 16:53,43.114
8/3/16 17:03,43.114
8/3/16 17:13,43.114
8/3/16 17:23,43.114
8/3/16 17:33,43.114
8/3/16 17:43,43.114
8/3/16 17:53,43.101
8/3/16 18:03,43.101
8/3/16 18:13,43.101
8/3/16 18:23,43.101
8/3/16 18:33,43.101
8/3/16 18:43,43.101
8/3/16 18:53,43.089
8/3/16 19:03,43.089
8/3/16 19:13,43.089
8/3/16 19:23,43.089
8/3/16 19:33,43.077
8/3/16 19:43,43.077
8/3/16 19:53,43.077
8/3/16 20:03,43.077
8/3/16 20:13,43.065
8/3/16 20:23,43.065
8/3/16 20:33,43.065
8/3/16 20:43,43.065
8/3/16 20:53,43.065
8/3/16 21:03,43.065
8/3/16 21:13,43.053
8/3/16 21:23,43.065
8/3/16 21:33,43.053
8/3/16 21:43,43.053
8/3/16 21:53,43.053
8/3/16 22:03,43.053
8/3/16 22:13,43.04
8/3/16 22:23,43.04
8/3/16 22:33,43.04
8/3/16 22:43,43.04
8/3/16 22:53,43.028
8/3/16 23:03,43.04
8/3/16 23:13,43.028
8/3/16 23:23,0.122
8/3/16 23:33,43.028
8/3/16 23:43,0.122
8/3/16 23:53,43.028
8/4/16 0:03,0.122
8/4/16 0:13,43.028
8/4/16 0:23,0.122
8/4/16 0:33,43.028
8/4/16 0:43,23.59
8/4/16 0:53,43.028
8/4/16 1:03,43.028
8/4/16 1:13,0.122
8/4/16 1:23,43.028
8/4/16 1:33,0.122
8/4/16 1:43,0.122
8/4/16 1:53,43.028
8/4/16 2:03,43.04
8/4/16 2:13,0.122
8/4/16 2:23,0.122
8/4/16 2:33,43.04
8/4/16 2:43,43.04
8/4/16 2:53,0.122
8/4/16 3:03,6.862
8/4/16 3:13,0.122
8/4/16 3:23,0.122
8/4/16 3:33,43.04
8/4/16 3:43,0.122
8/4/16 3:53,43.04
8/4/16 4:03,43.04
8/4/16 4:13,43.04
8/4/16 4:23,43.04
8/4/16 4:33,43.028
8/4/16 4:43,43.04
8/4/16 4:53,43.028
8/4/16 5:03,43.04
8/4/16 5:13,43.028
8/4/16 5:23,43.04
8/4/16 5:33,43.028
8/4/16 5:43,43.028
8/4/16 5:53,43.028
8/4/16 6:03,43.028
8/4/16 6:53,43.028
8/4/16 7:03,43.028
8/4/16 7:13,43.028
8/4/16 7:23,43.028
8/4/16 7:33,43.028
8/4/16 7:43,43.028
8/4/16 7:53,43.028
8/4/16 8:03,43.028
8/4/16 8:13,43.028
8/4/16 8:23,43.04
8/4/16 8:33,43.028
8/4/16 8:43,43.04
8/4/16 8:53,43.04
8/4/16 9:03,30.085
8/4/16 9:13,43.04
8/4/16 9:23,43.053
8/4/16 9:33,43.04
8/4/16 9:43,43.053
8/4/16 9:53,43.053
8/4/16 10:03,43.053
8/4/16 10:13,43.053
8/4/16 10:23,43.053
8/4/16 10:33,43.053
8/4/16 10:43,0.122
8/4/16 10:53,43.053
8/4/16 11:03,0.122
8/4/16 11:13,43.065
8/4/16 11:23,0.122
8/4/16 11:33,43.065
8/4/16 11:43,43.101
8/4/16 11:53,43.065
8/4/16 12:03,0.122
8/4/16 12:13,43.065
8/4/16 12:23,43.065
8/4/16 12:33,43.065
8/4/16 12:43,0.122
8/4/16 12:53,43.065
8/4/16 13:03,0.122
8/4/16 13:13,43.065
8/4/16 13:23,0.122
8/4/16 13:33,0.122
8/4/16 13:43,0.122
8/4/16 13:53,43.065
8/4/16 14:03,43.065
8/4/16 14:13,43.065
8/4/16 14:23,43.065
8/4/16 14:33,43.065
8/4/16 14:43,43.065
8/4/16 14:53,0.122
8/4/16 15:03,43.065
8/4/16 15:13,43.065
8/4/16 15:23,43.065
8/4/16 15:33,43.065
8/4/16 15:43,43.065
8/4/16 15:53,43.065
8/4/16 16:03,43.065
8/4/16 16:13,43.053
8/4/16 16:23,0.122
8/4/16 16:33,43.053
8/4/16 16:43,43.053
8/4/16 16:53,43.053
8/4/16 17:03,43.053
8/4/16 17:13,43.053
8/4/16 17:23,43.053
8/4/16 17:33,43.04
8/4/16 17:43,43.04
8/4/16 17:53,43.04
8/4/16 18:03,43.04
8/4/16 18:13,43.04
8/4/16 18:23,43.04
8/4/16 18:33,43.04
8/4/16 18:43,43.04
8/4/16 18:53,43.028
8/4/16 19:03,43.04
8/4/16 19:13,43.028
8/4/16 19:23,43.028
8/4/16 19:33,43.028
8/4/16 19:43,43.028
8/4/16 19:53,43.028
8/4/16 20:03,43.028
8/4/16 20:13,43.028
8/4/16 20:23,43.028
8/4/16 20:33,43.016
8/4/16 20:43,43.016
8/4/16 20:53,43.016
8/4/16 21:03,43.016
8/4/16 21:13,43.016
8/4/16 21:23,43.016
8/4/16 21:33,43.016
8/4/16 21:43,43.016
8/4/16 21:53,43.004
8/4/16 22:03,43.016
8/4/16 22:13,43.004
8/4/16 22:23,43.016
8/4/16 22:33,43.004
8/4/16 22:43,43.016
8/4/16 22:53,43.004
8/4/16 23:03,43.016
8/4/16 23:13,43.004
8/4/16 23:23,43.016
8/4/16 23:33,43.004
8/4/16 23:43,43.016
8/4/16 23:53,43.004
8/5/16 0:03,43.016
8/5/16 0:13,43.004
8/5/16 0:23,43.016
8/5/16 0:33,43.004
8/5/16 0:43,43.016
8/5/16 0:53,43.004
8/5/16 1:03,43.016
8/5/16 1:13,43.004
8/5/16 1:23,43.016
8/5/16 1:33,43.004
8/5/16 15:05,43.04
8/5/16 15:15,43.04
8/5/16 15:25,43.04
8/5/16 15:35,43.053
8/5/16 15:45,43.053
8/5/16 15:55,43.065
8/5/16 16:05,43.065
8/5/16 16:15,43.077
8/5/16 16:25,43.077
8/5/16 16:35,43.077
8/5/16 16:45,43.077
8/5/16 16:55,43.089
8/5/16 17:05,43.089
8/5/16 17:15,43.101
8/5/16 17:25,43.101
8/5/16 17:35,43.101
8/5/16 17:45,43.101
8/5/16 17:55,43.114
8/5/16 18:05,43.114
8/5/16 18:15,43.114
8/5/16 18:25,43.114
8/5/16 18:35,43.114
8/5/16 18:45,43.114
8/5/16 18:55,43.114
8/5/16 19:05,43.114
8/5/16 19:15,43.114
8/5/16 19:25,43.114
8/5/16 19:35,43.114
8/5/16 19:45,43.114
8/5/16 19:55,43.114
8/5/16 20:05,43.101
8/5/16 20:15,43.101
8/5/16 20:25,43.089
8/5/16 20:35,43.089
8/5/16 20:45,43.077
8/5/16 20:55,43.077
8/5/16 21:05,43.077
8/5/16 21:15,43.065
8/5/16 21:25,43.065
8/5/16 21:35,43.065
8/5/16 21:45,43.053
8/5/16 21:55,43.053
8/5/16 22:05,43.053
8/5/16 22:15,43.053
8/5/16 22:25,43.053
8/5/16 22:35,43.053
8/5/16 22:45,43.04
8/5/16 22:55,43.04
8/5/16 23:05,43.04
8/5/16 23:15,43.04
8/5/16 23:25,43.04
8/5/16 23:35,43.04
8/5/16 23:45,43.04
8/5/16 23:55,43.04
8/6/16 0:05,43.04
8/6/16 0:15,43.04
8/6/16 0:25,43.04
8/6/16 0:35,43.04
8/6/16 0:45,43.04
8/6/16 0:55,43.04
8/6/16 1:05,43.04
8/6/16 1:15,43.04
8/6/16 1:25,43.04
8/6/16 1:35,43.04
8/6/16 1:45,43.04
8/6/16 1:55,43.04
8/6/16 2:05,43.04
8/6/16 2:15,43.04
8/6/16 2:25,43.04
8/6/16 2:35,43.04
8/6/16 2:45,43.04
8/6/16 2:55,43.04
8/6/16 3:05,43.04
8/6/16 3:15,43.04
8/6/16 3:25,43.04
8/6/16 3:35,43.04
8/6/16 3:45,43.04
8/6/16 3:55,43.04
8/6/16 4:05,43.04
8/6/16 4:15,43.04
8/6/16 4:25,43.04
8/6/16 4:35,43.04
8/6/16 4:45,43.04
8/6/16 4:55,43.04
8/6/16 5:05,43.04
8/6/16 5:15,43.04
8/6/16 5:25,43.04
8/6/16 5:35,43.04
8/6/16 5:45,43.04
8/6/16 5:55,43.04
8/6/16 6:05,43.04
8/6/16 6:15,43.04
8/6/16 6:25,43.04
8/6/16 6:35,43.04
8/6/16 6:45,43.04
8/6/16 6:55,43.053
8/6/16 7:05,43.04
8/6/16 7:15,43.053
8/6/16 7:25,43.053
8/6/16 7:35,43.053
8/6/16 7:45,43.053
8/6/16 7:55,43.053
8/6/16 8:05,43.053
8/6/16 8:15,43.053
8/6/16 8:25,43.053
8/6/16 8:35,43.053
8/6/16 8:45,43.053
8/6/16 8:55,43.053
8/6/16 9:05,43.053
8/6/16 9:15,43.053
8/6/16 9:25,43.053
8/6/16 9:35,43.053
8/6/16 9:45,43.053
8/6/16 9:55,43.053
8/6/16 10:05,43.053
8/6/16 10:15,43.053
8/6/16 10:25,43.053
8/6/16 10:35,43.065
8/6/16 10:45,43.053
8/6/16 10:55,43.065
8/6/16 11:05,43.065
8/6/16 11:15,43.065
8/6/16 11:25,43.065
8/6/16 11:35,43.077
8/6/16 11:45,43.077
8/6/16 11:55,43.077
8/6/16 12:05,43.077
8/6/16 12:15,43.089
8/6/16 12:25,43.089
8/6/16 12:35,43.101
8/6/16 12:45,43.101
8/6/16 12:55,43.101
8/6/16 13:05,43.101
8/6/16 13:15,43.114
8/6/16 13:25,43.114
8/6/16 13:35,43.114
8/6/16 13:45,43.114
8/6/16 13:55,43.126
8/6/16 14:05,43.114
8/6/16 14:15,43.126
8/6/16 14:25,43.126
8/6/16 14:35,43.126
8/6/16 14:45,43.126
8/6/16 14:55,43.126
8/6/16 15:05,43.126
8/6/16 15:15,43.126
8/6/16 15:25,43.126
8/6/16 15:35,43.126
8/6/16 15:45,43.126
8/6/16 15:55,43.126
8/6/16 16:05,43.126
8/6/16 16:15,43.126
8/6/16 16:25,43.126
8/6/16 16:35,43.126
8/6/16 16:45,43.126
8/6/16 16:55,43.126
8/6/16 17:05,43.126
8/6/16 17:15,43.138
8/6/16 17:25,43.138
8/6/16 17:35,43.138
8/6/16 17:45,43.138
8/6/16 17:55,43.138
8/6/16 18:05,43.138
8/6/16 18:15,43.138
8/6/16 18:25,43.138
8/6/16 18:35,43.15
8/6/16 18:45,43.138
8/6/16 18:55,43.15
8/6/16 19:05,43.138
8/6/16 19:15,43.15
8/6/16 19:25,43.138
8/6/16 19:35,43.138
8/6/16 19:45,43.138
8/6/16 19:55,43.138
8/6/16 20:05,43.126
8/6/16 20:15,43.126
8/6/16 20:25,43.126
8/6/16 20:35,43.114
8/6/16 20:45,43.114
8/6/16 20:55,43.114
8/6/16 21:05,43.101
8/6/16 21:15,43.101
8/6/16 21:25,43.101
8/6/16 21:35,43.101
8/6/16 21:45,43.089
8/6/16 21:55,43.089
8/6/16 22:05,43.089
8/6/16 22:15,43.089
8/6/16 22:25,43.077
8/6/16 22:35,43.077
8/6/16 22:45,43.077
8/6/16 22:55,43.077
8/6/16 23:05,43.065
8/6/16 23:15,43.077
8/6/16 23:25,43.065
8/6/16 23:35,43.065
8/6/16 23:45,43.065
8/6/16 23:55,43.065
8/7/16 0:05,43.053
8/7/16 0:15,43.053
8/7/16 0:25,43.053
8/7/16 0:35,43.053
8/7/16 0:45,43.04
8/7/16 0:55,43.053
8/7/16 1:05,43.04
8/7/16 1:15,43.04
8/7/16 1:25,43.04
8/7/16 1:35,43.04
8/7/16 1:45,43.04
8/7/16 1:55,43.04
8/7/16 2:05,43.04
8/7/16 2:15,43.04
8/7/16 2:25,43.028
8/7/16 2:35,43.04
8/7/16 2:45,43.028
8/7/16 2:55,43.04
8/7/16 3:05,43.028
8/7/16 3:15,43.028
8/7/16 3:25,43.028
8/7/16 3:35,43.028
8/7/16 3:45,43.028
8/7/16 3:55,43.028
8/7/16 4:05,43.028
8/7/16 4:15,43.028
8/7/16 4:25,43.028
8/7/16 4:35,43.028
8/7/16 4:45,43.028
8/7/16 4:55,43.028
8/7/16 5:05,43.028
8/7/16 5:15,43.028
8/7/16 5:25,43.028
8/7/16 5:35,43.028
8/7/16 5:45,43.028
8/7/16 5:55,43.028
8/7/16 6:05,43.028
8/7/16 6:15,43.028
8/7/16 6:25,43.016
8/7/16 6:35,43.028
8/7/16 6:45,43.016
8/7/16 6:55,43.028
8/7/16 7:05,43.016
8/7/16 7:15,43.028
8/7/16 7:25,43.016
8/7/16 7:35,43.016
8/7/16 7:45,43.016
8/7/16 7:55,43.016
8/7/16 8:05,43.016
8/7/16 8:15,43.016
8/7/16 8:25,43.016
8/7/16 8:35,43.028
8/7/16 8:45,43.016
8/7/16 8:55,43.016
8/7/16 9:05,43.016
8/7/16 9:15,43.016
8/7/16 9:25,43.016
8/7/16 9:35,0.122
8/7/16 9:45,43.016
8/7/16 9:55,43.016
8/7/16 10:05,43.016
8/7/16 10:15,43.016
8/7/16 10:25,43.016
8/7/16 10:35,43.028
8/7/16 10:45,43.016
8/7/16 10:55,43.028
8/7/16 11:05,43.028
8/7/16 11:15,43.028
8/7/16 11:25,43.028
8/7/16 11:35,43.04
8/7/16 11:45,43.04
8/7/16 11:55,43.04
8/7/16 12:05,43.053
8/7/16 12:15,43.053
8/7/16 12:25,43.065
8/7/16 12:35,43.065
8/7/16 12:45,43.065
8/7/16 12:55,43.077
8/7/16 13:05,43.077
8/7/16 13:15,43.077
8/7/16 13:25,43.077
8/7/16 13:35,43.089
8/7/16 13:45,43.089
8/7/16 13:55,43.089
8/7/16 14:05,43.089
8/7/16 14:15,43.089
8/7/16 14:25,43.089
8/7/16 14:35,43.101
8/7/16 14:45,43.101
8/7/16 14:55,43.101
8/7/16 15:05,43.101
8/7/16 15:15,43.101
8/7/16 15:25,43.101
8/7/16 15:35,43.101
8/7/16 15:45,43.101
8/7/16 15:55,43.101
8/7/16 16:05,43.089
8/7/16 16:15,43.089
8/7/16 16:25,43.089
8/7/16 16:35,43.089
8/7/16 16:45,43.077
8/7/16 16:55,43.077
8/7/16 17:05,43.077
8/7/16 17:15,43.077
8/7/16 17:25,43.077
8/7/16 17:35,43.077
8/7/16 17:45,43.065
8/7/16 17:55,43.065
8/7/16 18:05,43.065
8/7/16 18:15,43.065
8/7/16 18:25,43.065
8/7/16 18:35,43.065
8/7/16 18:45,43.065
8/7/16 18:55,43.065
8/7/16 19:05,43.065
8/7/16 19:15,43.065
8/7/16 19:25,43.053
8/7/16 19:35,43.065
8/7/16 19:45,43.053
8/7/16 19:55,43.065
8/7/16 20:05,43.053
8/7/16 20:15,43.065
8/7/16 20:25,43.053
8/7/16 20:35,43.065
8/7/16 20:45,43.053
8/7/16 20:55,43.065
8/7/16 21:05,43.053
8/7/16 21:15,43.065
8/7/16 21:25,43.053
8/7/16 21:35,43.065
8/7/16 21:45,43.053
8/7/16 21:55,43.065
8/7/16 22:05,43.053
8/7/16 22:15,43.053
8/7/16 22:25,43.053
8/7/16 22:35,43.053
8/7/16 22:45,43.053
8/7/16 22:55,43.053
8/7/16 23:05,43.053
8/7/16 23:15,43.053
8/7/16 23:25,43.053
8/7/16 23:35,43.053
8/7/16 23:45,43.053
8/9/16 12:09,43.04
8/9/16 12:19,43.053
8/9/16 12:29,43.053
8/9/16 12:39,43.065
8/9/16 12:49,43.065
8/9/16 12:59,43.077
8/9/16 13:09,43.077
8/9/16 13:19,43.077
8/9/16 13:29,43.077
8/9/16 13:39,43.089
8/9/16 13:49,43.089
8/9/16 13:59,43.089
8/9/16 14:09,43.089
8/9/16 14:19,43.089
8/9/16 14:29,43.089
8/9/16 14:39,43.089
8/9/16 14:49,43.089
8/9/16 14:59,43.089
8/9/16 15:09,43.089
8/9/16 15:19,43.089
8/9/16 15:29,43.089
8/9/16 15:39,43.089
8/9/16 15:49,43.089
8/9/16 15:59,43.089
8/9/16 16:09,43.089
8/9/16 16:19,43.089
8/9/16 16:29,43.089
8/9/16 16:39,43.089
8/9/16 16:49,43.077
8/9/16 16:59,43.089
8/9/16 17:09,43.077
8/9/16 17:19,43.077
8/9/16 17:29,43.077
8/9/16 17:39,43.077
8/9/16 17:49,43.077
8/9/16 17:59,43.077
8/9/16 18:09,43.077
8/9/16 18:19,43.077
8/9/16 18:29,43.065
8/9/16 18:39,43.077
8/9/16 18:49,43.065
8/9/16 18:59,43.077
8/9/16 19:09,43.065
8/9/16 19:19,43.077
8/9/16 19:29,43.065
8/9/16 19:39,43.077
8/9/16 19:49,43.065
8/9/16 19:59,43.077
8/9/16 20:09,43.065
8/9/16 20:19,43.065
8/9/16 20:29,43.065
8/9/16 20:39,43.065
8/9/16 20:49,43.065
8/9/16 20:59,43.065
8/9/16 21:09,43.065
8/9/16 21:19,43.065
8/9/16 21:29,43.065
8/9/16 21:39,43.065
8/9/16 21:49,43.065
8/9/16 21:59,43.077
8/9/16 22:09,43.065
8/9/16 22:19,43.077
8/9/16 22:29,43.065
8/9/16 22:39,43.077
8/9/16 22:49,43.065
8/9/16 22:59,43.077
8/9/16 23:09,43.077
8/9/16 23:19,43.077
8/9/16 23:29,43.077
8/9/16 23:39,43.077
8/9/16 23:49,43.077
8/9/16 23:59,43.077
8/10/16 0:09,43.065
8/10/16 0:19,43.077
8/10/16 0:29,43.065
8/10/16 0:39,43.077
8/10/16 0:49,43.065
8/10/16 0:59,43.077
8/10/16 1:09,43.065
8/10/16 1:19,43.077
8/10/16 1:29,43.077
8/10/16 1:39,43.077
8/10/16 1:49,43.065
8/10/16 1:59,43.077
8/10/16 2:09,43.065
8/10/16 2:19,43.077
8/10/16 2:29,43.065
8/10/16 2:39,43.077
8/10/16 2:49,43.065
8/10/16 2:59,43.077
8/10/16 3:09,43.065
8/10/16 3:19,43.065
8/10/16 3:29,43.065
8/10/16 3:39,43.065
8/10/16 3:49,43.065
8/10/16 3:59,43.065
8/10/16 4:09,43.065
8/10/16 4:19,43.065
8/10/16 4:29,43.065
8/10/16 4:39,43.077
8/10/16 4:49,43.065
8/10/16 4:59,43.077
8/10/16 5:09,43.065
8/10/16 5:19,43.077
8/10/16 5:29,43.065
8/10/16 5:39,43.077
8/10/16 5:49,43.065
8/10/16 5:59,43.077
8/10/16 6:09,43.065
8/10/16 6:19,43.077
8/10/16 6:29,43.065
8/10/16 6:39,43.077
8/10/16 6:49,43.065
8/10/16 6:59,43.077
8/10/16 7:09,43.077
8/10/16 7:19,43.077
8/10/16 7:29,43.077
8/10/16 7:39,43.077
8/10/16 7:49,43.077
8/10/16 7:59,43.077
8/10/16 8:09,43.077
8/10/16 8:19,43.089
8/10/16 8:29,43.077
8/10/16 8:39,43.089
8/10/16 8:49,43.089
8/10/16 8:59,43.089
8/10/16 9:09,43.089
8/10/16 9:19,0.134
8/10/16 9:29,0.134
8/10/16 9:39,0.134
8/10/16 9:49,0.134
8/10/16 9:59,0.134
8/10/16 10:09,0.134
8/10/16 10:19,0.134
8/10/16 10:29,0.134
8/10/16 10:39,0.134
8/10/16 10:49,0.134
8/10/16 10:59,0.134
8/10/16 11:09,43.114
8/10/16 11:19,43.114
8/10/16 11:29,43.101
8/10/16 11:39,43.101
8/10/16 11:49,43.101
8/10/16 11:59,43.101
8/10/16 12:09,43.089
8/10/16 12:19,43.089
8/10/16 12:29,43.089
8/10/16 12:39,43.089
8/10/16 12:49,43.089
8/10/16 12:59,43.089
8/10/16 13:09,43.089
8/10/16 13:19,43.089
8/10/16 13:29,43.162
8/10/16 13:39,43.089
8/10/16 13:49,43.077
8/10/16 13:59,43.089
8/10/16 14:09,43.077
8/10/16 14:19,43.077
8/10/16 14:29,43.077
8/10/16 14:39,43.077
8/10/16 14:49,43.077
8/10/16 14:59,43.077
8/10/16 15:09,43.077
8/10/16 15:19,43.077
8/10/16 15:29,43.089
8/10/16 15:39,43.089
8/10/16 15:49,43.101
8/10/16 15:59,43.101
8/10/16 16:09,43.101
8/10/16 16:19,43.114
8/10/16 16:29,0.134
8/10/16 16:39,0.134
8/10/16 16:49,0.134
8/10/16 16:59,43.126
8/10/16 17:09,43.126
8/10/16 17:19,43.138
8/10/16 17:29,43.138
8/10/16 17:39,43.138
8/10/16 17:49,43.138
8/10/16 17:59,43.15
8/10/16 18:09,43.138
8/10/16 18:19,43.138
8/10/16 18:29,43.138
8/10/16 18:39,43.138
8/10/16 18:49,43.126
8/10/16 18:59,43.126
8/10/16 19:09,43.126
8/10/16 19:19,43.114
8/10/16 19:29,43.114
8/10/16 19:39,43.114
8/10/16 19:49,43.101
8/10/16 19:59,43.101
8/10/16 20:09,43.101
8/10/16 20:19,43.101
8/10/16 20:29,43.089
8/10/16 20:39,43.089
8/10/16 20:49,43.089
8/10/16 20:59,43.089
8/10/16 21:09,43.077
8/10/16 21:19,43.089
8/10/16 21:29,43.077
8/10/16 21:39,43.077
8/10/16 21:49,43.077
8/10/16 21:59,43.077
8/10/16 22:09,43.077
8/10/16 22:19,43.077
8/10/16 22:29,43.065
