time[YYYY-MM-DD hh:mm:ss PST], oxygensat, oxygen,depth,,
9/6/17 21:32,29.746,1.929,16,,
9/6/17 22:32,30.533,1.986,16,,
9/6/17 23:32,36.542,2.368,16,,
9/7/17 0:32,35.131,2.283,16,,
9/7/17 1:32,35.581,2.311,16,,
9/7/17 2:32,33.125,2.155,16,,
9/7/17 3:32,34.278,2.22,16,,
9/7/17 4:32,33.631,2.177,16,,
9/7/17 5:32,32.664,2.118,16,,
9/7/17 6:32,30.774,1.991,16,,
9/7/17 7:32,30.266,1.963,16,,
9/7/17 8:32,31.952,2.075,16,,
9/7/17 9:32,31.947,2.071,16,,
9/7/17 10:32,32.592,2.112,16,,
9/7/17 11:32,36.033,2.338,16,,
9/7/17 12:32,36.682,2.381,16,,
9/7/17 13:32,37.838,2.452,16,,
9/7/17 14:32,47.582,3.057,16,,
9/7/17 15:32,52.598,3.356,16,,
9/7/17 16:32,60.347,3.838,16,,
9/7/17 17:32,57.322,3.657,16,,
9/7/17 18:32,53.256,3.403,16,,
9/7/17 19:32,42.734,2.75,16,,
9/7/17 20:32,34.986,2.264,16,,
9/7/17 21:32,36.598,2.364,16,,
9/7/17 22:32,39.963,2.579,16,,
9/7/17 23:32,40.68,2.626,16,,
9/8/17 0:32,44.804,2.881,16,,
9/8/17 1:32,52.931,3.379,16,,
9/8/17 2:32,37.637,2.43,16,,
9/8/17 3:32,36.989,2.388,16,,
9/8/17 4:32,39.747,2.548,16,,
9/8/17 5:32,35.946,2.32,16,,
9/8/17 6:32,36.8,2.382,16,,
9/8/17 7:32,33.83,2.197,16,,
9/8/17 8:32,34.739,2.259,16,,
9/8/17 9:32,35.064,2.281,16,,
9/8/17 10:32,35.062,2.279,16,,
9/8/17 11:32,36.048,2.349,16,,
9/8/17 12:32,34.727,2.248,16,,
9/8/17 13:32,34.669,2.249,16,,
9/8/17 14:32,30.59,1.984,16,,
9/8/17 15:32,31.09,2.002,16,,
9/8/17 16:32,61.976,3.903,16,,
9/8/17 17:32,56.074,3.565,16,,
9/8/17 18:32,32.119,2.064,16,,
9/8/17 19:32,31.479,2.028,16,,
9/8/17 20:32,31.63,2.056,16,,
9/8/17 21:32,34.224,2.225,16,,
9/8/17 22:32,36.234,2.359,16,,
9/8/17 23:32,36.169,2.354,16,,
9/9/17 0:32,33.113,2.147,16,,
9/9/17 1:32,34.467,2.232,16,,
9/9/17 2:32,30.316,1.956,16,,
9/9/17 3:32,31.676,2.046,16,,
9/9/17 4:32,48.047,3.045,16,,
9/9/17 5:32,37.222,2.39,16,,
9/9/17 6:32,35.162,2.262,16,,
9/9/17 7:32,38.009,2.447,16,,
9/9/17 8:32,37.949,2.445,16,,
9/9/17 9:32,38.921,2.51,16,,
9/9/17 10:32,37.515,2.435,16,,
9/9/17 11:32,39.777,2.576,16,,
9/9/17 15:32,43.52,2.81,16,,
9/9/17 16:32,42.541,2.74,16,,
9/9/17 17:32,50.103,3.169,16,,
9/9/17 18:32,54.198,3.391,16,,
9/9/17 19:32,53.269,3.367,16,,
9/9/17 20:32,46.015,2.949,16,,
9/9/17 21:32,48.333,3.087,16,,
9/9/17 22:32,42.02,2.704,16,,
9/9/17 23:32,74.974,4.626,16,,
9/10/17 0:32,52.725,3.362,16,,
9/10/17 1:32,47.957,3.073,16,,
9/10/17 2:32,53.763,3.428,16,,
9/10/17 3:32,54.669,3.486,16,,
9/10/17 4:32,58.653,3.722,16,,
9/10/17 7:32,64.698,4.031,16,,
9/10/17 10:32,48.523,3.097,16,,
9/10/17 13:32,60.068,3.802,16,,
9/10/17 14:32,67.469,4.246,16,,
9/10/17 15:32,56.785,3.607,16,,
9/10/17 16:32,57.163,3.625,16,,
9/10/17 19:32,68.818,4.326,16,,
9/10/17 21:32,51.047,3.26,16,,
9/10/17 22:32,48.346,3.097,16,,
9/10/17 23:32,42.481,2.74,16,,
9/11/17 0:32,49.569,3.171,16,,
9/11/17 1:32,41.181,2.653,16,,
9/11/17 2:32,72.707,4.481,16,,
9/11/17 3:32,39.501,2.545,16,,
9/11/17 4:32,42.328,2.712,16,,
9/11/17 5:32,62.495,3.933,16,,
9/11/17 6:32,54.303,3.434,16,,
9/11/17 7:32,57.601,3.645,16,,
9/11/17 8:32,54.727,3.491,16,,
9/11/17 9:32,60.464,3.84,16,,
9/11/17 10:32,41.77,2.697,16,,
9/11/17 11:32,39.388,2.553,16,,
9/11/17 12:32,42.286,2.727,16,,
9/11/17 15:32,53.119,3.398,16,,
9/11/17 16:32,51.434,3.285,16,,
9/11/17 17:32,59.389,3.74,16,,
9/11/17 18:32,47.961,3.081,16,,
9/11/17 19:32,42.579,2.72,16,,
9/11/17 20:32,46.936,3.021,16,,
9/11/17 21:32,39.706,2.57,16,,
9/11/17 22:32,41.34,2.685,16,,
9/11/17 23:32,42.577,2.772,16,,
9/12/17 0:32,42.117,2.738,16,,
9/12/17 1:32,33.906,2.211,16,,
9/12/17 2:32,35.456,2.308,16,,
9/12/17 3:32,31.247,2.034,16,,
9/12/17 4:32,37.253,2.416,16,,
9/12/17 5:32,45.497,2.917,16,,
9/12/17 6:32,46.135,2.951,16,,
9/12/17 7:32,57.647,3.584,16,,
9/12/17 8:32,50.458,3.162,16,,
9/12/17 9:32,42.596,2.737,16,,
9/12/17 10:32,34.465,2.232,16,,
9/12/17 11:32,36.41,2.357,16,,
9/12/17 12:32,39.456,2.556,16,,
9/12/17 13:32,37.645,2.441,16,,
9/12/17 14:32,35.695,2.311,16,,
9/12/17 15:32,32.4,2.099,16,,
9/12/17 16:32,36.397,2.345,16,,
9/12/17 17:32,43.587,2.767,16,,
9/12/17 18:32,44.539,2.812,16,,
9/12/17 19:32,37.21,2.378,16,,
9/12/17 20:32,36.957,2.363,16,,
9/12/17 21:32,38.952,2.485,16,,
9/12/17 22:32,32.99,2.143,16,,
9/12/17 23:32,32.145,2.086,16,,
9/13/17 0:32,28.72,1.869,16,,
9/13/17 1:32,29.687,1.929,16,,
9/13/17 2:32,29.039,1.886,16,,
9/13/17 3:32,30.972,2.005,16,,
9/13/17 4:32,34.71,2.235,16,,
9/13/17 5:32,35.744,2.298,16,,
9/13/17 6:32,37.666,2.407,16,,
9/13/17 7:32,37.607,2.408,16,,
9/13/17 8:32,37.802,2.424,16,,
9/13/17 9:32,38.202,2.456,16,,
9/13/17 10:32,37.114,2.398,16,,
9/13/17 11:32,37.382,2.421,16,,
9/13/17 12:32,37.91,2.462,16,,
9/13/17 13:32,37.59,2.444,16,,
9/13/17 14:32,36.875,2.397,16,,
9/13/17 15:32,37.073,2.411,16,,
9/13/17 16:32,37.458,2.435,16,,
9/13/17 17:32,37.779,2.454,16,,
9/13/17 18:32,37.316,2.415,16,,
9/13/17 19:32,53.224,3.321,16,,
9/13/17 20:32,39.481,2.527,16,,
9/13/17 21:32,40.558,2.58,16,,
9/13/17 22:32,45.901,2.897,16,,
9/13/17 23:32,37.068,2.408,16,,
9/14/17 0:32,35.783,2.331,16,,
9/14/17 1:32,35.91,2.339,16,,
9/14/17 2:32,35.721,2.333,16,,
9/14/17 3:32,36.052,2.356,16,,
9/14/17 4:32,36.305,2.37,16,,
9/14/17 5:32,36.118,2.361,16,,
9/14/17 6:32,36.052,2.355,16,,
9/14/17 7:32,36.504,2.386,16,,
9/14/17 8:32,35.775,2.325,16,,
9/14/17 9:32,39.228,2.516,16,,
9/14/17 10:32,41.282,2.634,16,,
9/14/17 11:32,36.358,2.362,16,,
9/14/17 12:32,37.11,2.394,16,,
9/14/17 13:32,36.548,2.374,16,,
9/14/17 14:32,36.931,2.396,16,,
9/14/17 15:32,36.689,2.39,16,,
9/14/17 16:32,36.494,2.378,16,,
9/14/17 17:32,36.237,2.363,16,,
9/14/17 18:32,35.841,2.331,16,,
9/14/17 19:32,36.293,2.361,16,,
9/14/17 20:32,37.633,2.431,16,,
9/14/17 21:32,37.563,2.421,16,,
9/14/17 22:32,37.441,2.422,16,,
9/14/17 23:32,36.995,2.397,16,,
9/15/17 0:32,37.506,2.427,16,,
9/15/17 1:32,38.149,2.466,16,,
9/15/17 2:32,37.142,2.42,16,,
9/15/17 3:32,35.789,2.336,16,,
9/15/17 4:32,39.672,2.589,16,,
9/15/17 5:32,37.205,2.424,16,,
9/15/17 6:32,37.664,2.456,16,,
9/15/17 7:32,38.829,2.53,16,,
9/15/17 8:32,39.404,2.565,16,,
9/15/17 9:32,40.092,2.589,16,,
9/15/17 10:32,39.842,2.581,16,,
9/15/17 11:32,40.16,2.597,16,,
9/15/17 12:32,39.782,2.579,16,,
9/15/17 13:32,36.871,2.394,16,,
9/15/17 14:32,38.682,2.51,16,,
9/15/17 15:32,39.471,2.569,16,,
9/15/17 16:32,37.601,2.452,16,,
9/15/17 17:32,33.712,2.198,16,,
9/15/17 18:32,34.74,2.259,16,,
9/15/17 19:32,41.34,2.68,16,,
9/15/17 20:32,38.958,2.541,16,,
9/15/17 21:32,37.016,2.414,16,,
9/15/17 22:32,44.372,2.82,16,,
9/15/17 23:32,43.675,2.792,16,,
9/16/17 0:32,43.622,2.797,16,,
9/16/17 1:32,39.197,2.541,16,,
9/16/17 2:32,38.945,2.531,16,,
9/16/17 3:32,36.94,2.403,16,,
9/16/17 4:32,39.272,2.551,16,,
9/16/17 5:33,33.914,2.217,16,,
9/16/17 6:32,38.691,2.514,16,,
9/16/17 7:32,37.006,2.402,16,,
9/16/17 8:32,33.193,2.165,16,,
9/16/17 9:32,37.067,2.404,16,,
9/16/17 10:32,40.358,2.612,16,,
9/16/17 11:32,43.059,2.776,16,,
9/16/17 12:32,45.045,2.886,16,,
9/16/17 13:32,44.158,2.845,16,,
9/16/17 14:32,41.007,2.655,16,,
9/16/17 15:32,40.693,2.643,16,,
9/16/17 16:32,40.625,2.64,16,,
9/16/17 17:33,40.307,2.623,16,,
9/16/17 18:33,47.278,3.052,16,,
9/16/17 19:33,43.789,2.83,16,,
9/16/17 20:33,46.694,3.013,16,,
9/16/17 21:33,41.069,2.656,16,,
9/16/17 22:33,41.329,2.676,16,,
9/16/17 23:33,41.122,2.654,16,,
9/17/17 0:33,40.16,2.598,16,,
9/17/17 1:33,38.42,2.492,16,,
9/17/17 2:33,37.907,2.46,16,,
9/17/17 3:33,37.705,2.442,16,,
9/17/17 4:33,43.258,2.786,16,,
9/17/17 5:33,42.285,2.721,16,,
9/17/17 6:33,42.024,2.703,16,,
9/17/17 7:33,42.613,2.751,16,,
9/17/17 8:33,42.09,2.715,16,,
9/17/17 9:33,43.125,2.777,16,,
9/17/17 10:33,47.765,3.059,16,,
9/17/17 11:33,46.149,2.962,16,,
9/17/17 12:33,46.274,2.965,16,,
9/17/17 13:33,47.121,3.025,16,,
9/17/17 14:33,69.404,4.335,16,,
9/17/17 15:33,70.955,4.428,16,,
9/17/17 16:33,73.131,4.549,16,,
9/17/17 17:33,71.206,4.442,16,,
9/17/17 18:33,73.07,4.552,16,,
9/17/17 19:33,69.911,4.396,16,,
9/17/17 20:33,63.432,4.019,16,,
9/17/17 21:33,66.583,4.207,16,,
9/17/17 22:33,60.592,3.842,16,,
9/17/17 23:33,55.429,3.521,16,,
9/18/17 0:33,66.039,4.151,16,,
9/18/17 1:33,58.455,3.702,16,,
9/18/17 2:33,67.57,4.231,16,,
9/18/17 3:33,81.012,4.98,16,,
9/18/17 4:33,85.466,5.206,16,,
9/18/17 5:33,84.627,5.154,16,,
9/18/17 6:33,85.083,5.185,16,,
9/18/17 7:33,79.877,4.932,16,,
9/18/17 8:33,78.23,4.851,16,,
9/18/17 9:33,82.081,5.023,16,,
9/18/17 10:33,82.042,5.04,16,,
9/18/17 11:33,60.109,3.786,16,,
9/18/17 12:33,59.209,3.733,16,,
9/18/17 13:33,58.246,3.677,16,,
9/18/17 14:33,58.297,3.67,16,,
9/18/17 15:33,75.393,4.669,16,,
9/18/17 16:33,89.044,5.39,16,,
9/18/17 17:33,89.104,5.388,16,,
9/18/17 18:33,89.393,5.375,16,,
9/18/17 19:33,90.66,5.434,16,,
9/18/17 20:33,87.048,5.262,16,,
9/18/17 21:33,74.519,4.591,16,,
9/18/17 22:33,58.214,3.65,16,,
9/18/17 23:33,58.992,3.702,16,,
9/19/17 0:33,62.761,3.904,16,,
9/19/17 1:33,63.499,3.971,16,,
9/19/17 2:33,69.005,4.28,16,,
9/19/17 3:33,69.389,4.301,16,,
9/19/17 4:33,69.507,4.299,16,,
9/19/17 5:33,84.217,5.106,16,,
9/19/17 6:33,84.854,5.137,16,,
9/19/17 7:33,79.734,4.853,16,,
9/19/17 8:33,77.63,4.747,16,,
9/19/17 9:33,62.567,3.898,16,,
9/19/17 10:33,58.289,3.666,16,,
9/19/17 11:33,58.669,3.688,16,,
9/19/17 12:33,60.914,3.814,16,,
9/19/17 13:33,61.895,3.883,16,,
9/19/17 14:33,61.268,3.857,16,,
9/19/17 15:33,63.608,3.963,16,,
9/19/17 17:33,77.228,4.709,16,,
9/19/17 18:33,68.517,4.224,16,,
9/19/17 19:33,63.382,3.928,16,,
9/19/17 20:33,62.302,3.878,16,,
9/19/17 21:33,68.779,4.243,16,,
9/19/17 22:33,72.746,4.463,16,,
9/19/17 23:33,67.308,4.166,16,,
9/20/17 0:33,60.836,3.801,16,,
9/20/17 1:33,54.999,3.471,16,,
9/20/17 2:33,54.927,3.458,16,,
9/20/17 3:33,58.205,3.651,16,,
9/20/17 4:33,61.176,3.834,16,,
9/20/17 5:33,63.624,3.981,16,,
9/20/17 6:33,65.664,4.09,16,,
9/20/17 7:33,70.381,4.337,16,,
9/20/17 8:33,70.383,4.339,16,,
9/20/17 9:33,36.997,2.221,16,,
9/20/17 10:33,82.033,4.974,16,,
9/20/17 11:33,74.227,4.554,16,,
9/20/17 12:33,73.472,4.518,16,,
9/20/17 13:33,55.785,3.524,16,,
9/20/17 14:33,53.857,3.409,16,,
9/20/17 15:33,53.399,3.379,16,,
9/20/17 16:33,52.816,3.341,16,,
9/20/17 17:33,66.109,4.109,16,,
9/20/17 18:33,60.711,3.794,16,,
9/20/17 19:33,52.422,3.31,16,,
9/20/17 20:33,53.644,3.382,16,,
9/20/17 21:33,47.991,3.05,16,,
9/20/17 22:33,63.989,3.984,16,,
9/20/17 23:33,90.415,5.425,16,,
9/21/17 0:33,74.678,4.576,16,,
9/21/17 1:33,63.038,3.936,16,,
9/21/17 2:33,71.184,4.405,16,,
9/21/17 3:33,65.03,4.057,16,,
9/21/17 4:33,68.494,4.253,16,,
9/21/17 5:33,73.578,4.56,16,,
9/21/17 6:33,72.761,4.529,16,,
9/21/17 7:33,58.336,3.657,16,,
9/21/17 8:33,71.46,4.437,16,,
9/21/17 9:33,69.998,4.366,16,,
9/21/17 10:33,72.105,4.477,16,,
9/21/17 11:33,90.418,5.485,16,,
9/21/17 12:33,71.127,4.408,16,,
9/21/17 13:33,74.334,4.586,16,,
9/21/17 14:33,65.874,4.113,16,,
9/21/17 15:33,68.364,4.246,16,,
9/21/17 16:33,67.403,4.193,16,,
9/21/17 17:33,73.687,4.545,16,,
9/21/17 18:33,60.458,3.785,16,,
9/21/17 19:33,62.955,3.924,16,,
9/21/17 20:33,58.983,3.701,16,,
9/21/17 21:33,66.022,4.084,16,,
9/21/17 22:33,61.68,3.858,16,,
9/21/17 23:33,61.237,3.835,16,,
9/22/17 0:33,68.59,4.235,16,,
9/22/17 1:33,58.666,3.69,16,,
9/22/17 2:33,64.098,3.981,16,,
9/22/17 3:33,57.773,3.643,16,,
9/22/17 4:33,72.809,4.516,16,,
9/22/17 5:33,68.572,4.272,16,,
9/22/17 6:33,98.653,5.968,16,,
9/22/17 7:33,103.233,6.249,16,,
9/22/17 8:33,95.851,5.879,16,,
9/22/17 9:33,99.569,6.089,16,,
9/22/17 10:33,89.841,5.559,16,,
9/22/17 11:33,91.365,5.631,16,,
9/22/17 12:33,102.242,6.221,16,,
9/22/17 13:33,110.911,6.66,16,,
9/22/17 14:33,95.533,5.865,16,,
9/22/17 15:33,97.272,5.973,16,,
9/22/17 16:33,104.035,6.319,16,,
9/22/17 17:33,84.246,5.229,16,,
9/22/17 18:33,101.009,6.137,16,,
9/22/17 19:33,102.18,6.217,16,,
9/22/17 20:33,102.886,6.259,16,,
9/22/17 21:33,101.227,6.176,16,,
9/22/17 22:33,90.601,5.59,16,,
9/22/17 23:33,88.304,5.473,16,,
9/23/17 0:33,85.689,5.34,16,,
9/23/17 1:33,94.71,5.827,16,,
9/23/17 2:33,107.347,6.482,16,,
9/23/17 3:33,96.13,5.913,16,,
9/23/17 4:33,91.44,5.645,16,,
9/23/17 5:33,93.873,5.778,16,,
9/23/17 6:33,93.045,5.734,16,,
9/23/17 7:33,91.947,5.667,16,,
9/23/17 8:33,92.452,5.688,16,,
9/23/17 9:33,106.991,6.49,16,,
9/23/17 10:33,98.489,6.039,16,,
9/23/17 11:33,98.439,6.048,16,,
9/23/17 12:33,98.643,6.069,16,,
9/23/17 13:33,99.162,6.099,16,,
9/23/17 14:33,92.273,5.691,16,,
9/23/17 15:33,88.529,5.459,16,,
9/23/17 16:33,91.025,5.597,16,,
9/23/17 17:33,93.715,5.746,16,,
9/23/17 18:33,93.965,5.753,16,,
9/23/17 19:33,97.868,5.962,16,,
9/23/17 20:33,97.807,5.966,16,,
9/23/17 21:33,96.331,5.883,16,,
9/23/17 22:33,97.293,5.933,16,,
9/23/17 23:33,92.491,5.671,16,,
9/24/17 0:33,86.711,5.337,16,,
9/24/17 1:33,93.255,5.711,16,,
9/24/17 2:33,99.192,6.018,16,,
9/24/17 3:33,91.853,5.638,16,,
9/24/17 4:33,84.864,5.245,16,,
9/24/17 5:33,87.051,5.375,16,,
9/24/17 6:33,92.038,5.644,16,,
9/24/17 7:33,92.813,5.691,16,,
9/24/17 8:33,93.077,5.712,16,,
9/24/17 9:33,93.075,5.709,16,,
9/24/17 10:33,93.012,5.706,16,,
9/24/17 11:33,97.283,5.925,16,,
9/24/17 12:33,94.35,5.775,16,,
9/24/17 13:33,94.792,5.797,16,,
9/24/17 14:33,94.665,5.787,16,,
9/24/17 15:33,90.316,5.551,16,,
9/24/17 16:33,90.379,5.555,16,,
9/24/17 17:33,96.054,5.841,16,,
9/24/17 18:33,90.297,5.532,16,,
9/24/17 19:33,89.529,5.494,16,,
9/24/17 20:33,88.769,5.457,16,,
9/24/17 21:33,92.607,5.668,16,,
9/24/17 22:33,88.121,5.415,16,,
9/24/17 23:33,86.452,5.323,16,,
9/25/17 0:33,86.583,5.33,16,,
9/25/17 1:33,86.26,5.308,16,,
9/25/17 2:33,85.941,5.297,16,,
9/25/17 3:33,84.224,5.208,16,,
9/25/17 4:33,84.853,5.234,16,,
9/25/17 5:33,87.588,5.368,16,,
9/25/17 6:33,82.419,5.047,16,,
9/25/17 7:33,84.716,5.164,16,,
9/25/17 8:33,87.679,5.342,16,,
9/25/17 9:33,87.109,5.317,16,,
9/25/17 10:33,86.508,5.319,16,,
9/25/17 11:33,85.048,5.245,16,,
9/25/17 12:33,80.501,4.993,16,,
9/25/17 13:33,78.88,4.889,16,,
9/25/17 14:33,79.081,4.906,16,,
9/25/17 15:33,80.027,4.947,16,,
9/25/17 16:33,78.351,4.841,16,,
9/25/17 17:33,78.148,4.822,16,,
9/25/17 18:33,89.346,5.427,16,,
9/25/17 19:33,108.16,6.429,16,,
9/25/17 20:33,108.909,6.449,16,,
9/25/17 21:33,105.001,6.306,16,,
9/25/17 22:33,85.086,5.223,16,,
9/25/17 23:33,81.315,5.024,16,,
9/26/17 0:33,81.817,5.042,16,,
9/26/17 1:33,82.845,5.102,16,,
9/26/17 2:33,84.835,5.211,16,,
9/26/17 3:33,81.942,5.045,16,,
9/26/17 4:33,75.986,4.713,16,,
9/26/17 5:33,91.046,5.551,16,,
9/26/17 6:33,97.005,5.879,16,,
9/26/17 7:33,98.935,5.993,16,,
9/26/17 8:33,87.529,5.362,16,,
9/26/17 9:33,97.926,5.954,16,,
9/26/17 10:33,90.165,5.52,16,,
9/26/17 11:33,87.853,5.384,16,,
9/26/17 12:33,93.066,5.694,16,,
9/26/17 13:33,87.994,5.405,16,,
9/26/17 14:33,82.402,5.078,16,,
9/26/17 15:33,81.376,5.018,16,,
9/26/17 16:33,90.551,5.536,16,,
9/26/17 17:33,80.394,4.947,16,,
9/26/17 18:33,99.728,5.999,16,,
9/26/17 19:33,81.935,5.037,16,,
9/26/17 20:33,67.423,4.201,16,,
9/26/17 21:33,66.395,4.14,16,,
9/26/17 22:33,65.822,4.112,16,,
9/26/17 23:33,94.976,5.794,16,,
9/27/17 0:33,96.549,5.912,16,,
9/27/17 1:33,80.25,4.982,16,,
9/27/17 2:33,67.831,4.246,16,,
9/27/17 3:33,67.053,4.191,16,,
9/27/17 4:33,69.307,4.331,16,,
9/27/17 5:33,85.617,5.268,16,,
9/27/17 6:33,100.911,6.16,16,,
9/27/17 7:33,98.636,6.06,16,,
9/27/17 8:33,101.401,6.224,16,,
9/27/17 9:33,98.713,6.078,16,,
9/27/17 10:33,75.164,4.68,16,,
9/27/17 11:33,73.746,4.59,16,,
9/27/17 12:33,75.346,4.678,16,,
9/27/17 13:33,103.107,6.292,16,,
9/27/17 14:33,94.186,5.787,16,,
9/27/17 15:33,73.2,4.53,16,,
9/27/17 16:33,75.58,4.669,16,,
9/27/17 17:33,70.884,4.395,16,,
9/27/17 18:33,101.938,6.153,16,,
9/27/17 19:33,71.075,4.402,16,,
9/27/17 20:33,63.605,3.952,16,,
9/27/17 21:33,63.48,3.951,16,,
9/27/17 22:33,64.635,4.015,16,,
9/27/17 23:33,83.563,5.148,16,,
9/28/17 0:33,81.124,5.009,16,,
9/28/17 1:33,84.006,5.169,16,,
9/28/17 2:33,69.541,4.321,16,,
9/28/17 3:33,63.358,3.948,16,,
9/28/17 4:33,62.915,3.931,16,,
9/28/17 5:33,82.257,5.049,16,,
9/28/17 6:33,70.957,4.403,16,,
9/28/17 7:33,75.16,4.675,16,,
9/28/17 8:33,76.903,4.782,16,,
9/28/17 9:33,73.545,4.57,16,,
9/28/17 10:33,91.741,5.642,16,,
9/28/17 11:33,88.595,5.459,16,,
9/28/17 12:33,85.844,5.311,16,,
9/28/17 13:33,75.3,4.69,16,,
9/28/17 14:33,72.131,4.491,16,,
9/28/17 15:33,73.485,4.571,16,,
9/28/17 16:33,71.136,4.404,16,,
9/28/17 17:33,70.043,4.336,16,,
9/28/17 18:33,70.558,4.371,16,,
9/28/17 19:33,83.463,5.114,16,,
9/28/17 20:33,77.925,4.781,16,,
9/28/17 21:33,75.692,4.664,16,,
9/28/17 22:33,77.11,4.748,16,,
9/28/17 23:33,79.237,4.878,16,,
9/29/17 0:33,81.293,5,16,,
9/29/17 1:33,74.005,4.549,16,,
9/29/17 2:33,77.738,4.772,16,,
9/29/17 3:33,87.495,5.329,16,,
9/29/17 4:33,71.437,4.405,16,,
9/29/17 5:33,71.756,4.423,16,,
9/29/17 6:33,73.882,4.551,16,,
9/29/17 7:33,74.198,4.565,16,,
9/29/17 8:33,77.869,4.786,16,,
9/29/17 9:33,72.849,4.498,16,,
9/29/17 10:33,68.166,4.236,16,,
9/29/17 11:33,68.06,4.253,16,,
9/29/17 12:33,67.315,4.231,16,,
9/29/17 13:33,67.048,4.203,16,,
9/29/17 14:33,68.206,4.271,16,,
9/29/17 15:33,69.61,4.344,16,,
9/29/17 16:33,70.377,4.382,16,,
9/29/17 17:33,73.448,4.547,16,,
9/29/17 18:33,74.515,4.584,16,,
9/29/17 19:33,76.833,4.719,16,,
9/29/17 20:33,76.035,4.65,16,,
9/29/17 21:33,76.62,4.689,16,,
9/29/17 22:33,75.199,4.596,16,,
9/29/17 23:33,79.355,4.822,16,,
9/30/17 0:33,93.044,5.545,16,,
9/30/17 1:33,90.516,5.44,16,,
9/30/17 2:33,89.562,5.395,16,,
9/30/17 3:33,85.404,5.177,16,,
9/30/17 4:33,83.409,5.061,16,,
9/30/17 5:33,85.277,5.169,16,,
9/30/17 6:33,86.182,5.226,16,,
9/30/17 7:33,87.338,5.297,16,,
9/30/17 8:33,86.127,5.238,16,,
9/30/17 9:33,88.184,5.355,16,,
9/30/17 10:33,89.727,5.447,16,,
9/30/17 11:33,91.129,5.514,16,,
9/30/17 12:33,90.098,5.454,16,,
9/30/17 13:33,90.606,5.475,16,,
9/30/17 14:33,91.763,5.542,16,,
9/30/17 15:33,92.142,5.558,16,,
9/30/17 16:33,91.3,5.503,16,,
9/30/17 17:33,90.71,5.457,16,,
9/30/17 18:33,88.069,5.296,16,,
9/30/17 19:33,84.409,5.084,16,,
9/30/17 20:33,82.791,4.975,16,,
9/30/17 21:33,81.134,4.898,16,,
9/30/17 22:33,81.65,4.928,16,,
9/30/17 23:33,81.072,4.895,16,,
10/1/17 0:33,79.402,4.802,16,,
10/1/17 1:33,77.738,4.711,16,,
10/1/17 2:33,74.862,4.558,16,,
10/1/17 3:33,76.591,4.656,16,,
10/1/17 4:33,82.542,4.972,16,,
10/1/17 5:33,79.529,4.805,16,,
10/1/17 6:33,74.539,4.538,16,,
10/1/17 7:33,75.632,4.604,16,,
10/1/17 8:33,75.967,4.638,16,,
10/1/17 9:33,75.727,4.642,16,,
10/1/17 10:33,82.427,4.982,16,,
10/1/17 11:33,82.419,4.972,16,,
10/1/17 12:33,86.197,5.174,16,,
10/1/17 13:33,82.244,4.978,16,,
10/1/17 14:33,80.893,4.902,16,,
10/1/17 15:33,74.96,4.599,16,,
10/1/17 16:33,70.514,4.331,16,,
10/1/17 17:33,77.374,4.711,16,,
10/1/17 18:33,70.703,4.337,16,,
10/1/17 19:33,70.507,4.324,16,,
10/1/17 20:33,81.781,4.941,16,,
10/1/17 21:33,81.068,4.893,16,,
10/1/17 22:33,73.655,4.502,16,,
10/1/17 23:33,74.607,4.546,16,,
10/2/17 0:33,75.522,4.615,16,,
10/2/17 1:33,81.79,4.953,16,,
10/2/17 2:33,79.675,4.836,16,,
10/2/17 3:33,79.655,4.88,16,,
10/2/17 4:33,103.634,6.401,16,,
10/2/17 5:33,81.75,4.976,16,,
10/2/17 6:33,77.817,4.797,16,,
10/2/17 7:33,129.587,7.901,16,,
10/2/17 8:33,76.49,4.738,16,,
10/2/17 9:33,88.908,5.345,16,,
10/2/17 10:33,92.268,5.5,16,,
10/2/17 11:33,73.21,4.55,16,,
10/2/17 12:33,76.6,4.732,16,,
10/2/17 13:33,73.461,4.556,16,,
10/2/17 14:33,97.285,5.721,16,,
10/2/17 15:33,77.676,4.775,16,,
10/2/17 16:33,77.285,4.751,16,,
10/2/17 17:33,73.301,4.52,16,,
10/2/17 18:33,67.335,4.177,16,,
10/2/17 19:33,77.272,4.737,16,,
10/2/17 20:33,75.346,4.626,16,,
10/2/17 21:33,75.732,4.651,16,,
10/2/17 22:33,69.129,4.275,16,,
10/2/17 23:33,86.314,5.174,16,,
10/3/17 0:33,79.573,4.857,16,,
10/3/17 1:33,73.555,4.532,16,,
10/3/17 2:33,77.733,4.774,16,,
10/3/17 3:33,66.074,4.127,16,,
10/3/17 4:33,72.989,4.512,16,,
10/3/17 5:33,65.431,4.094,16,,
10/3/17 6:33,64.266,4.012,16,,
10/3/17 7:33,80.944,4.961,16,,
10/3/17 8:33,75.194,4.66,16,,
10/3/17 9:33,72.698,4.522,16,,
10/3/17 10:33,70.391,4.391,16,,
10/3/17 11:33,69.592,4.317,16,,
10/3/17 12:33,79.285,4.873,16,,
10/3/17 13:33,83.876,5.103,16,,
10/3/17 14:33,83.359,5.072,16,,
10/3/17 15:33,76.474,4.723,16,,
10/3/17 16:33,85.867,5.149,16,,
10/3/17 17:33,66.523,4.156,16,,
10/3/17 18:33,70.771,4.346,16,,
10/3/17 19:33,58.853,3.684,16,,
10/3/17 20:33,61.573,3.863,16,,
10/3/17 21:33,61.903,3.892,16,,
