time[YYYY-MM-DD hh:mm:ss PST], oxygensat, oxygen,depth,,
10/3/17 22:33,61.563,3.852,16,,
10/3/17 23:33,63.278,3.931,16,,
10/4/17 0:33,65.322,4.043,16,,
10/4/17 1:33,64.871,4.014,16,,
10/4/17 2:33,64.862,4.005,16,,
10/4/17 3:33,62.18,3.864,16,,
10/4/17 4:33,59.366,3.71,16,,
10/4/17 5:33,50.985,3.199,16,,
10/4/17 6:33,56.412,3.54,16,,
10/4/17 7:33,57.105,3.571,16,,
10/4/17 8:33,65.963,4.079,16,,
10/4/17 9:33,61.161,3.812,16,,
10/4/17 10:33,64.119,3.989,16,,
10/4/17 11:33,62.581,3.903,16,,
10/4/17 12:33,65.102,4.073,16,,
10/4/17 13:33,63.952,4.009,16,,
10/4/17 14:33,62.221,3.913,16,,
10/4/17 15:33,60.606,3.808,16,,
10/4/17 16:33,57.919,3.662,16,,
10/4/17 17:33,54.845,3.491,16,,
10/4/17 18:33,53.673,3.406,16,,
10/4/17 19:33,52.595,3.363,16,,
10/4/17 20:33,54.261,3.455,16,,
10/4/17 21:33,54.7,3.474,16,,
10/4/17 22:33,55.479,3.524,16,,
10/4/17 23:33,52.075,3.321,16,,
10/5/17 0:33,53.437,3.417,16,,
10/5/17 1:33,55.802,3.545,16,,
10/5/17 2:33,55.361,3.524,16,,
10/5/17 3:33,57.33,3.621,16,,
10/5/17 4:33,50.408,3.23,16,,
10/5/17 5:33,127.675,8.163,16,,
10/5/17 6:33,118.599,7.558,16,,
10/5/17 7:33,52.535,3.36,16,,
10/5/17 8:33,52.796,3.377,16,,
10/5/17 9:33,52.94,3.397,16,,
10/5/17 10:33,53.056,3.393,16,,
10/5/17 11:33,58.684,3.705,16,,
10/5/17 12:33,53.702,3.437,16,,
10/5/17 13:33,55.237,3.52,16,,
10/5/17 14:33,55.108,3.51,16,,
10/5/17 15:33,62.649,3.921,16,,
10/5/17 16:33,53.806,3.423,16,,
10/5/17 17:33,53.551,3.404,16,,
10/5/17 18:33,50.659,3.238,16,,
10/5/17 19:33,50.332,3.214,16,,
10/5/17 20:33,50.797,3.253,16,,
10/5/17 21:33,50.352,3.233,16,,
10/5/17 22:33,50.042,3.224,16,,
10/5/17 23:33,48.225,3.1,16,,
10/6/17 0:33,47.894,3.073,16,,
10/6/17 1:33,50.355,3.236,16,,
10/6/17 2:33,49.782,3.206,16,,
10/6/17 3:33,54.896,3.482,16,,
10/6/17 4:33,57.64,3.625,16,,
10/6/17 5:33,65.403,4.179,16,,
10/6/17 6:33,48.792,3.124,16,,
10/6/17 7:33,51.174,3.268,16,,
10/6/17 8:33,58.286,3.665,16,,
10/6/17 9:33,55.156,3.499,16,,
10/6/17 10:33,50.807,3.259,16,,
10/6/17 11:33,50.859,3.252,16,,
10/6/17 12:33,52.66,3.36,16,,
10/6/17 13:33,52.404,3.346,16,,
10/6/17 14:33,51.184,3.275,16,,
10/6/17 15:33,53.819,3.434,16,,
10/6/17 16:33,53.221,3.378,16,,
10/6/17 17:33,50.334,3.216,16,,
10/6/17 18:33,50.397,3.219,16,,
10/6/17 19:33,50.526,3.225,16,,
10/6/17 20:33,50.782,3.238,16,,
10/6/17 21:33,50.337,3.219,16,,
10/6/17 22:33,52.075,3.323,16,,
10/6/17 23:33,51.619,3.293,16,,
10/7/17 0:33,52.711,3.355,16,,
10/7/17 1:33,51.876,3.308,16,,
10/7/17 2:33,52.324,3.329,16,,
10/7/17 3:33,51.369,3.285,16,,
10/7/17 4:33,51.817,3.307,16,,
10/7/17 5:33,51.047,3.265,16,,
10/7/17 6:33,53.166,3.386,16,,
10/7/17 7:33,50.209,3.21,16,,
10/7/17 8:33,50.092,3.215,16,,
10/7/17 9:33,51.447,3.297,16,,
10/7/17 10:33,52.21,3.339,16,,
10/7/17 11:33,51.95,3.323,16,,
10/7/17 12:33,54.086,3.461,16,,
10/7/17 13:33,54.669,3.497,16,,
10/7/17 14:33,54.86,3.506,16,,
10/7/17 15:33,53.804,3.425,16,,
10/7/17 16:33,53.549,3.406,16,,
10/7/17 17:33,53.146,3.372,16,,
10/7/17 18:33,52.194,3.324,16,,
10/7/17 19:33,51.242,3.278,16,,
10/7/17 20:33,52.539,3.362,16,,
10/7/17 21:33,62.552,3.933,16,,
10/7/17 22:33,64.537,4.038,16,,
10/7/17 23:33,64.345,4.03,16,,
10/8/17 0:33,65.194,4.092,16,,
10/8/17 1:33,62.488,3.928,16,,
10/8/17 2:33,65.683,4.1,16,,
10/8/17 3:33,65.1,4.062,16,,
10/8/17 4:33,65.302,4.08,16,,
10/8/17 5:33,65.87,4.104,16,,
10/8/17 6:33,58.753,3.703,16,,
10/8/17 7:33,64.35,4.035,16,,
10/8/17 8:33,65.821,4.115,16,,
10/8/17 9:33,67.757,4.235,16,,
10/8/17 10:33,68.779,4.292,16,,
10/8/17 11:33,67.681,4.22,16,,
10/8/17 12:33,61.385,3.856,16,,
10/8/17 13:33,57.463,3.624,16,,
10/8/17 14:33,58.232,3.666,16,,
10/8/17 15:33,62.34,3.905,16,,
10/8/17 16:33,66.894,4.163,16,,
10/8/17 17:33,65.98,4.098,16,,
10/8/17 18:33,65.739,4.095,16,,
10/8/17 19:33,63.431,3.966,16,,
10/8/17 20:33,63.31,3.964,16,,
10/8/17 21:33,58.165,3.66,16,,
10/8/17 22:33,62.273,3.899,16,,
10/8/17 23:33,65.42,4.081,16,,
10/9/17 0:33,59.702,3.745,16,,
10/9/17 1:33,55.779,3.514,16,,
10/9/17 2:33,52.498,3.319,16,,
10/9/17 3:33,54.431,3.434,16,,
10/9/17 4:33,67.083,4.17,16,,
10/9/17 5:33,64.972,4.059,16,,
10/9/17 6:33,65.041,4.068,16,,
10/9/17 7:33,65.495,4.093,16,,
10/9/17 8:33,64.087,4.016,16,,
10/9/17 9:33,64.292,4.036,16,,
10/9/17 10:33,63.261,3.977,16,,
10/9/17 11:33,58.566,3.697,16,,
10/9/17 12:33,63.451,3.984,16,,
10/9/17 13:33,68.081,4.258,16,,
10/9/17 14:33,58.614,3.685,16,,
10/9/17 15:33,66.51,4.139,16,,
10/9/17 16:33,71.689,4.418,16,,
10/9/17 17:33,70.53,4.35,16,,
10/9/17 18:33,69.521,4.307,16,,
10/9/17 19:33,69.095,4.305,16,,
10/9/17 20:34,57.981,3.66,16,,
10/9/17 21:33,53.214,3.366,16,,
10/9/17 22:33,52.84,3.358,16,,
10/9/17 23:33,49.943,3.181,16,,
10/10/17 0:33,49.167,3.135,16,,
10/10/17 1:33,47.362,3.024,16,,
10/10/17 2:33,48.994,3.14,16,,
10/10/17 3:33,54.003,3.434,16,,
10/10/17 4:33,51.747,3.293,16,,
10/10/17 5:33,53.808,3.374,16,,
10/10/17 6:33,79.263,4.941,16,,
10/10/17 7:33,59.576,3.704,16,,
10/10/17 8:33,68.268,4.316,16,,
10/10/17 9:33,45.491,2.909,16,,
10/10/17 10:33,54.555,3.494,16,,
10/10/17 11:33,49.667,3.15,16,,
10/10/17 12:33,48.285,3.099,16,,
10/10/17 13:33,50.317,3.197,16,,
10/10/17 14:33,51.026,3.241,16,,
10/10/17 15:33,48.938,3.144,16,,
10/10/17 16:33,50.64,3.219,16,,
10/10/17 17:33,49.66,3.148,16,,
10/10/17 18:33,67.371,4.271,16,,
10/10/17 19:33,48.414,3.106,16,,
10/10/17 20:33,43.517,2.807,16,,
10/10/17 21:33,45.384,2.92,16,,
10/10/17 22:34,43.312,2.786,16,,
10/10/17 23:34,41.452,2.679,16,,
10/11/17 0:34,44.642,2.844,16,,
10/11/17 1:34,45.731,2.906,16,,
10/11/17 2:34,45.152,2.873,16,,
10/11/17 3:34,49.752,3.125,16,,
10/11/17 4:34,49.462,3.133,16,,
10/11/17 5:34,49.348,3.135,16,,
10/11/17 6:34,51.221,3.252,16,,
10/11/17 7:34,52.257,3.322,16,,
10/11/17 8:34,52.559,3.325,16,,
10/11/17 9:34,52.668,3.366,16,,
10/11/17 10:34,87.306,5.554,16,,
10/11/17 11:34,54.276,3.459,16,,
10/11/17 12:34,54.152,3.453,16,,
10/11/17 13:34,51.126,3.274,16,,
10/11/17 14:34,51.301,3.273,16,,
10/11/17 15:34,51.051,3.265,16,,
10/11/17 16:34,52.52,3.34,16,,
10/11/17 17:34,47.948,3.068,16,,
10/11/17 18:34,50.887,3.225,16,,
10/11/17 19:34,52.194,3.272,16,,
10/11/17 20:34,51.418,3.268,16,,
10/11/17 21:34,51.485,3.272,16,,
10/11/17 22:34,51.231,3.261,16,,
10/11/17 23:34,51.298,3.268,16,,
10/12/17 0:34,48.983,3.131,16,,
10/12/17 1:34,49.104,3.131,16,,
10/12/17 2:34,48.072,3.065,16,,
10/12/17 3:34,46.393,2.963,16,,
10/12/17 4:34,46.715,2.982,16,,
10/12/17 5:34,49.817,3.18,16,,
10/12/17 6:34,49.945,3.185,16,,
10/12/17 7:34,51.101,3.252,16,,
10/12/17 8:34,54.382,3.451,16,,
10/12/17 9:34,56.33,3.581,16,,
10/12/17 10:34,56.786,3.615,16,,
10/12/17 11:34,57.297,3.641,16,,
10/12/17 12:34,31.16,1.959,16,,
10/12/17 13:34,57.299,3.641,16,,
10/12/17 14:34,56.335,3.583,16,,
10/12/17 15:34,52.916,3.37,16,,
10/12/17 16:34,51.944,3.311,16,,
10/12/17 17:34,49.477,3.143,16,,
10/12/17 18:34,48.507,3.081,16,,
10/12/17 19:34,49.938,3.179,16,,
10/12/17 20:34,49.676,3.159,16,,
10/12/17 21:34,50.514,3.209,16,,
10/12/17 22:34,49.806,3.171,16,,
10/12/17 23:34,55.606,3.527,16,,
10/13/17 0:34,50.967,3.242,16,,
10/13/17 1:34,53.351,3.386,16,,
10/13/17 2:34,55.481,3.52,16,,
10/13/17 3:34,56.064,3.558,16,,
10/13/17 4:34,49.805,3.169,16,,
10/13/17 5:34,47.677,3.033,16,,
10/13/17 6:34,47.482,3.021,16,,
10/13/17 7:34,51.548,3.276,16,,
10/13/17 8:34,53.227,3.379,16,,
10/13/17 9:34,56.967,3.611,16,,
10/13/17 10:34,59.285,3.754,16,,
10/13/17 11:34,59.487,3.773,16,,
10/13/17 12:34,59.613,3.779,16,,
10/13/17 13:34,57.225,3.625,16,,
10/13/17 14:34,57.994,3.671,16,,
10/13/17 15:34,55.096,3.493,16,,
10/13/17 16:34,56.053,3.545,16,,
10/13/17 17:34,55.148,3.488,16,,
10/13/17 18:34,53.737,3.409,16,,
10/13/17 19:34,54.318,3.445,16,,
10/13/17 20:34,53.408,3.383,16,,
10/13/17 21:34,55.417,3.513,16,,
10/13/17 22:34,58.362,3.685,16,,
10/13/17 23:34,55.739,3.534,16,,
10/14/17 0:34,54.453,3.456,16,,
10/14/17 1:34,52.132,3.315,16,,
10/14/17 2:34,50.841,3.233,16,,
10/14/17 3:34,49.55,3.152,16,,
10/14/17 4:34,50.581,3.215,16,,
10/14/17 5:34,55.792,3.529,16,,
10/14/17 6:34,28.757,1.796,16,,
10/14/17 7:34,56.112,3.545,16,,
10/14/17 8:34,60.237,3.8,16,,
10/14/17 9:34,56.184,3.556,16,,
10/14/17 10:34,64.217,4.029,16,,
10/14/17 11:34,60.296,3.794,16,,
10/14/17 12:34,55.921,3.54,16,,
10/14/17 13:34,62.994,3.958,16,,
10/14/17 14:34,56.643,3.59,16,,
10/14/17 15:34,54.313,3.44,16,,
10/14/17 16:34,50.124,3.186,16,,
10/14/17 17:34,49.863,3.163,16,,
10/14/17 18:34,51.479,3.268,16,,
10/14/17 19:34,123.308,7.839,16,,
10/14/17 20:34,54.238,3.426,16,,
10/14/17 21:34,54.433,3.437,16,,
10/14/17 22:34,51.413,3.264,16,,
10/14/17 23:34,53.802,3.421,16,,
10/15/17 0:34,51.921,3.292,16,,
10/15/17 1:34,51.412,3.265,16,,
10/15/17 2:34,53.029,3.372,16,,
10/15/17 3:34,52.771,3.356,16,,
10/15/17 4:34,44.697,2.841,16,,
10/15/17 5:34,38.824,2.474,16,,
10/15/17 6:34,42.629,2.711,16,,
10/15/17 7:34,51.351,3.266,16,,
10/15/17 8:34,50.966,3.241,16,,
10/15/17 9:34,54.32,3.449,16,,
10/15/17 10:34,64.067,4.002,16,,
10/15/17 11:34,71.319,4.418,16,,
10/15/17 12:34,60.914,3.811,16,,
10/15/17 13:34,60.922,3.818,16,,
10/15/17 14:34,56.228,3.541,16,,
10/15/17 15:34,55.33,3.486,16,,
10/15/17 16:34,56.288,3.538,16,,
10/15/17 17:34,54.419,3.424,16,,
10/15/17 18:34,126.984,8.01,16,,
10/15/17 19:34,53.578,3.372,16,,
10/15/17 20:34,52.359,3.301,16,,
10/15/17 21:34,52.428,3.311,16,,
10/15/17 22:34,53.708,3.382,16,,
10/15/17 23:34,50.816,3.209,16,,
10/16/17 0:34,54.593,3.422,16,,
10/16/17 1:34,60.693,3.779,16,,
10/16/17 2:34,53.904,3.394,16,,
10/16/17 3:34,52.306,3.307,16,,
10/16/17 4:34,54.603,3.431,16,,
10/16/17 5:34,46.954,2.98,16,,
10/16/17 6:34,48.887,3.094,16,,
10/16/17 7:34,48.896,3.102,16,,
10/16/17 8:34,50.445,3.199,16,,
10/16/17 9:34,50.517,3.211,16,,
10/16/17 10:34,54.758,3.458,16,,
10/16/17 11:34,58.593,3.67,16,,
10/16/17 12:34,62.828,3.913,16,,
10/16/17 13:34,60.704,3.785,16,,
10/16/17 14:34,53.719,3.395,16,,
10/16/17 15:34,50.64,3.219,16,,
10/16/17 16:34,47.833,3.072,16,,
10/16/17 17:34,43.686,2.8,16,,
10/16/17 18:34,41.879,2.684,16,,
10/16/17 19:34,37.292,2.393,16,,
10/16/17 20:34,38.718,2.491,16,,
10/16/17 21:34,45.027,2.87,16,,
10/16/17 22:34,52.157,3.287,16,,
10/16/17 23:34,52.036,3.284,16,,
10/17/17 0:34,53.892,3.387,16,,
10/17/17 1:34,52.685,3.329,16,,
10/17/17 2:34,52.099,3.288,16,,
10/17/17 3:34,49.476,3.147,16,,
10/17/17 4:34,49.933,3.177,16,,
10/17/17 5:34,43.296,2.773,16,,
10/17/17 6:34,49.855,3.159,16,,
10/17/17 7:34,46.198,2.95,16,,
10/17/17 8:34,47.169,3.014,16,,
10/17/17 9:34,47.817,3.057,16,,
10/17/17 10:34,51.856,3.286,16,,
10/17/17 11:34,57.123,3.595,16,,
10/17/17 12:34,60.792,3.817,16,,
10/17/17 13:34,59.644,3.754,16,,
10/17/17 14:34,55.979,3.538,16,,
10/17/17 15:34,51.804,3.291,16,,
10/17/17 16:34,49.745,3.171,16,,
10/17/17 17:34,60.541,3.804,16,,
10/17/17 18:34,51.791,3.282,16,,
10/17/17 19:34,52.106,3.294,16,,
10/17/17 20:34,49.735,3.161,16,,
10/17/17 21:34,47.169,3.013,16,,
10/17/17 22:34,46.005,2.94,16,,
10/17/17 23:34,48.567,3.086,16,,
10/18/17 0:34,62.768,3.919,16,,
10/18/17 1:34,56.911,3.564,16,,
10/18/17 2:34,60.639,3.787,16,,
10/18/17 3:34,59.796,3.732,16,,
10/18/17 4:34,56.013,3.513,16,,
10/18/17 5:34,52.66,3.307,16,,
10/18/17 6:34,51.242,3.221,16,,
10/18/17 7:34,69.449,4.361,16,,
10/18/17 8:34,65.125,4.036,16,,
10/18/17 9:34,66.604,4.126,16,,
10/18/17 10:34,84.147,5.206,16,,
10/18/17 11:34,82.798,5.13,16,,
10/18/17 12:34,85.751,5.302,16,,
10/18/17 13:34,91.201,5.641,16,,
10/18/17 14:34,91.128,5.638,16,,
10/18/17 15:34,92.026,5.693,16,,
10/18/17 16:34,89.441,5.54,16,,
10/18/17 17:34,86.542,5.373,16,,
10/18/17 18:34,85.772,5.33,16,,
10/18/17 19:34,86.29,5.369,16,,
10/18/17 20:34,85.256,5.306,16,,
10/18/17 21:34,84.549,5.264,16,,
10/18/17 22:34,82.742,5.149,16,,
10/18/17 23:34,81.965,5.099,16,,
10/19/17 0:34,79.587,4.957,16,,
10/19/17 1:34,77.913,4.856,16,,
10/19/17 2:34,76.24,4.748,16,,
10/19/17 3:34,76.813,4.778,16,,
10/19/17 4:34,77.132,4.792,16,,
10/19/17 5:34,76.675,4.756,16,,
10/19/17 6:34,75.264,4.67,16,,
10/19/17 7:34,76.488,4.745,16,,
10/19/17 8:34,76.941,4.773,16,,
10/19/17 9:34,75.704,4.683,16,,
10/19/17 10:34,76.281,4.712,16,,
10/19/17 11:34,76.478,4.725,16,,
10/19/17 12:34,76.019,4.687,16,,
10/19/17 13:34,77.561,4.777,16,,
10/19/17 14:34,77.363,4.756,16,,
10/19/17 15:34,82.721,5.083,16,,
10/19/17 16:34,83.688,5.145,16,,
10/19/17 17:34,81.308,5.001,16,,
10/19/17 18:34,79.574,4.9,16,,
10/19/17 19:34,80.084,4.93,16,,
10/19/17 20:34,80.014,4.925,16,,
10/19/17 21:34,79.899,4.92,16,,
10/19/17 22:34,79.513,4.898,16,,
10/19/17 23:34,79.72,4.917,16,,
10/20/17 0:34,79.403,4.903,16,,
10/20/17 1:34,79.41,4.912,16,,
10/20/17 2:34,79.071,4.881,16,,
10/20/17 3:34,79.614,4.925,16,,
10/20/17 4:34,79.814,4.943,16,,
10/20/17 5:34,79.104,4.902,16,,
10/20/17 6:34,78.726,4.884,16,,
10/20/17 7:34,77.896,4.84,16,,
10/20/17 8:34,74.993,4.661,16,,
10/20/17 9:34,75.958,4.721,16,,
10/20/17 10:34,75.454,4.693,16,,
10/20/17 11:34,74.165,4.611,16,,
10/20/17 12:34,77.075,4.799,16,,
10/20/17 13:34,65.305,4.037,16,,
10/20/17 14:34,78.411,4.869,16,,
10/20/17 15:34,78.161,4.858,16,,
10/20/17 16:34,75.749,4.695,16,,
10/20/17 17:34,76.408,4.741,16,,
10/20/17 18:34,78.277,4.855,16,,
10/20/17 19:34,78.111,4.825,16,,
10/20/17 20:34,78.677,4.853,16,,
10/20/17 21:34,78.673,4.847,16,,
10/20/17 22:34,78.293,4.822,16,,
10/20/17 23:34,77.397,4.768,16,,
10/21/17 0:34,77.079,4.751,16,,
10/21/17 1:34,77.212,4.763,16,,
10/21/17 2:34,77.194,4.758,16,,
10/21/17 3:34,78.29,4.825,16,,
10/21/17 4:34,77.653,4.791,16,,
10/21/17 5:34,78.812,4.864,16,,
10/21/17 6:34,78.753,4.866,16,,
10/21/17 7:34,78.621,4.853,16,,
10/21/17 8:34,132.465,8.184,16,,
10/21/17 9:34,79.396,4.905,16,,
10/21/17 10:34,79.012,4.881,16,,
10/21/17 11:34,79.066,4.879,16,,
10/21/17 12:34,79.004,4.876,16,,
10/21/17 13:34,79.061,4.877,16,,
10/21/17 14:34,78.867,4.861,16,,
10/21/17 15:34,78.923,4.858,16,,
10/21/17 16:34,78.784,4.844,16,,
10/21/17 17:34,78.981,4.859,16,,
10/21/17 18:34,78.393,4.816,16,,
10/21/17 19:34,78.531,4.83,16,,
10/21/17 20:34,78.066,4.788,16,,
10/21/17 21:34,77.746,4.768,16,,
10/21/17 22:34,78.072,4.793,16,,
10/21/17 23:34,76.89,4.698,16,,
10/22/17 0:34,75.604,4.621,16,,
10/22/17 1:34,76.832,4.699,16,,
10/22/17 2:34,76.572,4.679,16,,
10/22/17 3:34,75.99,4.64,16,,
10/22/17 4:34,75.729,4.62,16,,
10/22/17 5:34,76.182,4.662,16,,
10/22/17 6:34,76.321,4.669,16,,
10/22/17 7:34,76.127,4.648,16,,
10/22/17 8:34,79.603,4.855,16,,
10/22/17 9:34,80.243,4.892,16,,
10/22/17 10:34,79.664,4.855,16,,
10/22/17 11:34,79.218,4.83,16,,
10/22/17 12:34,78.7,4.796,16,,
10/22/17 13:34,79.346,4.838,16,,
10/22/17 14:34,78.582,4.797,16,,
10/22/17 15:34,75.735,4.618,16,,
10/22/17 16:34,77.93,4.754,16,,
10/22/17 17:34,75.546,4.609,16,,
10/22/17 18:34,75.93,4.634,16,,
10/22/17 19:34,76.313,4.653,16,,
10/22/17 20:34,76.059,4.637,16,,
10/22/17 21:34,76.447,4.665,16,,
10/22/17 22:34,76.122,4.639,16,,
10/22/17 23:34,116.128,7.068,16,,
10/23/17 0:34,133.265,8.109,16,,
10/23/17 1:34,77.086,4.695,16,,
10/23/17 2:34,85.027,5.202,16,,
10/23/17 3:34,77.224,4.722,16,,
10/23/17 4:34,76.775,4.694,16,,
10/23/17 5:34,76.129,4.645,16,,
10/23/17 6:34,76.121,4.633,16,,
10/23/17 7:34,77.663,4.722,16,,
10/23/17 8:34,80.438,4.897,16,,
10/23/17 9:34,127.282,7.75,16,,
10/23/17 10:34,82.675,5.014,16,,
10/23/17 11:34,82.603,4.994,16,,
10/23/17 12:34,80.969,4.931,16,,
10/23/17 13:34,82.864,5.012,16,,
10/23/17 14:34,83.127,5.038,16,,
10/23/17 15:34,82.74,5.017,16,,
10/23/17 16:34,80.437,4.899,16,,
10/23/17 17:34,77.664,4.723,16,,
10/23/17 18:34,77.203,4.683,16,,
10/23/17 19:34,77.399,4.698,16,,
10/23/17 20:34,76.95,4.678,16,,
10/23/17 21:34,77.28,4.7,16,,
10/23/17 22:34,77.208,4.692,16,,
10/23/17 23:34,79.221,4.841,16,,
10/24/17 0:34,76.704,4.67,16,,
10/24/17 1:34,77.15,4.691,16,,
10/24/17 2:34,79.725,4.847,16,,
10/24/17 3:34,80.165,4.861,16,,
10/24/17 4:34,77.539,4.714,16,,
10/24/17 5:34,78.052,4.741,16,,
10/24/17 6:34,77.678,4.729,16,,
10/24/17 7:34,78.719,4.805,16,,
10/24/17 8:34,81.042,4.946,16,,
10/24/17 9:34,82.265,5.019,16,,
10/24/17 10:34,83.09,5.06,16,,
10/24/17 11:34,83.089,5.06,16,,
10/24/17 12:34,82.897,5.046,16,,
10/24/17 13:34,83.278,5.064,16,,
10/24/17 14:34,83.532,5.074,16,,
10/24/17 15:34,83.269,5.054,16,,
10/24/17 16:34,82.63,5.029,16,,
10/24/17 17:34,79.159,4.824,16,,
10/24/17 18:34,78.315,4.766,16,,
10/24/17 19:34,77.619,4.73,16,,
10/24/17 20:34,77.437,4.732,16,,
10/24/17 21:34,77.109,4.709,16,,
10/24/17 22:34,76.901,4.682,16,,
10/24/17 23:34,76.015,4.645,16,,
10/25/17 0:34,77.2,4.679,16,,
10/25/17 1:34,76.016,4.645,16,,
10/25/17 2:34,75.885,4.633,16,,
10/25/17 3:34,81.819,5,16,,
10/25/17 4:34,75.251,4.603,16,,
10/25/17 5:34,74.927,4.581,16,,
10/25/17 6:34,75.758,4.63,16,,
10/25/17 7:34,77.688,4.742,16,,
10/25/17 8:34,79.874,4.871,16,,
10/25/17 9:34,81.142,4.933,16,,
10/25/17 10:34,79.669,4.848,16,,
10/25/17 11:34,79.866,4.862,16,,
10/25/17 12:34,79.673,4.852,16,,
10/25/17 13:34,79.359,4.841,16,,
10/25/17 14:34,78.98,4.825,16,,
10/25/17 15:34,126.42,7.723,16,,
10/25/17 16:34,77.884,4.759,16,,
10/25/17 17:34,77.235,4.715,16,,
10/25/17 18:34,77.366,4.723,16,,
10/25/17 19:34,76.864,4.705,16,,
10/25/17 20:34,76.972,4.695,16,,
10/25/17 21:34,76.083,4.649,16,,
10/25/17 22:34,76.977,4.702,16,,
10/25/17 23:34,76.213,4.661,16,,
10/26/17 0:34,76.082,4.648,16,,
10/26/17 1:34,76.525,4.671,16,,
10/26/17 2:34,76.268,4.655,16,,
10/26/17 3:34,76.009,4.638,16,,
10/26/17 4:34,76.523,4.668,16,,
10/26/17 5:34,76.199,4.646,16,,
10/26/17 6:34,76.516,4.661,16,,
10/26/17 7:34,60.479,3.688,16,,
10/26/17 8:34,82.027,4.979,16,,
10/26/17 9:34,83.763,5.075,16,,
10/26/17 10:34,86.537,5.255,16,,
10/26/17 11:34,83.204,5.051,16,,
10/26/17 12:34,82.099,4.973,16,,
10/26/17 13:34,81.523,4.941,16,,
10/26/17 14:34,81.066,4.905,16,,
10/26/17 15:34,79.524,4.816,16,,
10/26/17 16:34,79.717,4.83,16,,
10/26/17 17:34,78.309,4.765,16,,
10/26/17 18:34,78.353,4.743,16,,
10/26/17 19:34,78.478,4.742,16,,
10/26/17 20:34,81.135,4.942,16,,
10/26/17 21:34,80.621,4.913,16,,
10/26/17 22:34,80.234,4.885,16,,
10/26/17 23:34,79.642,4.832,16,,
10/27/17 0:34,79.453,4.824,16,,
10/27/17 1:34,79.963,4.854,16,,
10/27/17 2:34,76.445,4.646,16,,
10/27/17 3:34,75.487,4.595,16,,
10/27/17 4:34,75.617,4.606,16,,
10/27/17 5:34,75.362,4.595,16,,
10/27/17 6:34,75.176,4.587,16,,
10/27/17 7:34,75.563,4.617,16,,
10/27/17 8:34,78.654,4.807,16,,
10/27/17 9:34,82.307,5.014,16,,
10/27/17 10:34,86.096,5.242,16,,
10/27/17 11:34,87.456,5.333,16,,
10/27/17 12:34,85.648,5.211,16,,
10/27/17 13:34,86.553,5.272,16,,
10/27/17 14:34,86.876,5.293,16,,
10/27/17 15:34,79.251,4.849,16,,
10/27/17 16:34,75.253,4.607,16,,
10/27/17 17:34,72.926,4.462,16,,
10/27/17 18:34,72.602,4.442,16,,
10/27/17 19:34,73.388,4.491,16,,
10/27/17 20:34,73.77,4.512,16,,
10/27/17 21:34,75.039,4.592,16,,
10/27/17 22:34,79.922,4.883,16,,
10/27/17 23:34,81.339,4.963,16,,
10/28/17 0:34,80.441,4.911,16,,
10/28/17 1:34,80.566,4.915,16,,
10/28/17 2:34,78.896,4.813,16,,
10/28/17 3:34,74.277,4.536,16,,
10/28/17 4:34,75.181,4.591,16,,
10/28/17 5:34,73.722,4.523,16,,
10/28/17 6:34,72.231,4.427,16,,
10/28/17 7:34,78.325,4.785,16,,
10/28/17 8:34,79.164,4.835,16,,
10/28/17 9:34,86.041,5.244,16,,
10/28/17 10:34,86.882,5.297,16,,
10/28/17 11:34,86.107,5.251,16,,
10/28/17 12:34,84.688,5.157,16,,
10/28/17 13:34,79.74,4.864,16,,
10/28/17 14:34,77.999,4.756,16,,
10/28/17 15:34,79.407,4.84,16,,
10/28/17 16:34,73.689,4.49,16,,
10/28/17 17:34,87.315,5.344,16,,
10/28/17 18:34,73.231,4.457,16,,
10/28/17 19:34,74.895,4.545,16,,
10/28/17 20:34,77.142,4.681,16,,
10/28/17 21:34,78.948,4.795,16,,
10/28/17 22:34,81.081,4.941,16,,
10/28/17 23:34,80.759,4.92,16,,
10/29/17 0:34,81.66,4.975,16,,
10/29/17 1:34,83.008,5.056,16,,
10/29/17 2:34,81.273,4.946,16,,
10/29/17 3:34,76.33,4.662,16,,
10/29/17 4:34,67.881,4.186,16,,
10/29/17 5:34,67.555,4.162,16,,
10/29/17 6:34,72.339,4.412,16,,
10/29/17 7:34,75.861,4.607,16,,
10/29/17 8:34,77.934,4.749,16,,
10/29/17 9:34,78.962,4.817,16,,
10/29/17 10:34,81.342,4.952,16,,
10/29/17 11:34,80.631,4.915,16,,
10/29/17 12:34,85.709,5.211,16,,
10/29/17 13:34,87.056,5.289,16,,
10/29/17 14:34,82.942,5.037,16,,
10/29/17 15:34,80.822,4.913,16,,
10/29/17 16:34,76.526,4.668,16,,
10/29/17 17:34,70.371,4.319,16,,
10/29/17 18:34,73.18,4.47,16,,
10/29/17 19:34,77.414,4.711,16,,
10/29/17 20:34,79.336,4.82,16,,
10/29/17 21:34,107.55,6.53,16,,
10/29/17 22:34,82.035,4.98,16,,
10/29/17 23:34,82.355,5,16,,
10/30/17 0:34,80.105,4.859,16,,
10/30/17 1:34,80.55,4.888,16,,
10/30/17 2:34,82.231,4.997,16,,
10/30/17 3:34,69.932,4.313,16,,
10/30/17 4:34,72.175,4.435,16,,
10/30/17 5:34,69.167,4.27,16,,
10/30/17 6:34,73.439,4.49,16,,
10/30/17 7:34,76.463,4.668,16,,
