time[YYYY-MM-DD hh:mm:ss PST], water_temperature,depth
7/28/16 20:54,7.601,35
7/28/16 22:54,7.573,35
7/29/16 0:54,7.565,35
7/29/16 2:54,7.529,35
7/29/16 4:54,7.53,35
7/29/16 6:54,7.491,35
7/29/16 8:54,7.492,35
7/29/16 10:54,7.53,35
7/29/16 12:54,7.633,35
7/29/16 14:54,7.59,35
7/29/16 16:54,7.561,35
7/29/16 18:54,7.506,35
7/29/16 20:54,7.507,35
7/29/16 22:54,7.517,35
7/30/16 0:54,7.65,35
7/30/16 2:54,7.573,35
7/30/16 4:54,7.516,35
7/30/16 6:54,7.488,35
7/30/16 8:54,7.488,35
7/30/16 10:54,7.509,35
7/30/16 12:54,7.561,35
7/30/16 14:54,7.693,35
7/30/16 16:54,7.584,35
7/30/16 18:54,7.539,35
7/30/16 20:54,7.48,35
7/30/16 22:54,7.488,35
7/31/16 0:54,7.517,35
7/31/16 2:54,7.561,35
7/31/16 4:54,7.537,35
7/31/16 6:54,7.508,35
7/31/16 8:54,7.478,35
7/31/16 10:54,7.466,35
7/31/16 12:54,7.47,35
7/31/16 14:54,7.557,35
7/31/16 16:54,7.518,35
7/31/16 18:54,7.508,35
7/31/16 20:54,7.482,35
7/31/16 22:54,7.519,35
8/1/16 0:54,7.469,35
8/1/16 2:54,7.489,35
8/1/16 4:54,7.498,35
8/1/16 6:54,7.47,35
8/1/16 8:54,7.454,35
8/1/16 10:54,7.45,35
8/1/16 12:54,7.454,35
8/1/16 14:54,7.471,35
8/1/16 16:54,7.485,35
8/1/16 18:54,7.472,35
8/1/16 20:54,7.454,35
8/1/16 22:54,7.442,35
8/2/16 0:54,7.454,35
8/2/16 2:54,7.494,35
8/2/16 4:54,7.505,35
8/2/16 6:54,7.495,35
8/2/16 8:54,7.479,35
8/2/16 10:54,7.452,35
8/2/16 12:54,7.447,35
8/2/16 14:54,7.491,35
8/2/16 16:54,7.519,35
8/2/16 18:54,7.505,35
8/2/16 20:54,7.462,35
8/2/16 22:54,7.469,35
8/3/16 0:54,7.457,35
8/3/16 2:54,7.5,35
8/3/16 4:54,7.514,35
8/3/16 6:54,7.498,35
8/3/16 8:54,7.458,35
8/3/16 10:54,7.456,35
8/3/16 12:54,7.437,35
8/3/16 14:54,7.468,35
8/3/16 16:54,7.548,35
8/3/16 18:54,7.496,35
8/3/16 20:54,7.448,35
8/3/16 22:54,7.444,35
8/4/16 0:54,7.444,35
8/4/16 2:54,7.455,35
8/4/16 4:54,7.511,35
8/4/16 6:54,7.403,35
8/4/16 8:54,7.346,35
8/4/16 10:54,7.338,35
8/4/16 12:54,7.414,35
8/4/16 14:54,7.512,35
8/4/16 16:54,7.36,35
8/4/16 18:54,7.25,35
8/4/16 20:54,7.223,35
8/4/16 22:54,7.215,35
8/5/16 0:54,7.256,35
8/5/16 2:54,7.28,35
8/5/16 4:54,7.34,35
8/5/16 6:54,7.294,35
8/5/16 8:54,7.294,35
8/5/16 10:54,7.301,35
8/5/16 12:54,7.325,35
8/5/16 14:54,7.356,35
8/5/16 16:54,7.375,35
8/5/16 18:54,7.421,35
8/5/16 20:54,7.363,35
8/5/16 22:54,7.359,35
8/6/16 0:54,7.36,35
8/6/16 2:54,7.388,35
8/6/16 4:54,7.391,35
8/6/16 6:54,7.394,35
8/6/16 8:54,7.39,35
8/6/16 10:54,7.375,35
8/6/16 12:54,7.361,35
8/6/16 14:54,7.407,35
8/6/16 16:54,7.386,35
8/6/16 18:54,7.411,35
8/6/16 20:54,7.379,35
8/6/16 22:54,7.344,35
8/7/16 0:54,7.339,35
8/7/16 2:54,7.344,35
8/7/16 4:54,7.371,35
8/7/16 6:54,7.412,35
8/7/16 8:54,7.399,35
8/7/16 10:54,7.398,35
8/7/16 12:54,7.413,35
8/7/16 14:54,7.434,35
8/7/16 16:54,7.462,35
8/7/16 18:54,7.49,35
