time[YYYY-MM-DD hh:mm:ss PST], nitrate,depth
6/27/18 16:35,28.72,35
6/27/18 17:35,29.04,35
6/27/18 18:35,29.16,35
6/27/18 19:35,29.56,35
6/27/18 20:35,29.55,35
6/27/18 21:35,29.8,35
6/27/18 22:35,29.97,35
6/27/18 23:35,30.11,35
6/28/18 0:35,30.14,35
6/28/18 1:35,29.96,35
6/28/18 2:35,29.62,35
6/28/18 3:35,29.22,35
6/28/18 4:35,29.24,35
6/28/18 5:35,29.47,35
6/28/18 6:35,29.37,35
6/28/18 7:35,29.5,35
6/28/18 8:35,29.42,35
6/28/18 9:35,29.25,35
6/28/18 10:35,29.26,35
6/28/18 11:35,29.47,35
6/28/18 12:35,29.48,35
6/28/18 13:35,29.47,35
6/28/18 14:35,28.87,35
6/28/18 16:35,28.44,35
6/28/18 17:35,28.65,35
6/28/18 18:35,28.61,35
6/28/18 19:35,28.63,35
6/28/18 20:35,28.99,35
6/28/18 21:35,29.48,35
6/28/18 22:35,29.96,35
6/28/18 23:35,29.86,35
6/29/18 0:35,30.03,35
6/29/18 1:35,29.9,35
6/29/18 2:35,29.84,35
6/29/18 3:35,29.76,35
6/29/18 4:35,29.61,35
6/29/18 5:35,29.64,35
6/29/18 6:35,29.44,35
6/29/18 7:35,29.63,35
6/29/18 8:35,29.5,35
6/29/18 10:20,29.31,35
6/29/18 11:20,29.24,35
6/29/18 12:20,29.02,35
6/29/18 13:20,29.2,35
6/29/18 14:20,28.75,35
6/29/18 15:20,28.85,35
6/29/18 16:20,28.38,35
6/29/18 17:20,28.44,35
6/29/18 18:20,28.48,35
6/29/18 19:20,29.26,35
6/29/18 20:20,29.4,35
6/29/18 21:20,29.44,35
6/29/18 22:20,29.69,35
6/29/18 23:20,29.65,35
6/30/18 0:20,29.68,35
6/30/18 1:20,29.76,35
6/30/18 2:20,29.55,35
6/30/18 3:20,29.52,35
6/30/18 4:20,29.35,35
6/30/18 5:20,29.31,35
6/30/18 6:20,29.26,35
6/30/18 7:20,29.37,35
6/30/18 8:20,29.39,35
6/30/18 9:20,29.37,35
6/30/18 10:20,29.43,35
6/30/18 11:20,29.45,35
6/30/18 12:20,29.61,35
6/30/18 13:20,29.38,35
6/30/18 14:20,29.1,35
6/30/18 15:20,29.22,35
6/30/18 16:20,29.41,35
6/30/18 17:20,29.33,35
6/30/18 18:20,29.04,35
6/30/18 19:20,28.99,35
6/30/18 20:20,29.39,35
6/30/18 21:20,29.41,35
6/30/18 22:20,29.98,35
6/30/18 23:20,29.93,35
7/1/18 0:20,29.95,35
7/1/18 1:20,29.97,35
7/1/18 2:20,29.96,35
7/1/18 3:20,29.91,35
7/1/18 4:20,29.67,35
7/1/18 5:20,29.21,35
7/1/18 6:20,29.59,35
7/1/18 7:20,29.53,35
7/1/18 8:20,29.43,35
7/1/18 9:20,29.36,35
7/1/18 10:20,29.57,35
7/1/18 11:20,29.63,35
7/1/18 12:20,29.57,35
7/1/18 13:20,29.76,35
7/1/18 14:20,29.7,35
7/1/18 15:20,29.6,35
7/1/18 16:20,29.43,35
7/1/18 17:20,29.53,35
7/1/18 18:20,29.19,35
7/1/18 19:20,29.24,35
7/1/18 20:20,29.81,35
7/1/18 21:20,30.01,35
7/1/18 22:20,29.8,35
7/1/18 23:20,30.02,35
7/2/18 0:20,30.32,35
7/2/18 1:20,30.22,35
7/2/18 2:20,30.11,35
7/2/18 3:20,30.69,35
7/2/18 4:20,29.89,35
7/2/18 5:20,29.53,35
7/2/18 6:20,29.97,35
7/2/18 7:20,29.71,35
7/2/18 8:20,29.97,35
7/2/18 9:20,29.83,35
7/2/18 10:20,29.89,35
7/2/18 11:20,30.32,35
7/2/18 12:20,30.19,35
7/2/18 13:20,30.37,35
7/2/18 14:20,30.38,35
7/2/18 15:20,30.38,35
7/2/18 16:20,29.88,35
7/2/18 17:20,29.38,35
7/2/18 18:20,29.94,35
7/2/18 19:20,30.16,35
7/2/18 20:20,29.77,35
7/2/18 21:20,0.42,35
7/2/18 22:20,29.66,35
7/2/18 23:20,30.55,35
7/3/18 0:20,30.39,35
7/3/18 1:20,30.27,35
7/3/18 2:20,30.26,35
7/3/18 3:20,30.37,35
7/3/18 4:20,30.41,35
7/3/18 5:20,30.07,35
7/3/18 6:20,29.99,35
7/3/18 7:20,29.88,35
7/3/18 8:20,29.84,35
7/3/18 9:20,29.89,35
7/3/18 10:20,29.88,35
7/3/18 11:20,29.83,35
7/3/18 12:20,29.65,35
7/3/18 13:20,29.74,35
7/3/18 14:20,29.9,35
7/3/18 15:20,29.82,35
7/3/18 16:20,29.87,35
7/3/18 17:20,29.64,35
7/3/18 18:20,29.92,35
7/3/18 19:20,29.57,35
7/3/18 20:20,29.49,35
7/3/18 21:20,29.81,35
7/3/18 22:20,30.67,35
7/3/18 23:20,30.61,35
7/4/18 0:20,30.49,35
7/4/18 1:20,30.58,35
7/4/18 2:20,30.64,35
7/4/18 3:20,30.67,35
7/4/18 4:20,30.74,35
7/4/18 5:20,30.66,35
7/4/18 6:20,30.17,35
7/4/18 7:20,30.02,35
7/4/18 8:20,29.95,35
7/4/18 9:20,30.01,35
7/4/18 10:20,30.1,35
7/4/18 11:20,30.1,35
7/4/18 12:20,30.16,35
7/4/18 13:20,30.25,35
7/4/18 14:20,30.1,35
7/4/18 15:20,30.23,35
7/4/18 16:20,30.47,35
7/4/18 17:20,30.21,35
7/4/18 18:20,29.71,35
7/4/18 19:20,29.84,35
7/4/18 20:20,29.88,35
7/4/18 21:20,29.96,35
7/4/18 22:20,29.96,35
7/4/18 23:20,30.24,35
7/5/18 0:20,30.13,35
7/5/18 1:20,30.05,35
7/5/18 2:20,30.22,35
7/5/18 3:20,30.36,35
7/5/18 4:20,30.25,35
7/5/18 5:20,30.36,35
7/5/18 6:20,30.07,35
7/5/18 7:20,30.06,35
7/5/18 8:20,29.99,35
7/5/18 9:20,29.71,35
7/5/18 10:20,29.63,35
7/5/18 11:20,29.67,35
7/5/18 12:20,29.55,35
7/5/18 13:20,29.47,35
7/5/18 14:20,29.72,35
7/5/18 15:20,29.53,35
7/5/18 16:20,29.22,35
7/5/18 17:20,29.27,35
7/5/18 18:20,29.14,35
7/5/18 19:20,29.2,35
7/5/18 20:20,29.54,35
7/5/18 21:20,29.73,35
7/5/18 22:20,29.62,35
7/5/18 23:20,29.64,35
7/6/18 0:20,29.59,35
7/6/18 1:20,29.5,35
7/6/18 2:20,29.26,35
7/6/18 3:20,29.46,35
7/6/18 4:20,29.79,35
7/6/18 5:20,29.81,35
7/6/18 6:20,29.69,35
7/6/18 7:20,29.46,35
7/6/18 8:20,29.59,35
7/6/18 9:20,29.39,35
7/6/18 10:20,29.03,35
7/6/18 11:20,28.86,35
7/6/18 12:20,28.95,35
7/6/18 13:20,28.79,35
7/6/18 14:20,28.63,35
7/6/18 15:20,28.48,35
7/6/18 16:20,28.5,35
7/6/18 17:20,28.9,35
7/6/18 18:20,29.08,35
7/6/18 19:20,29.1,35
7/6/18 20:20,28.78,35
7/6/18 21:20,29.25,35
7/6/18 22:20,28.66,35
7/6/18 23:20,28.67,35
7/7/18 0:20,28.16,35
7/7/18 1:20,28.09,35
7/7/18 2:20,27.99,35
7/7/18 3:20,28.26,35
7/7/18 4:20,28.63,35
7/7/18 5:20,28.77,35
7/7/18 6:20,28.8,35
7/7/18 7:20,28.88,35
7/7/18 8:20,28.9,35
7/7/18 9:20,28.49,35
7/7/18 10:20,28.26,35
7/7/18 11:20,27.76,35
7/7/18 12:20,27.71,35
7/7/18 13:20,27.23,35
7/7/18 14:20,27.4,35
7/7/18 15:20,27.12,35
7/7/18 16:20,27.64,35
7/7/18 17:20,27.65,35
7/7/18 18:20,27.8,35
7/7/18 19:20,28.09,35
7/7/18 20:20,28.4,35
7/7/18 21:20,28.59,35
7/7/18 22:20,28.6,35
7/7/18 23:20,28.38,35
