time[YYYY-MM-DD hh:mm:ss PST], turbidity, fluorescence
6/14/15 8:32,1.71,20.062
6/14/15 8:47,1.56,16.492
6/14/15 9:02,1.62,18.574
6/14/15 9:19,1.56,18.598
6/14/15 9:32,1.53,14.629
6/14/15 9:48,1.608,20.546
6/14/15 10:02,1.626,15.585
6/14/15 10:17,1.56,15.149
6/14/15 10:32,1.65,17.061
6/14/15 10:47,1.65,14.29
6/14/15 11:02,1.602,16.105
6/14/15 11:17,1.596,13.116
6/14/15 11:32,1.602,12.282
6/14/15 11:47,1.632,15.27
6/14/15 12:03,1.434,4.925
6/14/15 12:18,1.458,3.872
6/14/15 12:33,1.464,2.928
6/14/15 12:48,1.506,4.562
6/14/15 13:03,1.656,4.792
6/14/15 13:18,1.56,4.368
6/14/15 13:33,1.662,4.368
6/14/15 13:48,1.458,4.211
6/14/15 14:03,1.548,3.594
6/14/15 14:18,1.806,4.32
6/14/15 14:33,3.102,6.074
6/14/15 14:48,2.418,7.103
6/14/15 15:03,2.244,6.449
6/14/15 15:18,2.46,7.913
6/14/15 15:33,2.712,7.841
6/14/15 15:48,2.01,7.744
6/14/15 16:03,1.896,7.756
6/14/15 16:18,1.92,9.39
6/14/15 16:33,1.788,9.656
6/14/15 16:48,1.728,11.386
6/14/15 17:03,1.566,10.491
6/14/15 17:18,1.584,10.636
6/14/15 17:33,1.536,10.66
6/14/15 17:48,1.548,10.951
6/14/15 18:03,1.458,12.705
6/14/15 18:18,1.398,14.326
6/14/15 18:33,1.38,14.762
6/14/15 18:48,1.296,14.726
6/14/15 19:03,1.224,15.851
6/14/15 19:18,1.278,14.411
6/14/15 19:34,1.224,14.823
6/14/15 19:49,1.206,14.774
6/14/15 20:04,1.278,16.904
6/14/15 20:19,1.218,16.129
6/14/15 20:34,1.272,17.291
6/14/15 20:49,1.308,17.678
6/14/15 21:04,1.29,17.388
6/14/15 21:19,1.332,18.465
6/14/15 21:34,1.248,17.956
6/14/15 21:49,1.284,17.509
6/14/15 22:04,1.296,17.291
6/14/15 22:19,1.38,18.658
6/14/15 22:34,1.104,10.394
6/14/15 22:49,1.104,11.785
6/14/15 23:04,1.062,11.41
6/14/15 23:19,1.212,7.151
6/14/15 23:34,1.152,5.348
6/14/15 23:49,1.194,5.554
6/15/15 0:04,1.2,5.554
6/15/15 0:19,1.272,5.844
6/15/15 0:34,1.272,6.147
6/15/15 0:49,1.272,6.933
6/15/15 1:04,1.284,8.252
6/15/15 1:19,1.404,12.463
6/15/15 1:34,1.596,13.746
6/15/15 1:49,1.638,14.181
6/15/15 2:04,1.524,15.694
6/15/15 2:19,1.602,17.787
6/15/15 2:34,1.554,17.545
6/15/15 2:49,1.548,20.909
6/15/15 3:05,1.776,20.558
6/15/15 3:20,1.74,22.833
6/15/15 3:35,2.01,20.957
6/15/15 3:50,1.974,22.446
6/15/15 4:05,1.992,23.401
6/15/15 4:20,1.986,21.756
6/15/15 4:35,1.908,22.591
6/15/15 4:50,1.836,22.107
6/15/15 5:05,1.77,24.442
6/15/15 5:20,1.698,23.232
6/15/15 5:35,1.71,24.236
6/15/15 5:50,1.638,22.421
6/15/15 6:05,1.626,22.663
6/15/15 6:20,1.596,20.28
6/15/15 6:35,1.47,18.138
6/15/15 6:50,1.422,17.206
6/15/15 7:05,1.374,17.46
6/15/15 7:20,1.458,16.855
6/15/15 7:35,1.578,17.908
6/15/15 7:50,1.446,16.383
6/15/15 8:05,1.452,15.307
6/15/15 8:20,1.488,14.472
6/15/15 8:35,1.53,15.234
6/15/15 8:50,1.452,14.931
6/15/15 9:05,1.458,14.012
6/15/15 9:20,1.44,14.556
6/15/15 9:35,1.47,14.23
6/15/15 9:50,1.41,13.588
6/15/15 10:05,1.398,14.665
6/15/15 10:20,1.482,12.294
6/15/15 10:36,1.23,8.216
6/15/15 10:51,1.152,5.058
6/15/15 11:06,1.194,4.417
6/15/15 11:21,1.254,3.739
6/15/15 11:36,1.224,3.485
6/15/15 11:51,1.212,3.424
6/15/15 12:06,1.308,3.57
6/15/15 12:21,1.548,3.836
6/15/15 12:36,1.782,3.388
6/15/15 12:51,1.602,2.783
6/15/15 13:06,1.59,3.194
6/15/15 13:21,1.614,4.32
6/15/15 13:36,1.53,4.707
6/15/15 13:51,1.536,5.034
6/15/15 14:06,1.512,5.602
6/15/15 14:21,1.638,6.97
6/15/15 14:36,1.572,7.478
6/15/15 14:51,1.596,9.414
6/15/15 15:06,1.602,10.83
6/15/15 15:21,1.68,11.616
6/15/15 15:36,2.082,14.968
6/15/15 15:51,2.484,14.677
6/15/15 16:06,2.142,13.988
6/15/15 16:21,2.142,11.193
6/15/15 16:36,1.944,13.419
6/15/15 16:51,1.776,15.887
6/15/15 17:06,1.62,16.94
6/15/15 17:21,1.602,18.876
6/15/15 17:36,1.56,19.275
6/15/15 17:51,1.458,18.791
6/15/15 18:07,1.446,20.34
6/15/15 18:22,1.512,21.526
6/15/15 18:37,1.464,22.191
6/15/15 18:52,1.458,21.369
6/15/15 19:07,1.41,22.76
6/15/15 19:22,1.446,23.51
6/15/15 19:37,1.488,24.2
6/15/15 19:52,1.512,23.849
6/15/15 20:07,1.446,23.014
6/15/15 20:22,1.428,24.261
6/15/15 20:37,1.524,27.975
6/15/15 20:52,1.404,23.704
6/15/15 21:07,1.368,25.519
6/15/15 21:22,1.35,26.681
6/15/15 21:37,1.356,22.978
6/15/15 21:52,1.38,24.454
6/15/15 22:07,1.362,23.522
6/15/15 22:22,1.374,23.486
6/15/15 22:37,1.284,21.151
6/15/15 22:52,1.236,17.448
6/15/15 23:07,1.206,11.931
6/15/15 23:22,1.206,10.854
6/15/15 23:37,1.146,9.039
6/15/15 23:52,1.182,10.624
6/16/15 0:07,1.158,9.692
6/16/15 0:22,1.2,9.898
6/16/15 0:37,1.182,9.462
6/16/15 0:52,1.05,7.139
6/16/15 1:07,1.02,6.522
6/16/15 1:22,1.068,6.413
6/16/15 1:38,1.05,6.788
6/16/15 1:53,1.056,6.292
6/16/15 2:08,1.152,5.59
6/16/15 2:23,1.086,5.977
6/16/15 2:38,1.11,6.522
6/16/15 2:53,1.02,5.167
6/16/15 3:08,1.074,5.917
6/16/15 3:23,1.104,7.514
6/16/15 3:38,1.14,10.6
6/16/15 3:53,1.308,11.531
6/16/15 4:08,1.542,12.705
6/16/15 4:23,1.542,14.665
6/16/15 4:38,1.542,14.411
6/16/15 4:53,1.56,15.161
6/16/15 5:08,1.644,15.597
6/16/15 5:23,1.698,18.09
6/16/15 5:38,1.602,18.549
6/16/15 5:53,1.41,16.202
6/16/15 6:08,1.386,17.17
6/16/15 6:23,1.458,20.485
6/16/15 6:38,1.428,21.49
6/16/15 6:53,1.416,21.344
6/16/15 7:08,1.362,21.381
6/16/15 7:23,1.428,19.687
6/16/15 7:38,1.422,18.283
6/16/15 7:53,1.452,16.48
6/16/15 8:08,1.284,14.871
6/16/15 8:23,1.302,15.67
6/16/15 8:38,1.386,18.888
6/16/15 8:53,1.368,16.408
6/16/15 9:09,1.236,10.091
6/16/15 9:24,1.362,11.568
6/16/15 9:39,1.392,7.054
6/16/15 9:54,1.272,5.614
6/16/15 10:09,1.368,7.55
6/16/15 10:24,1.428,11.919
6/16/15 10:39,1.38,10.781
6/16/15 10:54,1.386,10.624
6/16/15 11:09,1.338,9.184
6/16/15 11:24,1.518,9.68
6/16/15 11:39,1.446,7.248
6/16/15 11:54,1.368,6.316
6/16/15 12:09,1.398,6.57
6/16/15 12:24,1.416,7.466
6/16/15 12:39,1.356,7.2
6/16/15 12:54,1.32,4.84
6/16/15 13:09,1.242,4.792
6/16/15 13:24,1.236,4.598
6/16/15 13:39,1.26,4.283
6/16/15 13:54,1.164,2.239
6/16/15 14:09,1.194,2.65
6/16/15 14:24,1.2,2.553
6/16/15 14:39,1.206,2.916
6/16/15 14:54,1.206,2.723
6/16/15 15:09,1.218,3.364
6/16/15 15:24,1.266,3.231
6/16/15 15:39,1.278,2.783
6/16/15 15:54,1.326,4.235
6/16/15 16:10,1.392,3.957
6/16/15 16:25,1.458,5.457
6/16/15 16:40,1.47,5.893
6/16/15 16:55,1.488,7.696
6/16/15 17:10,1.578,8.494
6/16/15 17:25,1.668,12.354
6/16/15 17:40,1.794,12.487
6/16/15 17:55,1.89,13.77
6/16/15 18:10,1.746,13.371
6/16/15 18:25,1.692,14.944
6/16/15 18:40,1.704,16.468
6/16/15 18:55,1.614,14.605
6/16/15 19:10,1.584,12.995
6/16/15 19:25,1.668,14.169
6/16/15 19:40,1.572,13.383
6/16/15 19:55,1.548,14.956
6/16/15 20:10,1.554,14.278
6/16/15 20:25,1.482,13.298
6/16/15 20:40,1.488,13.201
6/16/15 20:55,1.524,15.415
6/16/15 21:10,1.404,14.98
6/16/15 21:25,1.578,15.198
6/16/15 21:40,1.482,15.379
6/16/15 21:55,1.326,14.895
6/16/15 22:10,1.374,14.544
6/16/15 22:25,1.428,14.266
6/16/15 22:40,1.506,14.653
6/16/15 22:55,1.44,13.237
6/16/15 23:10,1.548,15.198
6/16/15 23:25,1.422,13.649
6/16/15 23:40,1.422,15.294
6/16/15 23:55,1.41,16.952
6/17/15 0:11,1.332,13.274
6/17/15 0:26,1.176,9.753
6/17/15 0:41,1.224,10.781
6/17/15 0:56,1.362,10.757
6/17/15 1:11,1.128,7.986
6/17/15 1:26,1.182,7.623
6/17/15 1:41,1.272,6.921
6/17/15 1:56,1.308,6.728
6/17/15 2:11,1.368,7.998
6/17/15 2:26,1.356,9.075
6/17/15 2:41,1.38,10.418
6/17/15 2:56,1.35,10.769
6/17/15 3:11,1.428,11.435
6/17/15 3:26,1.452,13.806
6/17/15 3:41,1.392,13.782
6/17/15 3:56,1.416,11.084
6/17/15 4:11,1.5,14.363
6/17/15 4:26,1.458,12.354
6/17/15 4:41,1.374,11.047
6/17/15 4:56,1.368,10.6
6/17/15 5:11,1.314,10.842
6/17/15 5:26,1.578,19.312
6/17/15 5:41,1.404,14.762
6/17/15 5:56,1.38,12.572
6/17/15 6:11,1.248,8.603
6/17/15 6:26,1.29,7.623
6/17/15 6:41,1.302,7.901
6/17/15 6:56,1.224,6.909
6/17/15 7:11,1.212,10.031
6/17/15 7:26,1.176,6.486
6/17/15 7:42,1.212,7.054
6/17/15 7:57,1.248,5.36
6/17/15 8:12,1.068,3.799
6/17/15 8:27,1.122,3.678
6/17/15 8:42,1.062,4.211
6/17/15 8:57,1.032,4.308
6/17/15 9:12,0.99,3.231
6/17/15 9:27,1.02,3.824
6/17/15 9:42,1.116,5.106
6/17/15 9:57,1.14,5.3
6/17/15 10:12,1.056,5.239
6/17/15 10:27,1.164,6.752
6/17/15 10:42,1.116,6.425
6/17/15 10:57,1.194,6.619
6/17/15 11:12,1.08,4.175
6/17/15 11:27,1.23,5.034
6/17/15 11:42,1.158,4.634
6/17/15 11:57,1.188,4.175
6/17/15 12:12,1.266,4.731
6/17/15 12:27,1.248,4.32
6/17/15 12:42,1.182,3.933
6/17/15 12:57,1.248,4.017
6/17/15 13:12,1.296,5.215
6/17/15 13:27,1.284,4.695
6/17/15 13:42,1.152,4.078
6/17/15 13:57,1.206,3.449
6/17/15 14:12,1.242,4.32
6/17/15 14:27,1.242,3.993
6/17/15 14:42,1.254,3.485
6/17/15 14:57,1.218,2.71
6/17/15 15:13,1.26,2.505
6/17/15 15:28,1.296,2.456
6/17/15 15:43,1.242,3.049
6/17/15 15:58,1.542,3.013
6/17/15 16:13,1.344,2.965
6/17/15 16:28,1.728,3.739
6/17/15 16:43,1.47,5.07
6/17/15 16:58,1.53,5.905
6/17/15 17:13,1.596,5.869
6/17/15 17:28,2.868,6.498
6/17/15 17:43,1.812,11.689
6/17/15 17:58,1.74,11.761
6/17/15 18:13,1.578,12.136
6/17/15 18:28,1.41,14.919
6/17/15 18:43,1.5,12.511
6/17/15 18:58,1.482,12.911
6/17/15 19:13,1.452,14.278
6/17/15 19:28,1.434,13.927
6/17/15 19:43,1.464,15.307
6/17/15 19:58,1.368,15.452
6/17/15 20:13,1.266,15.585
6/17/15 20:28,1.266,19.348
6/17/15 20:43,1.272,19.094
6/17/15 20:58,1.266,18.864
6/17/15 21:13,1.23,20.885
6/17/15 21:28,1.212,21.187
6/17/15 21:43,1.158,19.941
6/17/15 21:58,1.164,19.033
6/17/15 22:13,1.218,22.288
6/17/15 22:28,1.224,21.381
6/17/15 22:44,1.164,16.287
6/17/15 22:59,1.158,18.658
6/17/15 23:14,1.17,18.416
6/17/15 23:29,1.134,16.964
6/17/15 23:44,1.104,17.109
6/17/15 23:59,1.098,16.952
6/18/15 0:14,1.134,15.694
6/18/15 0:29,1.14,16.081
6/18/15 0:44,1.152,15.863
6/18/15 0:59,1.248,17.848
6/18/15 1:14,1.284,18.67
6/18/15 1:29,1.272,17.872
6/18/15 1:44,1.248,18.077
6/18/15 1:59,1.32,18.852
6/18/15 2:14,1.272,19.082
6/18/15 2:29,1.272,18.803
6/18/15 2:44,1.098,10.89
6/18/15 2:59,1.08,10.745
6/18/15 3:14,1.128,10.249
6/18/15 3:29,1.074,8.99
6/18/15 3:44,1.074,9.172
6/18/15 3:59,1.068,8.833
6/18/15 4:14,1.11,10.66
6/18/15 4:29,1.266,11.011
6/18/15 4:44,1.362,13.008
6/18/15 4:59,1.482,13.407
6/18/15 5:14,1.278,10.091
6/18/15 5:29,1.296,10.987
6/18/15 5:45,1.35,11.459
6/18/15 5:59,1.374,13.298
6/18/15 6:15,1.326,12.802
6/18/15 6:30,1.32,14.847
6/18/15 6:45,1.32,14.944
6/18/15 7:00,1.386,18.005
6/18/15 7:15,1.236,13.334
6/18/15 7:30,1.062,11.314
6/18/15 7:45,1.002,9.874
6/18/15 8:00,1.152,12.753
6/18/15 8:15,1.386,14.048
6/18/15 8:30,1.284,10.793
6/18/15 8:45,1.17,11.447
6/18/15 9:00,1.188,9.365
6/18/15 9:15,1.152,7.538
6/18/15 9:30,1.182,6.171
6/18/15 12:00,0,0.012
6/18/15 12:15,0,0.012
6/18/15 12:30,0,0.012
6/18/15 12:45,0,0.012
6/18/15 13:01,0,0.012
6/18/15 13:15,0,0.012
6/18/15 13:30,0,0.012
6/18/15 13:46,0,0.012
6/18/15 14:01,0.234,0.012
6/18/15 14:16,0,0.012
6/18/15 14:16,0,0.012
6/18/15 14:31,0,0.012
6/18/15 14:46,0.138,0
6/18/15 15:01,0.156,0.012
6/18/15 15:07,0.15,0
6/20/15 10:58,0.168,-0.024
6/20/15 11:13,0.126,0.157
6/20/15 11:28,0,0.012
6/20/15 11:43,0,0.012
6/20/15 11:58,0,0.012
6/20/15 12:14,0,0.012
6/20/15 12:29,0,0.012
6/20/15 12:43,0,0.012
6/20/15 12:59,0.21,-0.194
6/20/15 13:44,0.99,5.457
6/20/15 14:01,0.984,4.888
6/20/15 14:06,0.984,4.888
6/20/15 14:16,0.99,5.953
6/20/15 14:29,1.002,5.566
6/20/15 14:31,1.002,5.566
6/20/15 14:31,1.002,5.566
6/20/15 14:46,1.11,5.36
6/20/15 14:48,1.11,5.36
6/20/15 15:01,0.984,4.755
6/20/15 15:02,0.984,4.755
6/20/15 15:14,0.99,2.105
6/20/15 15:29,1.104,1.815
6/20/15 15:44,1.08,1.984
6/20/15 15:59,1.128,2.335
6/20/15 16:14,1.122,3.098
6/20/15 16:29,1.584,4.429
6/20/15 16:44,1.206,7.248
6/20/15 16:59,1.284,7.659
6/20/15 17:14,1.374,8.567
6/20/15 17:29,1.368,8.627
6/20/15 17:44,1.68,8.083
6/20/15 17:59,1.488,10.2
6/20/15 18:14,1.476,10.696
6/20/15 18:29,1.524,12.221
6/20/15 18:44,1.428,15.137
6/20/15 18:59,2.148,16.456
6/20/15 19:14,1.356,16.65
6/20/15 19:30,1.464,17.255
6/20/15 19:45,1.296,15.73
6/20/15 20:00,1.266,14.314
6/20/15 20:15,1.236,12.753
6/20/15 20:30,1.242,13.746
6/20/15 20:46,1.272,14.193
6/21/15 0:15,1.098,16.589
6/21/15 0:30,1.068,16.008
6/21/15 0:45,1.086,15.887
6/21/15 1:00,0.96,14.387
6/21/15 1:15,0.966,14.447
6/21/15 1:30,0.936,13.479
6/21/15 1:45,0.876,13.963
6/21/15 2:00,0.882,12.403
6/21/15 2:15,0.9,12.451
6/21/15 2:30,0.912,13.104
6/21/15 2:45,0.936,13.467
6/21/15 3:00,1.014,15.004
6/21/15 3:15,1.008,15.028
6/21/15 3:30,0.966,13.915
6/21/15 3:45,0.996,14.157
6/21/15 4:01,1.074,15.028
6/21/15 4:16,1.014,14.435
6/21/15 4:31,0.96,15.173
6/21/15 4:46,0.924,12.294
6/21/15 5:01,0.894,5.288
6/21/15 5:16,6.312,5.264
6/21/15 5:31,0.978,6.461
6/21/15 5:46,1.056,6.873
6/21/15 6:01,0.96,8.543
6/21/15 6:16,1.146,8.978
6/21/15 6:31,0.984,8.652
6/21/15 6:46,1.002,6.849
6/21/15 7:01,1.05,6.195
6/21/15 7:16,1.044,5.372
6/21/15 7:31,1.08,4.271
6/21/15 7:46,1.032,3.824
6/21/15 8:01,1.026,3.836
6/21/15 8:16,0.984,4.005
6/21/15 8:31,1.23,3.57
6/21/15 8:46,1.014,3.933
6/21/15 9:01,1.008,3.86
6/21/15 9:16,0.978,3.606
6/21/15 9:31,0.96,3.424
6/21/15 9:46,0.948,3.086
6/21/15 10:01,0.918,3.073
6/21/15 10:16,0.882,2.916
6/21/15 10:31,0.912,2.783
6/21/15 10:46,0.9,2.71
6/21/15 11:01,0.924,2.553
6/21/15 11:16,0.846,2.42
6/21/15 11:32,0.864,2.505
6/21/15 11:47,0.984,2.638
6/21/15 12:02,0.906,2.517
6/21/15 12:17,0.846,2.807
6/21/15 12:32,0.804,2.723
6/21/15 12:47,0.858,3.049
6/21/15 13:02,0.9,3.098
6/21/15 13:17,0.87,4.356
6/21/15 13:32,0.828,3.182
6/21/15 13:47,0.9,2.965
6/21/15 14:02,0.882,3.182
6/21/15 14:17,0.876,2.868
6/21/15 14:32,0.912,3.061
6/21/15 14:47,0.876,2.771
6/21/15 15:02,0.828,2.916
6/21/15 15:17,0.816,3.073
6/21/15 15:32,0.852,3.412
6/21/15 15:47,0.888,4.441
6/21/15 16:02,0.84,3.703
6/21/15 16:17,0.81,4.078
6/21/15 16:32,0.822,3.872
6/21/15 16:47,0.84,2.468
6/21/15 17:02,0.846,2.614
6/21/15 17:17,0.906,3.061
6/21/15 17:32,0.966,3.654
6/21/15 17:47,0.984,3.073
6/21/15 18:02,1.02,3.666
6/21/15 18:17,1.026,2.989
6/21/15 18:32,1.092,3.013
6/21/15 18:47,1.062,3.049
6/21/15 19:03,1.08,3.328
6/21/15 19:18,1.122,3.848
6/21/15 19:33,1.098,4.187
6/21/15 19:48,1.122,4.32
6/21/15 20:03,1.146,4.38
6/21/15 20:18,1.152,4.114
6/21/15 20:33,1.14,4.211
6/21/15 20:48,1.122,4.271
6/21/15 21:03,1.122,4.175
6/21/15 21:18,1.14,4.489
6/21/15 21:33,1.086,4.283
6/21/15 21:48,1.128,4.211
6/21/15 22:03,1.098,4.126
6/21/15 22:18,1.086,4.308
6/21/15 22:33,1.044,4.767
6/21/15 22:48,1.032,4.695
6/21/15 23:03,1.038,4.659
6/21/15 23:18,1.026,4.55
6/21/15 23:33,1.026,4.368
6/21/15 23:48,1.014,5.59
6/22/15 0:03,1.002,4.743
6/22/15 0:18,1.014,3.884
6/22/15 0:33,1.032,3.618
6/22/15 0:48,1.002,3.812
6/22/15 1:03,0.984,4.429
6/22/15 1:18,0.972,3.824
6/22/15 1:33,0.984,3.678
6/22/15 1:48,0.966,3.872
6/22/15 2:03,0.966,8.748
6/22/15 2:18,0.984,7.575
6/22/15 2:34,1.038,8.313
6/22/15 2:49,1.104,15.21
6/22/15 3:04,0.96,7.417
6/22/15 3:19,0.936,8.131
6/22/15 3:34,0.936,5.179
6/22/15 3:49,0.888,6.994
6/22/15 4:04,0.972,8.797
6/22/15 4:19,0.924,11.737
6/22/15 4:34,0.9,6.607
6/22/15 4:49,0.972,6.873
6/22/15 5:04,0.87,4.114
6/22/15 5:19,0.882,4.441
6/22/15 5:34,0.9,4.828
6/22/15 5:49,0.912,5.215
6/22/15 6:04,1.014,6.195
6/22/15 6:19,0.984,5.869
6/22/15 6:34,1.11,8.204
6/22/15 6:49,1.176,8.603
6/22/15 7:04,1.092,8.47
6/22/15 7:19,1.128,10.007
6/22/15 7:34,1.134,11.773
6/22/15 7:49,0.918,6.28
6/22/15 8:04,1.05,8.809
6/22/15 8:19,1.128,10.418
6/22/15 8:34,1.11,8.289
6/22/15 8:49,0.972,7.357
6/22/15 9:04,0.906,6.147
6/22/15 9:20,0.924,5.542
6/22/15 9:34,0.912,5.748
6/22/15 9:49,0.912,5.929
6/22/15 10:05,0.966,5.965
6/22/15 10:20,0.972,6.546
6/22/15 10:35,1.008,6.486
6/22/15 10:50,0.954,6.086
6/22/15 11:05,0.894,4.876
6/22/15 11:20,0.834,4.574
6/22/15 11:35,0.924,4.55
6/22/15 11:50,0.858,3.933
6/22/15 12:05,0.852,3.57
6/22/15 12:20,0.834,2.795
6/22/15 12:35,0.894,3.328
6/22/15 12:50,0.93,3.291
6/22/15 13:05,0.858,3.945
6/22/15 13:20,0.858,2.505
6/22/15 13:35,0.852,2.565
6/22/15 13:50,0.942,2.88
6/22/15 14:05,0.906,3.037
6/22/15 14:20,0.912,3.098
6/22/15 14:35,0.996,3.485
6/22/15 14:50,0.894,2.892
6/22/15 15:05,0.96,3.34
6/22/15 15:20,0.96,3.485
6/22/15 15:35,1.014,3.908
6/22/15 15:50,1.056,4.259
6/22/15 16:05,1.038,4.719
6/22/15 16:20,1.002,4.525
6/22/15 16:35,0.984,4.695
6/22/15 16:50,0.888,3.872
6/22/15 17:05,1.032,5.421
6/22/15 17:20,1.068,5.397
6/22/15 17:36,1.092,6.062
6/22/15 17:51,1.146,7.296
6/22/15 18:06,1.08,8.047
6/22/15 18:21,1.032,8.458
6/22/15 18:36,0.966,8.978
6/22/15 18:51,0.984,10.285
6/22/15 19:06,0.9,8.143
6/22/15 19:21,0.93,7.321
6/22/15 19:36,0.954,3.993
6/22/15 19:51,0.96,3.533
6/22/15 20:06,0.948,4.235
6/22/15 20:21,0.984,5.518
6/22/15 20:36,0.972,7.369
6/22/15 20:51,1.014,8.325
6/22/15 21:06,0.996,8.724
6/22/15 21:21,1.062,6.921
6/22/15 21:36,1.122,7.163
6/22/15 21:51,1.218,10.043
6/22/15 22:06,1.2,4.876
6/22/15 22:21,1.23,4.743
6/22/15 22:36,1.272,10.188
6/22/15 22:51,1.338,13.407
6/22/15 23:06,1.368,13.371
6/22/15 23:21,1.29,12.717
6/22/15 23:36,1.284,15.246
6/22/15 23:51,1.218,11.652
6/23/15 0:06,1.206,12.548
6/23/15 0:21,1.224,15.173
6/23/15 0:36,1.332,10.43
6/23/15 0:51,1.2,12.112
6/23/15 1:07,1.23,14.133
6/23/15 1:22,1.29,12.826
6/23/15 1:37,1.158,10.563
6/23/15 1:52,1.194,13.516
6/23/15 2:07,1.176,12.294
6/23/15 2:22,1.278,14.024
6/23/15 2:37,1.326,14.593
6/23/15 2:52,1.17,11.628
6/23/15 3:07,1.116,11.374
6/23/15 3:22,1.008,8.373
6/23/15 3:37,1.014,7.986
6/23/15 3:52,0.876,7.671
6/23/15 4:07,0.93,7.684
6/23/15 4:22,0.924,8.712
6/23/15 4:37,0.9,8.857
6/23/15 4:52,1.086,13.479
6/23/15 5:07,1.146,17.448
6/23/15 5:22,1.032,13.334
6/23/15 5:37,0.99,12.136
6/23/15 5:52,0.972,11.362
6/23/15 6:07,0.906,7.865
6/23/15 6:22,1.002,7.696
6/23/15 6:37,0.9,5.445
6/23/15 6:52,0.996,6.703
6/23/15 7:07,0.972,5.203
6/23/15 7:22,0.996,5.094
6/23/15 7:37,1.008,4.731
6/23/15 7:52,1.08,4.695
6/23/15 8:08,1.08,4.235
6/23/15 8:22,1.182,4.538
6/23/15 8:38,1.17,4.441
6/23/15 8:53,1.152,4.053
6/23/15 9:08,1.176,3.642
6/23/15 9:23,1.176,3.872
6/23/15 9:38,1.104,3.509
6/23/15 9:53,0.942,2.807
6/23/15 10:08,0.906,2.735
6/23/15 10:23,0.87,3.061
6/23/15 10:38,0.834,3.122
6/23/15 10:53,0.912,3.945
6/23/15 11:08,0.918,3.86
6/23/15 11:23,0.81,3.001
6/23/15 11:38,0.738,2.021
6/23/15 11:53,0.876,3.63
6/23/15 12:08,0.834,3.836
6/23/15 12:23,0.9,4.223
6/23/15 12:38,0.81,2.662
6/23/15 12:53,0.918,3.279
6/23/15 13:08,0.912,3.969
6/23/15 13:23,0.846,2.892
6/23/15 13:38,0.798,3.557
6/23/15 13:53,0.852,2.856
6/23/15 14:08,0.996,4.671
6/23/15 14:23,0.9,3.279
6/23/15 14:38,0.876,4.283
6/23/15 14:53,0.876,3.824
6/23/15 15:08,0.87,3.436
6/23/15 15:23,0.888,4.864
6/23/15 15:38,0.894,4.683
6/23/15 15:53,0.84,4.356
6/23/15 16:09,0.918,3.92
6/23/15 16:24,1.002,5.506
6/23/15 16:39,0.96,6.631
6/23/15 16:54,0.996,9.039
6/23/15 17:09,0.93,7.938
6/23/15 17:24,0.966,7.768
6/23/15 17:39,0.942,7.998
6/23/15 17:54,1.044,14.193
6/23/15 18:09,1.056,14.859
6/23/15 18:24,1.02,15.379
6/23/15 18:39,1.092,15.428
6/23/15 18:54,0.966,7.998
6/23/15 19:09,1.038,8.325
6/23/15 19:24,1.056,9.753
6/23/15 19:39,1.038,9.244
6/23/15 19:54,1.104,11.132
6/23/15 20:09,1.122,10.999
6/23/15 20:24,1.14,11.289
6/23/15 20:39,1.134,11.229
6/23/15 20:54,1.158,11.072
6/23/15 21:09,1.164,11.483
6/23/15 21:24,1.158,11.193
6/23/15 21:39,1.152,10.333
6/23/15 21:54,1.32,10.079
6/23/15 22:09,1.224,9.765
6/23/15 22:24,1.236,10.043
6/23/15 22:39,1.29,10.745
6/23/15 22:54,1.242,9.438
6/23/15 23:10,1.326,9.995
6/23/15 23:25,1.254,9.753
6/23/15 23:40,1.224,10.237
6/23/15 23:55,1.164,9.825
6/24/15 0:10,1.23,11.084
6/24/15 0:25,1.23,11.58
6/24/15 0:40,1.182,11.241
6/24/15 0:55,1.158,12.282
6/24/15 1:10,1.08,11.87
6/24/15 1:25,1.302,15.682
6/24/15 1:40,1.722,21.623
6/24/15 1:55,1.392,18.985
6/24/15 2:10,1.434,19.892
6/24/15 2:25,1.296,19.179
6/24/15 2:40,1.212,19.65
6/24/15 2:55,1.386,20.812
6/24/15 3:10,1.236,17.194
6/24/15 3:25,1.314,19.033
6/24/15 3:40,1.356,20.062
6/24/15 3:55,1.302,20.812
6/24/15 4:10,1.308,21.163
6/24/15 4:25,1.464,21.393
6/24/15 4:40,1.152,18.949
6/24/15 4:55,1.362,22.869
6/24/15 5:10,1.158,19.832
6/24/15 5:25,1.17,20.461
6/24/15 5:40,0.972,14.677
6/24/15 5:55,1.086,18.392
6/24/15 6:10,1.014,16.347
6/24/15 6:25,1.14,17.751
6/24/15 6:40,1.17,18.779
6/24/15 6:55,1.194,19.445
6/24/15 7:11,1.05,15.706
6/24/15 7:26,0.99,11.979
6/24/15 7:41,1.05,10.987
6/24/15 7:56,1.05,10.14
6/24/15 8:11,1.014,9.075
6/24/15 8:26,1.05,6.655
6/24/15 8:41,0.972,7.611
6/24/15 8:56,1.026,6.752
6/24/15 9:11,1.008,5.082
6/24/15 9:26,0.99,4.574
6/24/15 9:41,1.17,7.454
6/24/15 9:56,1.014,7.417
6/24/15 10:11,1.05,8.446
6/24/15 10:26,0.894,3.497
6/24/15 10:41,0.852,3.158
6/24/15 10:56,0.912,3.315
