time[YYYY-MM-DD hh:mm:ss PST], turbidity, fluorescence
5/24/15 12:10,0.162,0.012
5/24/15 12:25,0.174,0.036
5/24/15 12:40,0.162,0.048
5/24/15 12:55,0.27,0.048
5/24/15 13:11,0.156,0.048
5/24/15 13:26,0.168,0.012
5/24/15 13:41,0,0.012
5/24/15 13:56,0,0.012
5/24/15 14:11,0,0.012
5/24/15 14:26,0,0.012
5/24/15 14:41,0,0.012
5/24/15 14:56,0,0.012
5/24/15 15:11,0,0.012
5/24/15 15:26,0,0.012
5/24/15 15:41,0,0.012
5/24/15 15:56,0,0.012
5/24/15 16:11,0,0.012
5/24/15 16:26,0,0.012
5/24/15 16:41,0,0.012
5/24/15 17:26,0.624,4.175
5/24/15 17:41,0.564,7.357
5/24/15 17:56,0.516,4.308
5/24/15 18:11,0.534,5.409
5/24/15 18:26,0.504,5.36
5/24/15 18:41,0.522,5.07
5/24/15 18:56,0.666,1.851
5/24/15 19:11,0.672,1.876
5/24/15 19:26,0.588,1.851
5/24/15 19:41,0.57,1.186
5/24/15 19:56,0.696,1.186
5/24/15 20:11,0.756,1.053
5/24/15 20:26,0.648,1.162
5/24/15 20:42,0.618,1.246
5/24/15 20:57,0.636,1.21
5/24/15 21:12,0.768,1.137
5/24/15 21:27,0.714,1.234
5/24/15 21:42,0.792,1.234
5/24/15 21:57,0.696,1.367
5/24/15 22:12,0.636,1.452
5/24/15 22:27,0.522,1.67
5/24/15 22:42,0.516,1.767
5/24/15 22:57,0.486,1.827
5/24/15 23:12,0.444,1.742
5/24/15 23:27,0.432,1.839
5/24/15 23:42,0.396,1.706
5/24/15 23:57,0.372,1.646
5/25/15 0:12,0.354,1.779
5/25/15 0:27,0.354,1.827
5/25/15 0:42,0.36,1.803
5/25/15 0:57,0.33,1.755
5/25/15 1:12,0.354,1.936
5/25/15 1:27,0.336,1.936
5/25/15 1:42,0.354,1.948
5/25/15 1:57,0.348,2.142
5/25/15 2:12,0.354,2.553
5/25/15 2:27,0.348,2.686
5/25/15 2:42,0.342,3.001
5/25/15 2:57,0.354,3.001
5/25/15 3:12,0.324,2.807
5/25/15 3:27,0.378,2.735
5/25/15 3:42,0.354,3.146
5/25/15 3:57,0.348,2.795
5/25/15 4:13,0.714,1.561
5/25/15 4:28,0.726,1.525
5/25/15 4:43,0.684,1.779
5/25/15 4:58,0.708,1.67
5/25/15 5:13,0.882,1.355
5/25/15 5:28,0.864,1.646
5/25/15 5:43,0.834,1.658
5/25/15 5:58,0.852,1.585
5/25/15 6:13,0.81,1.706
5/25/15 6:28,0.816,1.089
5/25/15 6:43,0.804,1.174
5/25/15 6:58,0.81,1.016
5/25/15 7:13,0.822,0.944
5/25/15 7:28,0.87,0.835
5/25/15 7:43,0.882,0.799
5/25/15 7:58,0.984,0.75
5/25/15 8:13,0.858,0.653
5/25/15 8:28,0.804,0.787
5/25/15 8:43,0.84,0.617
5/25/15 8:58,0.792,0.678
5/25/15 9:13,0.756,0.629
5/25/15 9:28,0.69,0.762
5/25/15 9:43,0.624,0.738
5/25/15 9:58,0.54,0.762
5/25/15 10:13,0.504,1.089
5/25/15 10:28,0.468,0.811
5/25/15 10:43,0.474,0.92
5/25/15 10:58,0.45,0.92
5/25/15 11:13,0.48,1.125
5/25/15 11:28,0.456,0.871
5/25/15 11:44,0.444,0.92
5/25/15 11:59,0.462,0.811
5/25/15 12:14,0.432,1.004
5/25/15 12:29,0.468,1.137
5/25/15 12:44,0.498,1.174
5/25/15 12:59,0.444,0.908
5/25/15 13:14,0.522,0.666
5/25/15 13:29,0.606,0.641
5/25/15 13:44,0.636,0.883
5/25/15 13:59,0.654,1.089
5/25/15 14:14,0.636,0.883
5/25/15 14:29,0.636,0.968
5/25/15 14:44,0.696,1.004
5/25/15 14:59,0.732,1.198
5/25/15 15:14,0.756,1.416
5/25/15 15:29,0.75,1.488
5/25/15 15:44,0.732,1.621
5/25/15 15:59,0.762,1.67
5/25/15 16:14,0.714,2.299
5/25/15 16:29,0.72,2.154
5/25/15 16:44,0.51,4.283
5/25/15 16:59,0.642,2.771
5/25/15 17:14,0.69,2.638
5/25/15 17:29,0.69,2.856
5/25/15 17:44,0.69,2.275
5/25/15 17:59,0.654,2.408
5/25/15 18:14,0.642,2.178
5/25/15 18:29,0.678,2.335
5/25/15 18:44,0.72,1.912
5/25/15 18:59,0.762,1.73
5/25/15 19:15,0.702,2.166
5/25/15 19:30,0.654,2.347
5/25/15 19:45,0.606,2.408
5/25/15 20:00,0.612,2.686
5/25/15 20:15,0.48,2.275
5/25/15 20:30,0.498,2.311
5/25/15 20:45,0.594,1.888
5/25/15 21:00,0.606,1.839
5/25/15 21:15,0.618,1.827
5/25/15 21:30,0.576,1.876
5/25/15 21:45,0.888,1.561
5/25/15 22:00,0.786,1.682
5/25/15 22:15,0.894,1.537
5/25/15 22:30,0.852,1.488
5/25/15 22:45,0.744,1.755
5/25/15 23:00,0.684,1.876
5/25/15 23:15,0.6,1.984
5/25/15 23:30,0.48,2.021
5/25/15 23:45,0.426,2.408
5/26/15 0:00,0.378,2.698
5/26/15 0:15,0.36,2.638
5/26/15 0:30,0.342,2.723
5/26/15 0:45,0.342,2.626
5/26/15 1:00,0.372,3.013
5/26/15 1:15,0.402,2.844
5/26/15 1:30,0.402,2.952
5/26/15 1:45,0.372,2.819
5/26/15 2:00,0.444,3.654
5/26/15 2:15,0.42,3.255
5/26/15 2:30,0.414,3.086
5/26/15 2:46,0.438,3.666
5/26/15 3:01,0.42,3.449
5/26/15 3:16,0.402,3.231
5/26/15 3:31,0.384,3.4
5/26/15 3:46,0.402,3.461
5/26/15 4:01,0.408,4.017
5/26/15 4:16,0.372,3.436
5/26/15 4:31,0.396,4.029
5/26/15 4:46,0.396,3.751
5/26/15 5:01,0.396,4.005
5/26/15 5:16,0.39,3.933
5/26/15 5:31,0.39,3.521
5/26/15 5:46,0.468,3.969
5/26/15 6:01,0.456,3.908
5/26/15 6:16,0.474,3.824
5/26/15 6:31,0.444,3.715
5/26/15 6:46,0.468,3.896
5/26/15 7:01,0.492,4.005
5/26/15 7:16,0.438,2.904
5/26/15 7:31,0.45,2.831
5/26/15 7:46,0.426,2.759
5/26/15 8:01,0.45,3.025
5/26/15 8:16,0.474,2.771
5/26/15 8:31,0.432,2.214
5/26/15 8:46,0.456,1.755
5/26/15 9:01,0.444,1.186
5/26/15 9:16,0.51,1.815
5/26/15 9:31,0.528,1.174
5/26/15 9:46,0.504,0.968
5/26/15 10:01,0.492,0.859
5/26/15 10:17,0.48,1.029
5/26/15 10:32,0.486,1.271
5/26/15 10:47,0.462,1.803
5/26/15 11:02,0.474,1.174
5/26/15 11:17,0.468,1.174
5/26/15 11:32,0.45,1.029
5/26/15 11:47,0.45,1.113
5/26/15 12:02,0.456,1.295
5/26/15 12:17,0.486,1.428
5/26/15 12:32,0.462,1.416
5/26/15 12:47,0.438,1.379
5/26/15 13:02,0.462,1.525
5/26/15 13:17,0.444,1.561
5/26/15 13:32,0.438,1.513
5/26/15 13:47,0.51,1.67
5/26/15 14:02,0.45,1.658
5/26/15 14:17,0.462,1.67
5/26/15 14:32,0.444,1.634
5/26/15 14:47,0.456,1.815
5/26/15 15:02,0.444,1.839
5/26/15 15:17,0.444,1.513
5/26/15 15:32,0.654,0.968
5/26/15 15:47,0.654,1.271
5/26/15 16:02,0.624,1.476
5/26/15 16:17,0.546,1.924
5/26/15 16:32,0.588,1.912
5/26/15 16:47,0.57,2.057
5/26/15 17:02,0.546,2.42
5/26/15 17:17,0.546,2.735
5/26/15 17:32,0.576,3.194
5/26/15 17:48,0.546,3.957
5/26/15 18:03,0.6,3.739
5/26/15 18:18,0.558,5.191
5/26/15 18:33,0.576,4.913
5/26/15 18:48,0.558,5.409
5/26/15 19:03,0.564,5.118
5/26/15 19:18,0.624,4.901
5/26/15 19:33,0.63,4.235
5/26/15 19:48,0.702,3.715
5/26/15 20:03,0.72,3.884
5/26/15 20:18,0.768,3.92
5/26/15 20:33,0.672,3.703
5/26/15 20:48,0.66,3.557
5/26/15 21:03,0.768,3.328
5/26/15 21:18,0.66,2.844
5/26/15 21:33,0.636,3.303
5/26/15 21:48,0.636,3.606
5/26/15 22:03,0.588,3.582
5/26/15 22:18,1.08,3.715
5/26/15 22:33,0.564,3.981
5/26/15 22:48,0.75,2.323
5/26/15 23:03,0.708,3.473
5/26/15 23:18,0.642,3.824
5/26/15 23:33,0.6,3.872
5/26/15 23:48,0.6,4.441
5/27/15 0:03,0.576,4.78
5/27/15 0:18,0.558,4.925
5/27/15 0:33,0.558,5.058
5/27/15 0:48,0.552,5.009
5/27/15 1:03,0.552,4.743
5/27/15 1:19,0.546,5.094
5/27/15 1:34,0.534,4.888
5/27/15 1:49,0.522,5.566
5/27/15 2:04,0.546,5.046
5/27/15 2:19,0.558,5.155
5/27/15 2:34,0.558,5.36
5/27/15 2:49,0.474,4.864
5/27/15 3:04,0.468,4.622
5/27/15 3:19,0.498,4.864
5/27/15 3:34,0.534,5.239
5/27/15 3:49,0.51,5.239
5/27/15 4:04,0.54,5.251
5/27/15 4:19,0.492,5.009
5/27/15 4:34,0.504,4.731
5/27/15 4:49,0.48,4.586
5/27/15 5:04,0.54,4.743
5/27/15 5:19,0.492,5.022
5/27/15 5:34,0.51,4.961
5/27/15 5:49,0.54,6.316
5/27/15 6:04,0.516,5.36
5/27/15 6:19,0.522,6.522
5/27/15 6:34,0.546,6.304
5/27/15 6:49,0.516,6.546
5/27/15 7:04,0.546,7.236
5/27/15 7:19,0.54,6.631
5/27/15 7:34,0.552,6.377
5/27/15 7:49,0.576,6.788
5/27/15 8:04,0.534,7.296
5/27/15 8:19,0.6,7.926
5/27/15 8:34,0.582,5.602
5/27/15 8:50,0.534,4.392
5/27/15 9:05,0.522,4.368
5/27/15 9:20,0.558,2.819
5/27/15 9:35,0.516,3.073
5/27/15 9:50,0.768,1.174
5/27/15 10:05,0.804,1.077
5/27/15 10:20,0.828,1.041
5/27/15 10:35,0.792,1.053
5/27/15 10:50,0.762,1.077
5/27/15 11:05,0.75,1.065
5/27/15 11:20,0.714,1.392
5/27/15 11:35,0.678,1.452
5/27/15 11:50,0.648,1.488
5/27/15 12:05,0.612,1.476
5/27/15 12:20,0.618,1.718
5/27/15 12:35,0.612,2.009
5/27/15 12:50,0.6,2.299
5/27/15 13:05,0.618,3.086
5/27/15 13:20,0.612,2.154
5/27/15 13:35,0.612,2.299
5/27/15 13:50,0.63,2.553
5/27/15 14:05,0.606,3.364
5/27/15 14:20,0.624,3.582
5/27/15 14:35,0.582,3.497
5/27/15 14:50,0.588,3.787
5/27/15 15:05,0.57,4.404
5/27/15 15:20,0.588,4.356
5/27/15 15:35,0.594,5.13
5/27/15 15:50,0.63,5.518
5/27/15 16:05,0.666,5.869
5/27/15 16:21,0.642,6.461
5/27/15 16:36,0.612,7.853
5/27/15 16:51,0.618,8.143
5/27/15 17:06,0.642,6.958
5/27/15 17:21,0.708,7.454
5/27/15 17:36,0.768,8.567
5/27/15 17:51,0.678,8.458
5/27/15 18:06,0.666,8.869
5/27/15 18:21,0.714,7.901
5/27/15 18:36,0.726,7.744
5/27/15 18:51,0.738,7.514
5/27/15 19:06,0.702,7.829
5/27/15 19:21,0.678,7.611
5/27/15 19:36,0.678,7.623
5/27/15 19:51,0.648,7.514
5/27/15 20:06,0.63,7.357
5/27/15 20:21,0.642,7.78
5/27/15 20:36,0.612,7.187
5/27/15 20:51,0.582,7.054
5/27/15 21:06,0.594,7.018
5/27/15 21:21,0.768,4.32
5/27/15 21:36,0.768,4.199
5/27/15 21:51,0.75,4.78
5/27/15 22:06,0.708,4.804
5/27/15 22:21,0.684,5.264
5/27/15 22:36,0.69,5.227
5/27/15 22:51,0.666,5.167
5/27/15 23:06,0.642,5.348
5/27/15 23:21,0.654,5.457
5/27/15 23:36,0.63,5.711
5/27/15 23:52,0.732,4.344
5/28/15 0:07,0.666,4.562
5/28/15 0:22,0.654,5.433
5/28/15 0:37,0.624,5.675
5/28/15 0:52,0.624,6.123
5/28/15 1:07,0.606,6.232
5/28/15 1:22,0.588,6.619
5/28/15 1:37,0.66,7.187
5/28/15 1:52,0.564,6.885
5/28/15 2:07,0.558,6.667
5/28/15 2:22,0.552,6.595
5/28/15 2:37,0.552,6.207
5/28/15 2:52,0.54,6.534
5/28/15 3:07,0.552,6.631
5/28/15 3:22,0.534,6.607
5/28/15 3:37,0.504,6.522
5/28/15 3:52,0.546,7.03
5/28/15 4:07,0.534,6.849
5/28/15 4:22,0.54,6.885
5/28/15 4:37,0.51,6.849
5/28/15 4:52,0.51,6.498
5/28/15 5:07,0.522,6.909
5/28/15 5:22,0.498,6.631
5/28/15 5:37,0.564,7.091
5/28/15 5:52,0.522,7.175
5/28/15 6:07,0.492,6.8
5/28/15 6:22,0.54,7.103
5/28/15 6:37,0.546,7.611
5/28/15 6:52,0.546,7.393
5/28/15 7:07,0.558,7.442
5/28/15 7:23,0.552,7.091
5/28/15 7:38,0.582,7.066
5/28/15 7:53,0.534,6.34
5/28/15 8:08,0.546,6.933
5/28/15 8:23,0.504,5.929
5/28/15 8:38,0.528,5.905
5/28/15 8:53,0.528,6.607
5/28/15 9:08,0.564,5.336
5/28/15 9:23,0.522,4.719
5/28/15 9:38,0.594,4.404
5/28/15 9:53,0.51,4.078
5/28/15 10:08,0.51,3.049
5/28/15 10:23,0.474,3.037
5/28/15 10:38,0.498,3.013
5/28/15 10:53,0.534,3.315
5/28/15 11:08,0.534,3.388
5/28/15 11:23,0.546,3.255
5/28/15 11:38,0.84,1.125
5/28/15 11:53,0.87,1.367
5/28/15 12:08,0.822,1.537
5/28/15 12:23,0.816,1.718
5/28/15 12:38,0.744,2.057
5/28/15 12:53,0.726,2.166
5/28/15 13:08,0.708,2.093
5/28/15 13:23,0.666,2.142
5/28/15 13:38,0.612,2.154
5/28/15 13:53,0.648,3.606
5/28/15 14:08,0.672,3.787
5/28/15 14:23,0.606,2.807
5/28/15 14:39,0.654,3.533
5/28/15 14:54,0.66,4.417
5/28/15 15:09,0.612,3.727
5/28/15 15:24,0.654,4.029
5/28/15 15:39,0.654,4.429
5/28/15 15:54,0.696,5.493
5/28/15 16:09,0.684,5.276
5/28/15 16:24,0.672,5.59
5/28/15 16:39,0.606,6.086
5/28/15 16:54,0.714,6.195
5/28/15 17:09,0.6,7.127
5/28/15 17:24,0.594,7.563
5/28/15 17:39,0.636,7.744
5/28/15 17:54,0.564,8.034
5/28/15 18:09,0.612,7.792
5/28/15 18:24,0.666,7.792
5/28/15 18:39,0.618,7.417
5/28/15 18:54,0.672,7.187
5/28/15 19:09,0.702,6.873
5/28/15 19:24,0.678,7.187
5/28/15 19:39,0.69,6.51
5/28/15 19:54,0.678,6.425
5/28/15 20:09,0.774,6.074
5/28/15 20:24,0.696,5.929
5/28/15 20:39,0.696,6.582
5/28/15 20:54,0.69,5.493
5/28/15 21:09,0.624,5.639
5/28/15 21:24,0.642,5.07
5/28/15 21:39,0.594,4.84
5/28/15 21:54,0.588,5.022
5/28/15 22:10,0.78,3.231
5/28/15 22:25,0.882,2.965
5/28/15 22:40,0.828,4.053
5/28/15 22:55,0.816,4.586
5/28/15 23:10,0.792,4.913
5/28/15 23:25,0.738,4.574
5/28/15 23:40,0.738,4.38
5/28/15 23:55,0.732,4.513
5/29/15 0:10,0.744,4.78
5/29/15 0:25,0.744,4.961
5/29/15 0:40,0.756,5.167
5/29/15 0:55,0.798,4.707
5/29/15 1:10,0.732,5.796
5/29/15 1:25,0.726,6.123
5/29/15 1:40,0.69,5.445
5/29/15 1:55,0.678,5.772
5/29/15 2:10,0.642,6.377
5/29/15 2:25,0.648,6.716
5/29/15 2:40,0.666,6.461
5/29/15 2:55,0.618,6.655
5/29/15 3:10,0.618,6.34
5/29/15 3:25,0.582,6.728
5/29/15 3:40,0.612,6.716
5/29/15 3:55,0.636,7.066
5/29/15 4:10,0.612,7.611
5/29/15 4:25,0.618,7.575
5/29/15 4:40,0.588,7.224
5/29/15 4:55,0.564,7.478
5/29/15 5:10,0.558,7.744
5/29/15 5:25,0.558,6.837
5/29/15 5:41,0.594,7.442
5/29/15 5:56,0.642,8.349
5/29/15 6:11,0.618,8.18
5/29/15 6:26,0.582,8.603
5/29/15 6:41,0.6,7.962
5/29/15 6:56,0.564,8.143
5/29/15 7:11,0.6,7.333
5/29/15 7:26,0.546,7.526
5/29/15 7:41,0.564,7.224
5/29/15 7:56,0.552,5.675
5/29/15 8:11,0.558,5.13
5/29/15 8:26,0.552,5.518
5/29/15 8:41,0.588,4.901
5/29/15 8:56,0.558,6.098
5/29/15 9:11,0.6,5.687
5/29/15 9:26,0.582,6.703
5/29/15 9:41,0.606,5.433
5/29/15 9:56,0.606,5.481
5/29/15 10:11,0.594,5.046
5/29/15 10:26,0.576,4.247
5/29/15 10:41,0.618,3.473
5/29/15 10:56,0.84,2.226
5/29/15 11:11,0.852,2.662
5/29/15 11:26,0.882,2.263
5/29/15 11:41,0.852,3.122
5/29/15 11:56,0.858,2.868
5/29/15 12:11,0.804,2.468
5/29/15 12:26,0.792,3.654
5/29/15 12:41,0.78,3.061
5/29/15 12:56,0.882,3.182
5/29/15 13:12,0.888,2.662
5/29/15 13:27,0.858,3.025
5/29/15 13:42,0.876,2.771
5/29/15 13:57,0.798,3.896
5/29/15 14:12,0.738,3.352
5/29/15 14:27,0.708,3.461
5/29/15 14:42,0.654,3.388
5/29/15 14:57,0.612,3.267
5/29/15 15:12,0.588,3.34
5/29/15 15:27,0.57,3.485
5/29/15 15:42,0.57,3.509
5/29/15 15:57,0.552,5.046
5/29/15 16:12,0.606,5.433
5/29/15 16:27,0.582,6.014
5/29/15 16:42,0.588,5.748
5/29/15 16:57,0.54,6.328
5/29/15 17:12,0.57,6.982
5/29/15 17:27,0.588,6.812
5/29/15 17:42,0.57,7.865
5/29/15 17:57,0.57,7.974
5/29/15 18:12,0.612,9.051
5/29/15 18:27,0.582,8.664
5/29/15 18:42,0.6,8.422
5/29/15 18:57,0.576,8.385
5/29/15 19:12,0.54,8.313
5/29/15 19:27,0.51,7.78
5/29/15 19:42,0.498,7.55
5/29/15 19:57,0.576,7.526
5/29/15 20:12,0.672,6.607
5/29/15 20:27,0.816,5.953
5/29/15 20:43,0.84,5.82
5/29/15 20:58,0.87,5.832
5/29/15 21:13,0.894,5.832
5/29/15 21:28,0.906,5.784
5/29/15 21:43,0.882,5.796
5/29/15 21:58,0.87,5.203
5/29/15 22:13,0.948,5.179
5/29/15 22:28,0.954,5.723
5/29/15 22:43,0.894,5.772
5/29/15 22:58,0.906,6.546
5/29/15 23:13,0.912,6.982
5/29/15 23:28,0.84,7.212
5/29/15 23:43,0.804,6.788
5/29/15 23:58,0.816,6.982
5/30/15 0:13,0.804,6.57
5/30/15 0:28,0.822,6.909
5/30/15 0:43,0.828,7.054
5/30/15 0:58,0.792,7.248
5/30/15 1:13,0.81,6.885
5/30/15 1:28,0.852,6.401
5/30/15 1:43,0.828,7.212
5/30/15 1:58,0.78,7.599
5/30/15 2:13,0.768,7.599
5/30/15 2:28,0.714,7.829
5/30/15 2:43,0.744,8.458
5/30/15 2:58,0.714,8.289
5/30/15 3:13,0.696,8.434
5/30/15 3:28,0.648,8.289
5/30/15 3:43,0.684,8.615
5/30/15 3:58,0.66,8.458
5/30/15 4:14,0.66,8.615
5/30/15 4:29,0.654,8.99
5/30/15 4:44,0.624,9.051
5/30/15 4:59,0.672,8.954
5/30/15 5:14,0.684,9.16
5/30/15 5:29,0.66,9.45
5/30/15 5:44,0.69,9.511
5/30/15 5:59,0.654,8.833
5/30/15 6:14,0.678,9.438
5/30/15 6:29,0.672,9.365
5/30/15 6:44,0.66,9.305
5/30/15 6:59,0.666,8.857
5/30/15 7:14,0.624,8.216
5/30/15 7:29,0.642,7.865
5/30/15 7:44,0.684,7.696
5/30/15 7:59,0.672,7.139
5/30/15 8:14,0.648,6.135
5/30/15 8:29,0.63,5.578
5/30/15 8:44,0.618,5.191
5/30/15 8:59,0.606,4.477
5/30/15 9:14,0.612,4.707
5/30/15 9:29,0.57,4.61
5/30/15 9:44,0.606,3.328
5/30/15 9:59,0.612,3.727
5/30/15 10:14,0.552,3.013
5/30/15 10:29,0.546,2.481
5/30/15 10:44,0.582,2.989
5/30/15 10:59,0.522,2.263
5/30/15 11:14,0.522,2.347
5/30/15 11:29,0.516,2.069
5/30/15 11:45,0.498,1.984
5/30/15 12:00,0.462,1.936
5/30/15 12:15,0.486,1.815
5/30/15 12:30,0.468,1.682
5/30/15 12:45,0.702,1.597
5/30/15 13:00,0.786,1.609
5/30/15 13:15,0.768,1.912
5/30/15 13:30,0.762,2.142
5/30/15 13:45,0.87,2.505
5/30/15 14:00,0.906,2.033
5/30/15 14:15,0.918,1.767
5/30/15 14:30,0.918,1.718
5/30/15 14:45,1.014,1.742
5/30/15 15:00,0.834,1.718
5/30/15 15:15,0.702,1.888
5/30/15 15:30,0.618,2.021
5/30/15 15:45,0.534,2.19
5/30/15 16:00,0.486,2.626
5/30/15 16:15,0.492,2.698
5/30/15 16:30,0.492,3.061
5/30/15 16:45,0.504,3.11
5/30/15 17:00,0.51,3.533
5/30/15 17:15,0.546,4.743
5/30/15 17:45,0.492,5.639
5/30/15 18:00,0.522,5.312
5/30/15 18:15,0.516,5.469
5/30/15 18:30,0.552,7.26
5/30/15 18:45,0.51,7.526
5/30/15 19:00,0.546,8.24
5/30/15 19:16,0.534,8.228
5/30/15 19:31,0.534,7.841
5/30/15 19:46,0.51,7.405
5/30/15 20:01,0.528,7.538
5/30/15 20:16,0.594,7.913
5/30/15 20:31,0.588,7.889
5/30/15 20:46,0.552,7.792
5/30/15 21:01,0.6,7.974
5/30/15 21:16,0.618,8.047
5/30/15 21:31,0.558,7.756
5/30/15 21:46,0.624,7.901
5/30/15 22:01,0.618,6.425
5/30/15 22:16,0.828,5.143
5/30/15 22:31,0.9,4.501
5/30/15 22:46,0.942,4.949
5/30/15 23:01,0.996,5.167
5/30/15 23:16,0.954,5.409
5/30/15 23:31,0.942,5.76
5/30/15 23:46,0.906,5.542
5/31/15 0:01,0.948,5.953
5/31/15 0:16,0.858,5.796
5/31/15 0:31,0.792,5.348
5/31/15 0:46,0.858,5.941
5/31/15 1:01,0.828,6.256
5/31/15 1:16,0.84,6.195
5/31/15 1:31,0.828,6.752
5/31/15 1:46,8.904,27.915
5/31/15 2:01,0.78,7.405
5/31/15 2:16,0.756,7.091
5/31/15 2:31,0.768,6.994
5/31/15 2:47,0.708,7.054
5/31/15 3:02,0.708,7.26
5/31/15 3:17,0.696,7.139
5/31/15 3:32,0.666,7.248
5/31/15 3:47,0.648,7.284
5/31/15 4:02,0.672,7.526
5/31/15 4:17,0.684,7.877
5/31/15 4:32,0.624,7.175
5/31/15 4:47,0.654,7.696
5/31/15 5:02,0.618,7.708
5/31/15 5:17,0.678,8.603
5/31/15 5:32,0.606,7.708
5/31/15 5:47,0.636,8.337
5/31/15 6:02,0.636,7.829
5/31/15 6:17,0.6,6.945
5/31/15 6:32,0.624,5.711
5/31/15 6:47,0.624,5.385
5/31/15 7:02,0.57,4.755
5/31/15 7:17,0.618,5.3
5/31/15 7:32,0.582,4.417
5/31/15 7:47,0.594,4.404
5/31/15 8:02,0.588,3.315
5/31/15 8:17,0.588,3.243
5/31/15 8:32,0.606,3.315
5/31/15 8:47,0.594,2.904
5/31/15 9:02,0.594,2.977
5/31/15 9:17,0.672,2.795
5/31/15 9:32,0.624,2.807
5/31/15 9:47,0.624,2.396
5/31/15 10:02,0.618,2.335
5/31/15 10:18,0.666,2.154
5/31/15 10:33,0.624,2.154
5/31/15 10:48,0.63,2.723
5/31/15 11:03,0.618,2.372
5/31/15 11:18,0.576,2.311
5/31/15 11:33,0.69,2.166
5/31/15 11:48,0.606,2.735
5/31/15 12:03,0.57,2.759
5/31/15 12:18,0.576,2.263
5/31/15 12:33,0.684,1.827
5/31/15 12:48,0.726,1.96
5/31/15 13:03,0.804,1.876
5/31/15 13:18,0.792,2.142
5/31/15 13:33,0.852,1.948
5/31/15 13:48,1.128,2.154
5/31/15 14:03,0.948,2.468
5/31/15 14:18,0.924,2.831
5/31/15 14:33,0.888,3.061
5/31/15 14:48,0.906,3.207
5/31/15 15:03,0.84,3.243
5/31/15 15:18,0.99,2.674
5/31/15 15:33,0.972,2.928
5/31/15 15:48,0.93,2.541
5/31/15 16:03,0.882,3.436
5/31/15 16:18,0.822,5.179
5/31/15 16:33,0.78,5.336
5/31/15 16:48,0.738,6.655
5/31/15 17:03,0.708,5.917
5/31/15 17:18,0.642,6.328
5/31/15 17:33,0.648,6.377
5/31/15 17:49,0.726,7.95
5/31/15 18:04,0.702,9.172
5/31/15 18:19,0.882,11.386
5/31/15 18:34,0.852,11.096
5/31/15 18:49,0.804,11.241
5/31/15 19:04,0.846,11.568
5/31/15 19:19,0.768,11.41
5/31/15 19:34,0.816,11.277
5/31/15 19:49,0.738,11.253
5/31/15 20:04,0.81,10.503
5/31/15 20:19,0.858,10.539
5/31/15 20:34,0.798,11.289
5/31/15 20:49,0.822,11.931
5/31/15 21:04,0.774,11.072
5/31/15 21:19,0.588,8.301
5/31/15 21:34,0.642,8.361
5/31/15 21:49,0.672,8.41
5/31/15 22:04,0.678,8.615
5/31/15 22:19,0.69,8.664
5/31/15 22:34,0.72,9.051
5/31/15 22:49,0.708,8.942
5/31/15 23:04,0.714,8.337
5/31/15 23:19,0.822,8.797
5/31/15 23:34,0.756,8.567
5/31/15 23:49,0.774,8.894
6/1/15 0:04,0.75,8.494
6/1/15 0:19,0.75,8.361
6/1/15 0:34,0.744,8.361
6/1/15 0:49,0.744,8.385
6/1/15 1:04,0.756,8.518
6/1/15 1:20,0.744,8.252
6/1/15 1:35,0.804,8.361
6/1/15 1:50,0.804,5.264
6/1/15 2:05,0.822,5.264
6/1/15 2:20,0.792,5.772
6/1/15 2:35,0.846,6.026
6/1/15 2:50,0.858,4.38
6/1/15 3:05,1.008,5.663
6/1/15 3:20,0.966,5.953
6/1/15 3:35,0.972,6.28
6/1/15 4:05,0.942,6.34
6/1/15 4:20,0.978,6.655
6/1/15 4:35,0.954,6.413
6/1/15 4:50,0.96,6.595
6/1/15 5:05,0.948,6.123
6/1/15 5:20,0.936,6.292
6/1/15 5:35,0.912,6.123
6/1/15 5:50,0.924,5.99
6/1/15 6:05,0.888,5.977
6/1/15 6:20,0.864,5.856
6/1/15 6:35,0.852,5.735
6/1/15 6:50,0.834,6.667
6/1/15 7:05,0.81,5.348
6/1/15 7:20,0.858,5.179
6/1/15 7:35,0.84,5.493
6/1/15 7:50,0.99,5.929
6/1/15 8:05,1.014,5.748
6/1/15 8:20,1.02,6.534
6/1/15 8:35,0.996,5.058
6/1/15 8:51,0.978,5.627
6/1/15 9:06,0.984,3.872
6/1/15 9:21,1.002,5.009
6/1/15 9:36,0.996,6.413
6/1/15 9:51,1.014,6.437
6/1/15 10:06,0.996,6.728
6/1/15 10:21,1.014,7.381
6/1/15 10:36,1.014,7.696
6/1/15 10:51,1.074,5.929
6/1/15 11:06,0.966,5.929
6/1/15 11:21,0.96,4.271
6/1/15 11:36,0.894,3.497
6/1/15 11:51,0.846,3.134
6/1/15 12:06,0.822,3.303
6/1/15 12:21,0.792,3.364
6/1/15 12:36,0.804,3.582
6/1/15 12:51,0.744,2.831
6/1/15 13:06,0.756,3.219
6/1/15 13:21,0.696,2.989
6/1/15 13:36,0.678,2.468
6/1/15 13:51,0.66,2.723
6/1/15 14:06,0.648,2.408
6/1/15 14:21,0.708,2.723
6/1/15 14:36,0.666,2.94
6/1/15 14:51,0.696,5.59
6/1/15 15:06,0.678,4.876
6/1/15 15:21,0.66,5.675
6/1/15 15:36,0.732,5.022
