time[YYYY-MM-DD hh:mm:ss PST], oxygensat, oxygen,depth
5/27/16 12:46,93.064,5.787,6
5/27/16 13:06,93.768,5.826,6
5/27/16 13:26,92.678,5.766,6
5/27/16 13:46,89.916,5.606,6
5/27/16 14:06,91.576,5.689,6
5/27/16 14:26,79.342,5.007,6
5/27/16 14:46,91.509,5.681,6
5/27/16 15:06,100.094,6.161,6
5/27/16 15:26,98.184,6.068,6
5/27/16 15:46,96.532,5.987,6
5/27/16 16:06,97.686,6.052,6
5/27/16 16:26,109.407,6.706,6
5/27/16 16:46,115.707,7.078,6
5/27/16 17:06,121.054,7.362,6
5/27/16 17:46,123.625,7.51,6
5/27/16 18:06,122.9,7.498,6
5/27/16 18:26,124.434,7.594,6
5/27/16 18:46,124.414,7.564,6
5/27/16 19:06,123.115,7.501,6
5/27/16 19:26,98.753,6.213,6
5/27/16 19:46,100.21,6.266,6
5/27/16 20:06,103.414,6.438,6
5/27/16 20:26,98.875,6.137,6
5/27/16 20:46,101.435,6.283,6
5/27/16 21:06,99.968,6.187,6
5/27/16 21:26,101.06,6.245,6
5/27/16 21:46,109.843,6.732,6
5/27/16 22:06,95.306,5.931,6
5/27/16 22:26,85.535,5.355,6
5/27/16 22:46,83.287,5.223,6
5/27/16 23:06,82.514,5.177,6
5/27/16 23:26,82.973,5.21,6
5/27/16 23:46,81.692,5.14,6
5/28/16 0:06,82.011,5.158,6
5/28/16 0:26,87.023,5.448,6
5/28/16 0:46,81.7,5.146,6
5/28/16 1:06,85.164,5.342,6
5/28/16 1:26,82.016,5.164,6
5/28/16 1:46,81.506,5.134,6
5/28/16 2:06,81.12,5.108,6
5/28/16 2:26,81.499,5.124,6
5/28/16 2:46,85.287,5.34,6
5/28/16 3:06,79.381,5.002,6
5/28/16 3:26,79.751,5.017,6
5/28/16 3:46,84.946,5.307,6
5/28/16 4:06,97.074,5.998,6
5/28/16 4:26,102.536,6.315,6
5/28/16 4:46,103.625,6.385,6
5/28/16 5:06,104.586,6.435,6
5/28/16 5:26,106.382,6.538,6
5/28/16 5:46,110.027,6.757,6
5/28/16 6:06,116.174,7.114,6
5/28/16 6:26,111.455,6.842,6
5/28/16 6:46,114.473,7.017,6
5/28/16 7:06,116.605,7.166,6
5/28/16 7:26,113.972,7.013,6
5/28/16 7:46,116.28,7.135,6
5/28/16 8:06,117.519,7.208,6
5/28/16 8:26,113.096,6.955,6
5/28/16 8:46,107.134,6.615,6
5/28/16 9:06,101.995,6.315,6
5/28/16 9:26,96.343,5.988,6
5/28/16 9:46,90.109,5.631,6
5/28/16 10:06,84.646,5.299,6
5/28/16 10:26,81.036,5.09,6
5/28/16 10:46,78.655,4.952,6
5/28/16 11:06,77.177,4.858,6
5/28/16 11:26,75.757,4.763,6
5/28/16 11:46,78.574,4.936,6
5/28/16 12:06,81.344,5.088,6
5/28/16 12:26,81.989,5.123,6
5/28/16 12:46,81.918,5.121,6
5/28/16 13:06,81.475,5.095,6
5/28/16 13:26,81.09,5.074,6
5/28/16 13:46,84.941,5.296,6
5/28/16 14:06,89.254,5.551,6
5/28/16 14:26,94.003,5.831,6
5/28/16 14:46,96.901,6.007,6
5/28/16 15:06,101.775,6.289,6
5/28/16 15:26,101.079,6.265,6
5/28/16 15:46,104.297,6.461,6
5/28/16 16:06,110.192,6.766,6
5/28/16 16:26,112.572,6.914,6
5/28/16 16:46,107.09,6.655,6
5/28/16 17:06,108.307,6.713,6
5/28/16 17:26,108.902,6.741,6
5/28/16 17:46,109.039,6.758,6
5/28/16 18:06,110.062,6.831,6
5/28/16 18:26,107.179,6.683,6
5/28/16 18:46,108.539,6.732,6
5/28/16 19:06,107.331,6.675,6
5/28/16 19:26,106.5,6.619,6
5/28/16 19:46,113.179,7,6
5/28/16 20:06,117.101,7.233,6
5/28/16 20:26,95.014,5.96,6
5/28/16 20:46,88.634,5.556,6
5/28/16 21:06,87.539,5.481,6
5/28/16 21:26,86.121,5.398,6
5/28/16 21:46,84.131,5.282,6
5/28/16 22:06,82.907,5.21,6
5/28/16 22:26,80.724,5.076,6
5/28/16 22:46,80.46,5.055,6
5/28/16 23:06,80.012,5.029,6
5/28/16 23:26,92.39,5.785,6
5/28/16 23:46,91.65,5.741,6
5/29/16 0:06,92.095,5.765,6
5/29/16 0:26,90.099,5.63,6
5/29/16 0:46,91.381,5.712,6
5/29/16 1:06,92.855,5.8,6
5/29/16 1:26,91.572,5.719,6
5/29/16 1:46,92.655,5.77,6
5/29/16 2:06,90.289,5.639,6
5/29/16 2:26,91.302,5.683,6
5/29/16 2:46,90.022,5.61,6
5/29/16 3:06,94.507,5.859,6
5/29/16 3:26,95.406,5.908,6
5/29/16 3:46,95.926,5.943,6
5/29/16 4:06,104.42,6.52,6
5/29/16 4:26,106.945,6.669,6
5/29/16 4:46,106.786,6.59,6
5/29/16 5:06,115.08,7.086,6
5/29/16 5:26,113.409,6.993,6
5/29/16 5:46,110.969,6.85,6
5/29/16 6:06,97.224,6.037,6
5/29/16 6:26,106.217,6.581,6
5/29/16 6:46,99.095,6.208,6
5/29/16 7:06,98.393,6.169,6
5/29/16 7:26,97.499,6.113,6
5/29/16 7:46,96.346,6.039,6
5/29/16 8:06,96.406,6.031,6
5/29/16 8:26,99.482,6.2,6
5/29/16 8:46,100.759,6.268,6
5/29/16 9:06,100.308,6.229,6
5/29/16 9:26,100.182,6.218,6
5/29/16 9:46,108.77,6.676,6
5/29/16 10:06,108.574,6.655,6
5/29/16 10:26,107.366,6.598,6
5/29/16 10:46,108.134,6.637,6
5/29/16 11:06,108.696,6.651,6
5/29/16 11:26,107.562,6.61,6
5/29/16 11:46,106.926,6.579,6
5/29/16 12:06,102.438,6.328,6
5/29/16 12:26,105.702,6.504,6
5/29/16 12:46,105.131,6.478,6
5/29/16 13:06,104.873,6.463,6
5/29/16 13:26,108.131,6.633,6
5/29/16 13:46,107.558,6.611,6
5/29/16 14:06,108.581,6.665,6
