time[YYYY-MM-DD hh:mm:ss PST], oxygensat, oxygen,depth
6/27/18 16:23,30.273,1.969,21
6/27/18 17:23,29.056,1.898,21
6/27/18 18:23,28.214,1.843,21
6/27/18 19:23,27.183,1.779,21
6/27/18 20:23,26.726,1.748,21
6/27/18 21:23,27.253,1.787,21
6/27/18 22:23,25.368,1.66,21
6/27/18 23:23,26.662,1.744,21
6/28/18 0:23,26.397,1.724,21
6/28/18 1:23,26.267,1.713,21
6/28/18 2:23,27.62,1.798,21
6/28/18 3:23,29.89,1.947,21
6/28/18 4:23,27.364,1.785,21
6/28/18 5:23,27.437,1.792,21
6/28/18 6:23,27.116,1.773,21
6/28/18 7:23,28.021,1.833,21
6/28/18 8:23,26.274,1.719,21
6/28/18 9:23,33.66,2.201,21
6/28/18 10:23,25.689,1.679,21
6/28/18 11:23,24.784,1.622,21
6/28/18 12:23,24.847,1.625,21
6/28/18 13:23,27.239,1.776,21
6/28/18 14:23,32.935,2.147,21
6/28/18 15:23,37.725,2.455,21
6/28/18 16:23,36.034,2.339,21
6/28/18 17:23,38.368,2.494,21
6/28/18 18:23,38.044,2.473,21
6/28/18 19:23,36.821,2.399,21
6/28/18 20:23,33.396,2.181,21
6/28/18 21:23,26.789,1.753,21
6/28/18 22:23,30.162,1.975,21
6/28/18 23:23,32.816,2.145,21
6/29/18 0:23,34.045,2.224,21
6/29/18 1:23,30.295,1.984,21
6/29/18 2:23,31.649,2.069,21
6/29/18 3:23,-26.734,-1.745,21
6/29/18 4:23,34.488,2.247,21
6/29/18 5:23,34.822,2.273,21
6/29/18 6:23,34.434,2.251,21
6/29/18 7:23,34.499,2.256,21
6/29/18 8:23,34.503,2.259,21
6/29/18 10:08,35.147,2.295,21
6/29/18 11:08,35.211,2.3,21
6/29/18 12:08,32.233,2.108,21
6/29/18 13:08,31.844,2.081,21
6/29/18 14:08,32.748,2.137,21
6/29/18 15:08,34.163,2.225,21
6/29/18 16:08,35.654,2.323,21
6/29/18 17:08,36.614,2.378,21
6/29/18 18:08,36.552,2.376,21
6/29/18 19:08,35.914,2.34,21
