time[YYYY-MM-DD hh:mm:ss PST], nitrate,depth
6/27/18 16:44,6.38,1
6/27/18 17:44,6.59,1
6/27/18 18:44,5.44,1
6/27/18 19:44,4.51,1
6/27/18 20:44,4.63,1
6/27/18 21:44,4.67,1
6/27/18 22:44,9.82,1
6/27/18 23:44,10.32,1
6/28/18 0:44,9.1,1
6/28/18 1:44,11.1,1
6/28/18 2:44,12.85,1
6/28/18 3:44,8.74,1
6/28/18 4:44,10.04,1
6/28/18 5:44,10.71,1
6/28/18 6:44,8.29,1
6/28/18 7:44,5.91,1
6/28/18 8:44,5.35,1
6/28/18 9:44,5.89,1
6/28/18 10:44,5.44,1
6/28/18 11:44,5.09,1
6/28/18 12:44,2.11,1
6/28/18 13:44,7.32,1
6/28/18 14:44,4.96,1
6/28/18 15:44,8,1
6/28/18 16:44,2.49,1
6/28/18 17:44,5.14,1
6/28/18 18:44,6.85,1
6/28/18 19:44,6.4,1
6/28/18 20:44,6.79,1
6/28/18 21:44,3.73,1
6/28/18 22:44,8.8,1
6/28/18 23:44,2.16,1
6/29/18 0:44,2.13,1
6/29/18 1:44,2.15,1
6/29/18 2:44,2.38,1
6/29/18 3:44,9.85,1
6/29/18 4:44,8.36,1
6/29/18 5:44,10.27,1
6/29/18 6:44,8.95,1
6/29/18 7:44,9.15,1
6/29/18 8:44,6.87,1
6/29/18 9:10,5.68,1
6/29/18 9:22,27.06,1
6/29/18 9:29,4,1
6/29/18 10:29,2.53,1
6/29/18 11:29,4.35,1
6/29/18 12:29,5.97,1
6/29/18 13:29,5.91,1
6/29/18 14:29,7.55,1
6/29/18 15:29,8.71,1
6/29/18 16:29,2.59,1
6/29/18 17:29,2.19,1
6/29/18 18:29,3.53,1
6/29/18 19:29,3.46,1
6/29/18 20:29,2.24,1
6/29/18 21:29,1.85,1
6/29/18 22:29,1.77,1
6/29/18 23:29,1.45,1
6/30/18 0:29,1.85,1
6/30/18 1:29,1.61,1
6/30/18 2:29,1.54,1
6/30/18 3:29,1.41,1
6/30/18 4:29,4.15,1
6/30/18 5:29,1.69,1
6/30/18 6:29,1.64,1
6/30/18 7:29,1.26,1
6/30/18 8:29,1.52,1
6/30/18 9:29,1.38,1
6/30/18 10:29,1.7,1
6/30/18 11:29,3.1,1
6/30/18 12:29,1.18,1
6/30/18 13:29,3.1,1
6/30/18 14:29,3.58,1
6/30/18 15:29,5.86,1
6/30/18 16:29,4.18,1
6/30/18 17:29,3.36,1
6/30/18 18:29,2.25,1
6/30/18 19:29,3.51,1
6/30/18 20:29,5.36,1
6/30/18 21:29,3.43,1
6/30/18 22:29,2.91,1
6/30/18 23:29,3.17,1
7/1/18 0:29,6.63,1
7/1/18 1:29,8.99,1
7/1/18 2:29,8.42,1
7/1/18 3:29,8.5,1
7/1/18 4:29,5.67,1
7/1/18 5:29,5.48,1
7/1/18 6:29,5.63,1
7/1/18 7:29,5.66,1
7/1/18 8:29,7.84,1
7/1/18 9:29,4.27,1
7/1/18 10:29,10.02,1
7/1/18 11:29,3.97,1
7/1/18 12:29,4.95,1
7/1/18 13:29,4.81,1
7/1/18 14:29,5.31,1
7/1/18 15:29,7.98,1
7/1/18 16:29,10.82,1
7/1/18 17:29,4.09,1
7/1/18 18:29,3.29,1
7/1/18 19:29,3.51,1
7/1/18 20:29,9.96,1
7/1/18 21:29,12.14,1
7/1/18 22:29,12.61,1
7/1/18 23:29,12.59,1
7/2/18 0:29,12.52,1
7/2/18 1:29,14.54,1
7/2/18 2:29,14.78,1
7/2/18 3:29,14.89,1
7/2/18 4:29,10.2,1
7/2/18 5:29,7.61,1
7/2/18 6:29,5.26,1
7/2/18 7:29,10.9,1
7/2/18 8:29,13.73,1
7/2/18 9:29,13.85,1
7/2/18 10:29,13.18,1
7/2/18 11:29,17.24,1
7/2/18 12:29,18,1
7/2/18 13:29,17.21,1
7/2/18 14:29,17,1
7/2/18 15:29,15.87,1
7/2/18 16:29,16.04,1
7/2/18 17:29,7.47,1
7/2/18 18:29,3.61,1
7/2/18 19:29,3.62,1
7/2/18 20:29,4.93,1
