time[YYYY-MM-DD hh:mm:ss PST], oxygensat, oxygen,depth
5/27/16 13:11,75.243,4.824,21
5/27/16 14:31,71.372,4.584,21
5/27/16 14:51,72.012,4.619,21
5/27/16 15:31,63.86,4.094,21
5/27/16 15:51,68.455,4.39,21
5/27/16 16:11,61.643,3.94,21
5/27/16 16:31,63.555,4.039,21
5/27/16 16:51,64.392,4.09,21
5/27/16 17:11,69.276,4.38,21
5/27/16 17:51,68.632,4.34,21
5/27/16 18:11,69.729,4.411,21
5/27/16 18:31,69.793,4.411,21
5/27/16 18:51,72.48,4.563,21
5/27/16 19:11,99.421,6.155,21
5/27/16 19:31,69.729,4.409,21
5/27/16 20:51,68.652,4.359,21
5/27/16 21:11,64.599,4.113,21
5/27/16 22:11,63.573,4.056,21
5/27/16 23:11,59.671,3.834,21
5/27/16 23:31,68.971,4.423,21
5/27/16 23:51,72.788,4.67,21
5/28/16 0:11,72.081,4.626,21
5/28/16 0:31,66.845,4.293,21
5/28/16 0:51,61.91,3.961,21
5/28/16 1:11,59.91,3.839,21
5/28/16 1:31,58.943,3.778,21
5/28/16 1:51,58.944,3.779,21
5/28/16 2:11,58.881,3.776,21
5/28/16 2:31,58.819,3.773,21
5/28/16 2:51,58.558,3.755,21
5/28/16 3:11,58.816,3.77,21
5/28/16 3:31,58.746,3.764,21
5/28/16 3:51,59.518,3.811,21
5/28/16 4:11,60.534,3.865,21
5/28/16 4:31,59.956,3.829,21
5/28/16 4:51,60.729,3.876,21
5/28/16 5:11,61.565,3.923,21
5/28/16 5:31,61.882,3.938,21
5/28/16 6:11,78.049,4.865,21
5/28/16 6:31,76.132,4.767,21
5/28/16 6:51,80.508,5.025,21
5/28/16 7:11,80.446,5.028,21
5/28/16 7:31,79.552,4.981,21
5/28/16 7:51,82.905,5.189,21
5/28/16 8:31,74.183,4.689,21
5/28/16 9:51,65.699,4.189,21
5/28/16 10:11,64.865,4.141,21
5/28/16 10:51,71.104,4.56,21
5/28/16 11:31,70.576,4.525,21
5/28/16 11:51,70.045,4.492,21
5/28/16 12:11,70.514,4.517,21
5/28/16 12:31,64.046,4.099,21
5/28/16 12:51,68.889,4.414,21
5/28/16 13:11,62.226,3.981,21
5/28/16 13:31,62.358,3.989,21
5/28/16 13:51,65.919,4.218,21
5/28/16 14:11,69.273,4.431,21
5/28/16 15:11,75.158,4.802,21
5/28/16 15:31,77.143,4.918,21
5/28/16 16:11,72.79,4.625,21
5/28/16 16:31,78.289,4.974,21
5/28/16 16:51,76.791,4.87,21
5/28/16 17:11,77.707,4.937,21
5/28/16 17:31,77.845,4.951,21
5/28/16 17:51,77.19,4.907,21
5/28/16 18:11,73.9,4.701,21
5/28/16 18:31,69.761,4.441,21
5/28/16 18:51,69.895,4.452,21
5/28/16 19:11,69.752,4.434,21
5/28/16 19:31,70.006,4.446,21
5/28/16 19:51,71.217,4.507,21
5/28/16 20:11,71.278,4.509,21
5/28/16 21:31,70.918,4.51,21
5/28/16 21:51,71.973,4.596,21
5/28/16 22:11,72.699,4.65,21
5/28/16 22:31,74.58,4.774,21
5/28/16 22:51,75.023,4.795,21
5/28/16 23:11,74.712,4.785,21
5/28/16 23:31,72.71,4.656,21
5/28/16 23:51,72.06,4.61,21
5/29/16 0:11,69.998,4.485,21
5/29/16 0:31,70,4.486,21
