time[YYYY-MM-DD hh:mm:ss PST], oxygensat, oxygen,depth
6/27/18 16:16,29.75,1.934,16
6/27/18 17:16,26.663,1.747,16
6/27/18 18:16,30.293,1.985,16
6/27/18 19:16,25.371,1.664,16
6/27/18 20:16,24.333,1.598,16
6/27/18 21:16,27.574,1.809,16
6/27/18 22:16,28.418,1.864,16
6/27/18 23:16,28.355,1.861,16
6/28/18 0:16,36.634,2.395,16
6/28/18 1:16,35.853,2.34,16
6/28/18 2:16,33.834,2.203,16
6/28/18 3:16,31.687,2.057,16
6/28/18 4:16,32.283,2.104,16
6/28/18 5:16,32.875,2.149,16
6/28/18 6:16,32.499,2.131,16
6/28/18 7:16,31.465,2.064,16
6/28/18 8:16,35.413,2.322,16
6/28/18 9:16,37.035,2.426,16
6/28/18 10:16,36.385,2.382,16
6/28/18 11:16,32.564,2.136,16
6/28/18 12:16,34.637,2.269,16
6/28/18 13:16,35.537,2.323,16
6/28/18 14:16,35.722,2.331,16
6/28/18 15:16,36.682,2.385,16
6/28/18 16:16,39.598,2.577,16
6/28/18 17:16,35.25,2.287,16
6/28/18 18:16,38.561,2.507,16
6/28/18 19:16,35.651,2.322,16
6/28/18 20:16,36.566,2.387,16
6/28/18 21:16,36.248,2.37,16
6/28/18 22:16,35.283,2.311,16
6/28/18 23:16,35.989,2.354,16
6/29/18 0:16,36.705,2.401,16
6/29/18 1:16,36.059,2.36,16
6/29/18 2:16,36.508,2.387,16
6/29/18 3:16,-26.212,-1.711,16
6/29/18 4:16,37.726,2.458,16
6/29/18 5:16,37.862,2.474,16
6/29/18 6:16,37.155,2.43,16
6/29/18 7:16,36.122,2.364,16
6/29/18 8:16,36.575,2.395,16
6/29/18 10:01,37.022,2.417,16
6/29/18 11:01,36.118,2.36,16
6/29/18 12:01,35.405,2.314,16
6/29/18 13:01,35.86,2.343,16
6/29/18 14:01,35.273,2.303,16
6/29/18 15:01,35.332,2.304,16
6/29/18 16:01,37.532,2.447,16
6/29/18 17:01,36.155,2.344,16
6/29/18 18:01,36.607,2.375,16
6/29/18 19:01,39.928,2.602,16
6/29/18 20:01,35.666,2.333,16
6/29/18 21:01,35.281,2.31,16
6/29/18 22:01,35.479,2.324,16
6/29/18 23:01,35.346,2.316,16
6/30/18 0:01,34.178,2.238,16
6/30/18 1:01,36.244,2.367,16
6/30/18 2:01,34.954,2.286,16
6/30/18 3:01,33.205,2.173,16
6/30/18 4:01,35.398,2.31,16
6/30/18 5:01,35.525,2.315,16
6/30/18 6:01,40.124,2.615,16
6/30/18 7:01,38.124,2.492,16
6/30/18 8:01,36.573,2.394,16
6/30/18 9:01,35.34,2.31,16
6/30/18 10:01,32.431,2.123,16
6/30/18 11:01,33.851,2.214,16
6/30/18 12:01,34.114,2.233,16
6/30/18 13:01,34.114,2.234,16
6/30/18 14:01,33.144,2.17,16
6/30/18 15:01,33.014,2.16,16
6/30/18 16:01,33.399,2.184,16
6/30/18 17:01,35.524,2.313,16
6/30/18 18:01,40.293,2.609,16
6/30/18 19:01,38.225,2.477,16
6/30/18 20:01,40.314,2.626,16
6/30/18 21:01,34.757,2.273,16
6/30/18 22:01,33.924,2.223,16
6/30/18 23:01,33.274,2.182,16
7/1/18 0:01,33.083,2.17,16
7/1/18 1:01,33.017,2.163,16
7/1/18 2:01,33.138,2.166,16
7/1/18 3:01,33.782,2.207,16
7/1/18 4:01,34.619,2.257,16
7/1/18 5:01,35.005,2.281,16
7/1/18 6:01,39.664,2.582,16
7/1/18 7:01,34.754,2.271,16
7/1/18 8:01,33.986,2.226,16
7/1/18 9:01,32.499,2.131,16
7/1/18 10:01,33.02,2.166,16
7/1/18 11:01,33.02,2.165,16
7/1/18 12:01,33.02,2.165,16
7/1/18 13:01,33.02,2.165,16
7/1/18 14:01,33.085,2.17,16
7/1/18 15:01,33.143,2.17,16
7/1/18 16:01,32.878,2.149,16
7/1/18 17:01,30.787,2.003,16
7/1/18 18:01,36.01,2.323,16
7/1/18 19:01,31.103,2.014,16
7/1/18 20:01,35.91,2.339,16
7/1/18 21:01,34.889,2.281,16
7/1/18 22:01,32.431,2.123,16
7/1/18 23:01,1.10E+12,1.10E+12,16
7/2/18 0:01,31.98,2.098,16
7/2/18 1:01,31.204,2.045,16
7/2/18 2:01,30.167,1.979,16
7/2/18 3:01,30.426,1.996,16
7/2/18 4:01,31.708,1.756,16
7/2/18 5:01,31.047,2.018,16
7/2/18 6:01,31.959,2.081,16
7/2/18 7:01,32.878,2.149,16
7/2/18 8:01,32.497,2.129,16
7/2/18 9:01,31.531,2.069,16
7/2/18 10:01,25.372,1.663,16
7/2/18 11:01,28.16,1.847,16
7/2/18 12:01,28.026,1.837,16
7/2/18 13:01,26.924,1.764,16
7/2/18 14:01,29.519,1.936,16
7/2/18 15:01,24.656,1.615,16
7/2/18 16:01,25.559,1.674,16
7/2/18 17:01,26.463,1.73,16
7/2/18 18:01,26.777,1.744,16
7/2/18 19:01,29.308,1.909,16
7/2/18 20:01,30.077,1.956,16
7/2/18 21:01,30.783,1.999,16
7/2/18 22:01,25.63,1.68,16
7/2/18 23:01,25.049,1.643,16
7/3/18 0:01,25.376,1.666,16
7/3/18 1:01,23.626,1.554,16
