time[YYYY-MM-DD hh:mm:ss PST], oxygensat, oxygen,depth
5/27/16 12:45,76.386,4.749,1
5/27/16 12:55,109.986,6.807,1
5/27/16 13:05,112.721,6.984,1
5/27/16 13:15,107.319,6.69,1
5/27/16 13:25,110.787,6.862,1
5/27/16 13:35,113.581,7.039,1
5/27/16 13:45,110.33,6.849,1
5/27/16 13:55,111.9,6.936,1
5/27/16 14:05,118.213,7.233,1
5/27/16 14:15,118.419,7.25,1
5/27/16 14:25,116.534,7.132,1
5/27/16 14:35,117.401,7.174,1
5/27/16 14:45,119.495,7.289,1
5/27/16 14:55,118.671,7.261,1
5/27/16 15:05,119.613,7.305,1
5/27/16 15:15,117.58,7.19,1
5/27/16 15:25,118.081,7.205,1
5/27/16 15:35,115.596,7.081,1
5/27/16 15:45,116.152,7.098,1
5/27/16 15:55,113.725,6.975,1
5/27/16 16:05,115.39,7.072,1
5/27/16 16:15,113.543,6.976,1
5/27/16 16:25,114.452,7.079,1
5/27/16 16:35,110.854,6.861,1
5/27/16 16:45,113.425,6.985,1
5/27/16 16:55,117.067,7.175,1
5/27/16 17:05,109.658,6.808,1
5/27/16 17:15,107.938,6.718,1
5/27/16 17:25,112.254,6.953,1
5/27/16 17:35,105.28,6.622,1
5/27/16 17:45,105.325,6.62,1
5/27/16 17:55,107.223,6.715,1
5/27/16 18:05,113.279,7.02,1
5/27/16 18:15,105.806,6.676,1
5/27/16 18:25,107.983,6.78,1
5/27/16 18:35,101.038,6.473,1
5/27/16 18:45,102.192,6.517,1
5/27/16 18:55,98.614,6.363,1
5/27/16 19:05,95.888,6.166,1
5/27/16 19:15,95.808,6.21,1
5/27/16 19:25,97.315,6.322,1
5/27/16 19:35,101.148,6.563,1
5/27/16 19:45,103.645,6.686,1
5/27/16 19:55,103.46,6.694,1
5/27/16 20:05,107.304,6.903,1
5/27/16 20:15,107.451,6.897,1
5/27/16 20:25,108.073,6.925,1
5/27/16 20:35,107.841,6.926,1
5/27/16 20:45,111.825,7.103,1
5/27/16 20:55,109.325,6.939,1
5/27/16 21:05,110.276,6.967,1
5/27/16 21:15,109.073,6.901,1
5/27/16 21:25,109.77,6.927,1
5/27/16 21:35,107.739,6.81,1
5/27/16 21:45,106.997,6.831,1
5/27/16 21:55,106.309,6.753,1
5/27/16 22:05,105.093,6.653,1
5/27/16 22:15,103.004,6.535,1
5/27/16 22:25,102.551,6.492,1
5/27/16 22:35,99.871,6.344,1
5/27/16 22:45,99.223,6.299,1
5/27/16 22:55,97.176,6.192,1
5/27/16 23:05,98.759,6.355,1
5/27/16 23:15,97.439,6.24,1
5/27/16 23:25,98.797,6.29,1
5/27/16 23:35,97.14,6.203,1
5/27/16 23:45,98.818,6.27,1
5/27/16 23:55,97.674,6.229,1
5/28/16 0:05,99.085,6.309,1
5/28/16 0:15,97.229,6.214,1
5/28/16 0:25,100.961,6.397,1
5/28/16 0:35,104.652,6.544,1
5/28/16 0:45,104.636,6.544,1
5/28/16 0:55,106.527,6.631,1
5/28/16 1:05,107.083,6.693,1
5/28/16 1:15,109.035,6.767,1
5/28/16 1:25,107.003,6.667,1
5/28/16 1:35,109.73,6.81,1
5/28/16 1:45,109.216,6.767,1
5/28/16 1:55,109.289,6.79,1
5/28/16 2:05,111.004,6.912,1
5/28/16 2:15,96.277,6.167,1
5/28/16 2:25,102.378,6.462,1
5/28/16 2:35,100.729,6.474,1
5/28/16 2:45,103.921,6.551,1
5/28/16 2:55,109.537,6.82,1
5/28/16 3:05,105.464,6.664,1
5/28/16 3:15,100.137,6.395,1
5/28/16 3:25,107.135,6.701,1
5/28/16 3:35,105.541,6.629,1
5/28/16 3:45,100.248,6.379,1
5/28/16 3:55,98.848,6.315,1
5/28/16 4:05,98.897,6.292,1
5/28/16 4:15,98.7,6.313,1
5/28/16 4:25,98.427,6.294,1
5/28/16 4:35,96.957,6.251,1
5/28/16 4:45,95.843,6.215,1
5/28/16 4:55,95.396,6.218,1
5/28/16 5:05,95.965,6.236,1
5/28/16 5:15,95.278,6.182,1
5/28/16 5:25,96.229,6.239,1
5/28/16 5:35,103.442,6.503,1
5/28/16 5:45,105.874,6.68,1
5/28/16 5:55,100.933,6.419,1
5/28/16 6:05,96.678,6.259,1
5/28/16 6:15,94.68,6.182,1
5/28/16 6:25,94.487,6.218,1
5/28/16 6:35,91.693,6.028,1
5/28/16 6:45,92.087,6.018,1
5/28/16 6:55,91.458,5.972,1
5/28/16 7:05,92.329,6.039,1
5/28/16 7:15,91.423,6.012,1
5/28/16 7:25,92.379,6.048,1
5/28/16 7:35,92.75,6.098,1
5/28/16 7:45,94.137,6.19,1
5/28/16 7:55,94.077,6.192,1
5/28/16 8:05,96.122,6.289,1
5/28/16 8:15,95.931,6.263,1
5/28/16 8:25,98.872,6.41,1
5/28/16 8:35,97.655,6.375,1
5/28/16 8:45,97.415,6.398,1
5/28/16 8:55,98.849,6.492,1
5/28/16 9:05,99.348,6.534,1
5/28/16 9:15,98.072,6.482,1
5/28/16 9:25,98.895,6.518,1
5/28/16 9:35,97.623,6.441,1
5/28/16 9:45,98.715,6.48,1
5/28/16 9:55,97.744,6.442,1
5/28/16 10:05,96.907,6.383,1
5/28/16 10:15,95.761,6.336,1
5/28/16 10:25,95.956,6.319,1
5/28/16 10:35,94.549,6.266,1
5/28/16 10:45,97.703,6.414,1
5/28/16 10:55,98.851,6.403,1
5/28/16 11:05,97.91,6.373,1
5/28/16 11:15,96.733,6.342,1
5/28/16 11:25,98.466,6.4,1
5/28/16 11:35,97.174,6.346,1
5/28/16 11:45,97.933,6.363,1
5/28/16 11:55,98.969,6.429,1
5/28/16 12:05,100.575,6.473,1
5/28/16 12:15,99.629,6.395,1
5/28/16 12:25,102.812,6.553,1
5/28/16 12:35,102.055,6.506,1
5/28/16 12:45,102.425,6.525,1
5/28/16 12:55,101.003,6.496,1
5/28/16 13:05,101.704,6.535,1
5/28/16 13:15,101.067,6.516,1
5/28/16 13:25,101.769,6.542,1
5/28/16 13:35,102.04,6.572,1
5/28/16 13:45,103.191,6.615,1
5/28/16 13:55,102.632,6.584,1
5/28/16 14:05,103.986,6.634,1
5/28/16 14:15,103.553,6.595,1
5/28/16 14:25,105.088,6.645,1
5/28/16 14:45,107.097,6.771,1
5/28/16 14:55,104.792,6.643,1
5/28/16 15:05,107.166,6.773,1
5/28/16 15:15,106.15,6.729,1
5/28/16 15:25,108.646,6.861,1
5/28/16 15:35,107.179,6.786,1
5/28/16 15:45,108.392,6.834,1
5/28/16 15:55,107.501,6.797,1
